ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2002,2002-09-08,1,22.299,SEA,@,OAK,L 17-31,,4,3,18,6.00,0,75.0%,4.50,0,0,,0,0,0,0.0,,
2,2002,2002-09-15,2,22.306,SEA,,ARI,L 13-24,,5,2,16,8.00,0,40.0%,3.20,0,0,,0,0,0,0.0,,
3,2002,2002-09-22,3,22.313,SEA,@,NYG,L 6-9,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,0.0,,
4,2002,2002-09-29,4,22.320,SEA,,MIN,W 48-23,*,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,0.0,,
5,2002,2002-11-10,9,22.362,SEA,@,ARI,W 27-6,,,,,,,0.0%,,,,,,,,,,
6,2002,2002-11-17,10,23.004,SEA,,DEN,L 9-31,,3,1,18,18.00,0,33.3%,6.00,0,0,,0,0,0,0.0,,
7,2002,2002-11-24,11,23.011,SEA,,KAN,W 39-32,,2,2,13,6.50,1,100.0%,6.50,0,0,,0,1,6,0.0,,
8,2002,2002-12-01,12,23.018,SEA,@,SFO,L 24-31,,2,2,29,14.50,0,100.0%,14.50,0,0,,0,0,0,0.0,,
9,2002,2002-12-08,13,23.025,SEA,,PHI,L 20-27,,4,3,32,10.67,1,75.0%,8.00,0,0,,0,1,6,0.0,,
10,2002,2002-12-15,14,23.032,SEA,@,ATL,W 30-24,,7,3,19,6.33,1,42.9%,2.71,0,0,,0,1,6,0.0,,
11,2002,2002-12-22,15,23.039,SEA,,STL,W 30-10,,6,4,70,17.50,0,66.7%,11.67,0,0,,0,0,0,0.0,,
12,2002,2002-12-29,16,23.046,SEA,@,SDG,W 31-28,,5,4,22,5.50,0,80.0%,4.40,0,0,,0,0,0,0.0,,
13,2003,2003-09-07,1,23.298,SEA,,NOR,W 27-10,,,,,,,0.0%,,,,,,,,,,
14,2003,2003-09-14,2,23.305,SEA,@,ARI,W 38-0,,3,,,,,0.0%,,,,,,,,,,
15,2003,2003-09-21,3,23.312,SEA,,STL,W 24-23,*,,,,,,0.0%,,,,,,,,,,
16,2003,2003-10-05,4,23.326,SEA,@,GNB,L 13-35,,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,0.0,,
17,2003,2003-10-12,5,23.333,SEA,,SFO,W 20-19,,1,,,,,0.0%,,,,,,,,,,
18,2003,2003-10-19,6,23.340,SEA,,CHI,W 24-17,,1,,,,,0.0%,,,,,,,,,,
19,2003,2003-10-26,7,23.347,SEA,@,CIN,L 24-27,,2,,,,,0.0%,,,,,,,,,,
20,2003,2003-11-02,8,23.354,SEA,,PIT,W 23-16,,3,1,17,17.00,0,33.3%,5.67,0,0,,0,0,0,0.0,,
21,2003,2003-11-09,9,23.361,SEA,@,WAS,L 20-27,,1,,,,,0.0%,,,,,,,,,,
22,2003,2003-11-16,10,24.003,SEA,,DET,W 35-14,,,,,,,0.0%,,,,,,,,,,
23,2003,2003-11-23,11,24.010,SEA,@,BAL,L 41-44,,,,,,,0.0%,,,,,,,,,,
24,2003,2003-11-30,12,24.017,SEA,,CLE,W 34-7,,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,0.0,,
25,2003,2003-12-07,13,24.024,SEA,@,MIN,L 7-34,,1,,,,,0.0%,,,,,,,,,,
26,2003,2003-12-14,14,24.031,SEA,@,STL,L 22-27,*,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,0.0,,
27,2003,2003-12-21,15,24.038,SEA,,ARI,W 28-10,,1,1,26,26.00,0,100.0%,26.00,0,0,,0,0,0,0.0,,
28,2003,2003-12-27,16,24.044,SEA,@,SFO,W 24-17,,,,,,,0.0%,,,,,,,,,,
29,2004,2004-09-12,1,24.304,SEA,@,NOR,W 21-7,*,2,,,,,0.0%,,,,,,,,,,
30,2004,2004-09-19,2,24.311,SEA,@,TAM,W 10-6,*,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,0.0,,
31,2004,2004-09-26,3,24.318,SEA,,SFO,W 34-0,*,3,3,22,7.33,0,100.0%,7.33,0,0,,0,0,0,0.0,,
32,2004,2004-10-10,4,24.332,SEA,,STL,L 27-33,*,5,3,35,11.67,1,60.0%,7.00,0,0,,0,1,6,0.0,,
33,2004,2004-10-17,5,24.339,SEA,@,NWE,L 20-30,*,6,4,50,12.50,0,66.7%,8.33,0,0,,0,0,0,0.0,,
34,2004,2004-10-24,6,24.346,SEA,@,ARI,L 17-25,,2,1,17,17.00,0,50.0%,8.50,1,12,12.00,0,0,0,0.0,,
35,2004,2004-10-31,7,24.353,SEA,,CAR,W 23-17,,5,3,16,5.33,0,60.0%,3.20,0,0,,0,0,0,0.0,,
36,2004,2004-11-07,8,24.360,SEA,@,SFO,W 42-27,,6,4,44,11.00,0,66.7%,7.33,0,0,,0,0,0,0.0,,
37,2004,2004-11-14,9,25.001,SEA,@,STL,L 12-23,,5,3,34,11.33,0,60.0%,6.80,0,0,,0,0,0,0.0,,
38,2004,2004-11-21,10,25.008,SEA,,MIA,W 24-17,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,0.0,,
39,2004,2004-11-28,11,25.015,SEA,,BUF,L 9-38,,2,2,29,14.50,0,100.0%,14.50,0,0,,0,0,0,0.0,,
40,2004,2004-12-06,12,25.023,SEA,,DAL,L 39-43,,3,2,58,29.00,0,66.7%,19.33,0,0,,0,0,0,0.0,,
41,2004,2004-12-12,13,25.029,SEA,@,MIN,W 27-23,,,,,,,0.0%,,,,,,,,,,
42,2004,2004-12-19,14,25.036,SEA,@,NYJ,L 14-37,,1,1,6,6.00,1,100.0%,6.00,0,0,,0,1,6,0.0,,
43,2004,2004-12-26,15,25.043,SEA,,ARI,W 24-21,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,0.0,,
44,2004,2005-01-02,16,25.050,SEA,,ATL,W 28-26,,3,2,14,7.00,1,66.7%,4.67,0,0,,0,1,6,0.0,,
45,2005,2005-09-11,1,25.302,SEA,@,JAX,L 14-26,*,7,3,41,13.67,0,42.9%,5.86,0,0,,0,0,0,0.0,,
46,2005,2005-09-18,2,25.309,SEA,,ATL,W 21-18,,5,3,49,16.33,1,60.0%,9.80,0,0,,0,1,6,0.0,,
47,2005,2005-09-25,3,25.316,SEA,,ARI,W 37-12,*,4,3,34,11.33,0,75.0%,8.50,0,0,,0,0,0,0.0,,
48,2005,2005-10-02,4,25.323,SEA,@,WAS,L 17-20,*,6,3,31,10.33,0,50.0%,5.17,0,0,,0,0,0,0.0,,
49,2005,2005-10-09,5,25.330,SEA,@,STL,W 37-31,*,5,3,65,21.67,1,60.0%,13.00,0,0,,0,1,6,0.0,,
50,2005,2005-10-16,6,25.337,SEA,,HOU,W 42-10,*,2,2,28,14.00,0,100.0%,14.00,0,0,,0,0,0,0.0,,
51,2005,2005-10-23,7,25.344,SEA,,DAL,W 13-10,*,6,5,60,12.00,0,83.3%,10.00,0,0,,0,0,0,0.0,,
52,2005,2005-11-06,8,25.358,SEA,@,ARI,W 33-19,,3,2,28,14.00,0,66.7%,9.33,0,0,,0,0,0,0.0,,
53,2005,2005-11-13,9,26.000,SEA,,STL,W 31-16,*,6,4,49,12.25,0,66.7%,8.17,0,0,,0,0,0,0.0,,
54,2005,2005-11-20,10,26.007,SEA,@,SFO,W 27-25,,2,1,27,27.00,0,50.0%,13.50,0,0,,0,0,0,0.0,,
55,2005,2005-11-27,11,26.014,SEA,,NYG,W 24-21,,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
56,2005,2005-12-05,12,26.022,SEA,@,PHI,W 42-0,*,6,4,22,5.50,0,66.7%,3.67,0,0,,0,0,0,0.0,,
57,2005,2005-12-11,13,26.028,SEA,,SFO,W 41-3,*,3,3,28,9.33,1,100.0%,9.33,0,0,,0,1,6,0.0,,
58,2005,2005-12-18,14,26.035,SEA,@,TEN,W 28-24,*,5,4,53,13.25,1,80.0%,10.60,0,0,,0,1,6,0.0,,
59,2005,2005-12-24,15,26.041,SEA,,IND,W 28-13,*,5,5,39,7.80,1,100.0%,7.80,0,0,,0,1,6,0.0,,
60,2005,2006-01-01,16,26.049,SEA,@,GNB,L 17-23,*,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
61,2006,2006-10-22,6,26.343,SEA,,MIN,L 13-31,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
62,2006,2006-10-29,7,26.350,SEA,@,KAN,L 28-35,,5,3,20,6.67,1,60.0%,4.00,0,0,,0,1,6,0.0,,
63,2006,2006-11-06,8,26.358,SEA,,OAK,W 16-0,*,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
64,2006,2006-11-12,9,26.364,SEA,,STL,W 24-22,*,4,3,29,9.67,1,75.0%,7.25,0,0,,0,1,6,0.0,,
65,2006,2006-11-19,10,27.006,SEA,@,SFO,L 14-20,*,3,1,18,18.00,0,33.3%,6.00,0,0,,0,0,0,0.0,,
66,2006,2006-11-27,11,27.014,SEA,,GNB,W 34-24,,4,1,3,3.00,1,25.0%,0.75,0,0,,0,1,6,0.0,,
67,2006,2006-12-03,12,27.020,SEA,@,DEN,W 23-20,*,6,2,12,6.00,0,33.3%,2.00,0,0,,0,0,0,0.0,,
68,2006,2006-12-10,13,27.027,SEA,@,ARI,L 21-27,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,,
69,2006,2006-12-14,14,27.031,SEA,,SFO,L 14-24,*,8,5,64,12.80,1,62.5%,8.00,0,0,,0,1,6,0.0,,
70,2006,2006-12-24,15,27.041,SEA,,SDG,L 17-20,,6,2,24,12.00,0,33.3%,4.00,0,0,,0,0,0,0.0,,
71,2006,2006-12-31,16,27.048,SEA,@,TAM,W 23-7,*,6,4,54,13.50,0,66.7%,9.00,0,0,,0,0,0,0.0,,
72,2007,2007-09-09,1,27.300,TAM,@,SEA,L 6-20,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
73,2007,2007-09-16,2,27.307,TAM,,NOR,W 31-14,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
74,2007,2007-09-23,3,27.314,TAM,,STL,W 24-3,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
75,2007,2007-09-30,4,27.321,TAM,@,CAR,W 20-7,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
76,2007,2007-10-07,5,27.328,TAM,@,IND,L 14-33,,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,,
77,2007,2007-10-14,6,27.335,TAM,,TEN,W 13-10,*,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
78,2007,2007-10-21,7,27.342,TAM,@,DET,L 16-23,,5,4,19,4.75,0,80.0%,3.80,0,0,,0,0,0,0.0,,
