ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1972,1972-11-05,8,22.356,HOU,@,CLE,L 0-20,,,,,,,,,,,,
2,1972,1972-11-12,9,22.363,HOU,,PHI,L 17-18,0,0,,0,0,0,,0,4,77,19.25,0
3,1972,1972-11-19,10,23.004,HOU,,GNB,L 10-23,0,0,,0,0,0,,0,2,45,22.50,0
4,1972,1972-11-26,11,23.011,HOU,@,SDG,L 20-34,,,,,,,,,,,,
5,1972,1972-12-03,12,23.018,HOU,@,ATL,L 10-20,0,0,,0,0,0,,0,2,62,31.00,0
6,1972,1972-12-10,13,23.025,HOU,,PIT,L 3-9,0,0,,0,0,0,,0,1,23,23.00,0
7,1972,1972-12-17,14,23.032,HOU,,CIN,L 17-61,0,0,,0,0,0,,0,2,60,30.00,0
8,1973,1973-09-16,1,23.305,HOU,@,NYG,L 14-34,,,,,,,,,,,,
9,1973,1973-09-23,2,23.312,HOU,@,CIN,L 10-24,0,0,,0,0,0,,0,1,20,20.00,0
10,1973,1973-10-14,5,23.333,HOU,,DEN,L 20-48,,,,,,,,,,,,
11,1973,1973-10-21,6,23.340,HOU,@,CLE,L 13-42,2,5,2.50,0,1,0,0.00,0,0,0,,0
12,1973,1973-10-28,7,23.347,HOU,@,CHI,L 14-35,,,,,,,,,,,,
13,1973,1973-11-04,8,23.354,HOU,@,BAL,W 31-27,,,,,,,,,,,,
14,1973,1973-11-11,9,23.361,HOU,,CLE,L 13-23,,,,,,,,,,,,
15,1973,1973-11-18,10,24.003,HOU,@,KAN,L 14-38,0,0,,0,0,0,,0,1,21,21.00,0
16,1973,1973-11-25,11,24.010,HOU,,NWE,L 0-32,,,,,,,,,,,,
17,1973,1973-12-02,12,24.017,HOU,,OAK,L 6-17,5,1,0.20,0,2,56,28.00,0,0,0,,0
