ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1983,1983-09-04,1,22.236,PIT,,DEN,L 10-14,0,0,,0,0,0,,0,4,38,9.50,0,0,0
2,1983,1983-09-18,3,22.250,PIT,@,HOU,W 40-28,0,0,,0,,,,,0,0,,0,,
3,1983,1983-09-25,4,22.257,PIT,,NWE,L 23-28,2,18,9.00,0,0,0,,0,4,46,11.50,0,0,0
4,1983,1983-10-02,5,22.264,PIT,,HOU,W 17-10,0,0,,0,0,0,,0,2,3,1.50,0,0,0
5,1983,1983-10-10,6,22.272,PIT,@,CIN,W 24-14,0,0,,0,0,0,,0,4,22,5.50,0,0,0
6,1983,1983-10-16,7,22.278,PIT,,CLE,W 44-17,0,0,,0,0,0,,0,2,15,7.50,0,0,0
7,1983,1983-10-23,8,22.285,PIT,@,SEA,W 27-21,0,0,,0,0,0,,0,3,26,8.67,0,0,0
8,1983,1983-10-30,9,22.292,PIT,,TAM,W 17-12,1,21,21.00,0,0,0,,0,8,100,12.50,0,0,0
9,1983,1983-11-06,10,22.299,PIT,,SDG,W 26-3,0,0,,0,0,0,,0,3,16,5.33,0,0,0
10,1983,1983-11-13,11,22.306,PIT,@,BAL,W 24-13,0,0,,0,0,0,,0,2,15,7.50,0,0,0
11,1983,1983-11-20,12,22.313,PIT,,MIN,L 14-17,0,0,,0,0,0,,0,3,9,3.00,0,0,0
12,1983,1983-11-24,13,22.317,PIT,@,DET,L 3-45,0,0,,0,,,,,0,0,,0,,
13,1983,1983-12-04,14,22.327,PIT,,CIN,L 10-23,0,0,,0,0,0,,0,3,40,13.33,0,0,0
14,1983,1983-12-10,15,22.333,PIT,@,NYJ,W 34-7,0,0,,0,0,0,,0,5,33,6.60,0,0,0
15,1983,1983-12-18,16,22.341,PIT,@,CLE,L 17-30,0,0,,0,,,,,0,0,,0,,
16,1984,1984-11-04,10,23.298,SEA,,KAN,W 45-0,0,0,,0,0,0,,0,2,15,7.50,0,0,0
17,1984,1984-11-12,11,23.306,SEA,,RAI,W 17-14,0,0,,0,0,0,,0,3,28,9.33,0,0,0
18,1984,1984-11-18,12,23.312,SEA,@,CIN,W 26-6,0,0,,0,0,0,,0,1,4,4.00,0,0,0
19,1984,1984-11-25,13,23.319,SEA,@,DEN,W 27-24,0,0,,0,0,0,,0,4,48,12.00,0,0,0
20,1984,1984-12-02,14,23.326,SEA,,DET,W 38-17,1,16,16.00,0,0,0,,0,2,19,9.50,0,0,0
21,1984,1984-12-09,15,23.333,SEA,@,KAN,L 7-34,3,44,14.67,0,0,0,,0,3,31,10.33,0,0,0
22,1984,1984-12-15,16,23.339,SEA,,DEN,L 14-31,3,25,8.33,0,0,0,,0,1,0,0.00,0,0,0
23,1985,1985-10-06,5,24.268,SEA,,SDG,W 26-21,1,24,24.00,0,1,21,21.00,0,5,33,6.60,0,0,0
24,1985,1985-10-13,6,24.275,SEA,,ATL,W 30-26,2,21,10.50,1,5,80,16.00,0,2,25,12.50,0,1,6
25,1985,1985-10-20,7,24.282,SEA,@,DEN,L 10-13,1,26,26.00,0,0,0,,0,2,14,7.00,0,0,0
26,1985,1985-10-27,8,24.289,SEA,@,NYJ,L 14-17,2,23,11.50,0,3,57,19.00,0,3,15,5.00,0,0,0
27,1985,1985-11-03,9,24.296,SEA,,RAI,W 33-3,0,0,,0,1,23,23.00,0,1,9,9.00,0,0,0
28,1985,1985-11-10,10,24.303,SEA,@,NOR,W 27-3,1,32,32.00,0,0,18,,0,3,28,9.33,0,0,0
29,1985,1985-11-17,11,24.310,SEA,,NWE,L 13-20,1,12,12.00,0,3,31,10.33,0,3,66,22.00,0,0,0
30,1985,1985-11-25,12,24.318,SEA,@,SFO,L 6-19,3,34,11.33,0,3,65,21.67,0,0,0,,0,0,0
31,1985,1985-12-01,13,24.324,SEA,,KAN,W 24-6,6,53,8.83,0,0,0,,0,5,55,11.00,0,0,0
32,1985,1985-12-08,14,24.331,SEA,,CLE,W 31-13,3,37,12.33,0,1,9,9.00,0,4,43,10.75,0,0,0
33,1985,1985-12-15,15,24.338,SEA,@,RAI,L 3-13,1,7,7.00,0,2,54,27.00,0,2,21,10.50,0,0,0
34,1985,1985-12-20,16,24.343,SEA,,DEN,L 24-27,0,0,,0,0,0,,0,1,3,3.00,0,0,0
35,1986,1986-09-07,1,25.239,SEA,,PIT,W 30-0,1,9,9.00,0,0,0,,0,0,0,,0,0,0
36,1986,1986-09-14,2,25.246,SEA,,KAN,W 23-17,0,0,,0,0,0,,0,0,0,,0,,
37,1986,1986-09-21,3,25.253,SEA,@,NWE,W 38-31,0,0,,0,0,0,,0,0,0,,0,,
38,1986,1986-09-28,4,25.260,SEA,@,WAS,L 14-19,0,0,,0,0,0,,0,0,0,,0,,
39,1986,1986-10-06,5,25.268,SEA,,SDG,W 33-7,0,0,,0,0,0,,0,0,0,,0,,
40,1986,1986-10-12,6,25.274,SEA,@,RAI,L 10-14,0,0,,0,0,0,,0,0,0,,0,,
41,1986,1986-10-19,7,25.281,SEA,,NYG,W 17-12,0,0,,0,0,0,,0,0,0,,0,,
42,1986,1986-10-26,8,25.288,SEA,@,DEN,L 13-20,0,0,,0,0,0,,0,0,0,,0,,
43,1986,1986-11-02,9,25.295,SEA,,NYJ,L 7-38,1,26,26.00,0,0,0,,0,0,0,,0,0,0
44,1986,1986-11-09,10,25.302,SEA,@,KAN,L 7-27,2,12,6.00,0,0,0,,0,0,0,,0,0,0
45,1986,1986-11-16,11,25.309,SEA,@,CIN,L 7-34,1,9,9.00,0,0,0,,0,0,0,,0,0,0
46,1986,1986-11-23,12,25.316,SEA,,PHI,W 24-20,3,27,9.00,0,0,0,,0,0,0,,0,0,0
47,1986,1986-11-27,13,25.320,SEA,@,DAL,W 31-14,3,53,17.67,0,0,0,,0,2,12,6.00,0,0,0
48,1986,1986-12-08,14,25.331,SEA,,RAI,W 37-0,3,46,15.33,0,0,0,,0,0,0,,0,0,0
49,1986,1986-12-14,15,25.337,SEA,@,SDG,W 34-24,4,52,13.00,0,1,21,21.00,0,3,26,8.67,0,0,0
50,1986,1986-12-20,16,25.343,SEA,,DEN,W 41-16,4,37,9.25,0,0,0,,0,0,0,,0,0,0
51,1987,1987-09-13,1,26.245,SEA,@,DEN,L 17-40,1,11,11.00,0,0,0,,0,0,0,,0,0,0
52,1987,1987-09-20,2,26.252,SEA,,KAN,W 43-14,1,12,12.00,0,0,0,,0,0,0,,0,0,0
53,1987,1987-10-25,6,26.287,SEA,@,RAI,W 35-13,0,0,,0,,,,,,,,,,
54,1987,1987-11-01,7,26.294,SEA,,MIN,W 28-17,2,25,12.50,0,0,0,,0,0,0,,0,0,0
55,1987,1987-11-09,8,26.302,SEA,@,NYJ,L 14-30,1,11,11.00,0,0,0,,0,0,0,,0,0,0
56,1987,1987-11-15,9,26.308,SEA,,GNB,W 24-13,2,19,9.50,0,0,0,,0,0,0,,0,0,0
57,1987,1987-11-22,10,26.315,SEA,,SDG,W 34-3,4,48,12.00,0,0,0,,0,0,0,,0,0,0
58,1987,1987-11-30,11,26.323,SEA,,RAI,L 14-37,4,54,13.50,0,0,0,,0,0,0,,0,0,0
59,1987,1987-12-06,12,26.329,SEA,@,PIT,L 9-13,1,7,7.00,0,0,0,,0,0,0,,0,0,0
60,1987,1987-12-13,13,26.336,SEA,,DEN,W 28-21,1,8,8.00,0,0,0,,0,0,0,,0,0,0
61,1987,1987-12-20,14,26.343,SEA,@,CHI,W 34-21,0,0,,0,,,,,,,,,,
62,1987,1987-12-27,15,26.350,SEA,@,KAN,L 20-41,2,12,6.00,1,0,0,,0,0,0,,0,1,6
63,1988,1988-09-04,1,27.237,SEA,@,DEN,W 21-14,0,0,,0,,,,,,,,,,
64,1988,1988-09-11,2,27.244,SEA,,KAN,W 31-10,1,8,8.00,0,0,0,,0,0,0,,0,0,0
65,1988,1988-09-18,3,27.251,SEA,@,SDG,L 6-17,5,44,8.80,0,0,0,,0,0,0,,0,0,0
66,1988,1988-09-25,4,27.258,SEA,,SFO,L 7-38,2,18,9.00,0,0,0,,0,0,0,,0,0,0
67,1988,1988-10-02,5,27.265,SEA,@,ATL,W 31-20,0,0,,0,,,,,,,,,,
68,1988,1988-10-09,6,27.272,SEA,@,CLE,W 16-10,1,21,21.00,0,0,0,,0,0,0,,0,0,0
69,1988,1988-10-16,7,27.279,SEA,,NOR,L 19-20,2,25,12.50,0,0,0,,0,0,0,,0,0,0
70,1988,1988-10-23,8,27.286,SEA,@,RAM,L 10-31,3,32,10.67,0,0,0,,0,0,0,,0,0,0
71,1988,1988-10-30,9,27.293,SEA,,SDG,W 17-14,2,18,9.00,0,0,0,,0,0,0,,0,0,0
72,1988,1988-11-06,10,27.300,SEA,,BUF,L 3-13,0,0,,0,,,,,,,,,,
73,1988,1988-11-13,11,27.307,SEA,,HOU,W 27-24,1,21,21.00,0,0,0,,0,0,0,,0,0,0
74,1988,1988-11-20,12,27.314,SEA,@,KAN,L 24-27,1,6,6.00,0,0,0,,0,0,0,,0,0,0
75,1988,1988-11-28,13,27.322,SEA,,RAI,W 35-27,3,23,7.67,1,0,0,,0,0,0,,0,1,6
76,1988,1988-12-04,14,27.328,SEA,@,NWE,L 7-13,1,6,6.00,0,0,0,,0,0,0,,0,0,0
77,1988,1988-12-11,15,27.335,SEA,,DEN,W 42-14,0,0,,0,,,,,,,,,,
78,1988,1988-12-18,16,27.342,SEA,@,RAI,W 43-37,2,16,8.00,0,0,0,,0,0,0,,0,0,0
79,1989,1989-09-10,1,28.242,SEA,@,PHI,L 7-31,3,24,8.00,0,0,0,,0,0,0,,0,0,0
80,1989,1989-09-17,2,28.249,SEA,,PHO,L 24-34,6,80,13.33,2,0,0,,0,0,0,,0,2,12
81,1989,1989-09-24,3,28.256,SEA,@,NWE,W 24-3,1,19,19.00,1,0,0,,0,0,0,,0,1,6
82,1989,1989-10-01,4,28.263,SEA,@,RAI,W 24-20,0,0,,0,,,,,,,,,,
83,1989,1989-10-08,5,28.270,SEA,,KAN,L 16-20,5,79,15.80,0,0,0,,0,0,0,,0,0,0
84,1989,1989-10-15,6,28.277,SEA,@,SDG,W 17-16,2,23,11.50,0,0,0,,0,0,0,,0,0,0
85,1989,1989-10-22,7,28.284,SEA,,DEN,L 21-24,5,81,16.20,1,0,0,,0,0,0,,0,1,6
86,1989,1989-10-29,8,28.291,SEA,,SDG,W 10-7,2,32,16.00,0,0,0,,0,0,0,,0,0,0
87,1989,1989-11-05,9,28.298,SEA,@,KAN,L 10-20,3,26,8.67,0,0,0,,0,0,0,,0,0,0
88,1989,1989-11-12,10,28.305,SEA,,CLE,L 7-17,3,22,7.33,0,0,0,,0,0,0,,0,0,0
89,1989,1989-11-19,11,28.312,SEA,@,NYG,L 3-15,1,13,13.00,0,0,0,,0,0,0,,0,0,0
90,1989,1989-11-26,12,28.319,SEA,@,DEN,L 14-41,1,8,8.00,0,0,0,,0,0,0,,0,0,0
91,1989,1989-12-04,13,28.327,SEA,,BUF,W 17-16,1,11,11.00,0,0,0,,0,0,0,,0,0,0
92,1989,1989-12-10,14,28.333,SEA,@,CIN,W 24-17,1,8,8.00,0,0,0,,0,0,0,,0,0,0
93,1989,1989-12-17,15,28.340,SEA,,RAI,W 23-17,4,44,11.00,1,0,0,,0,0,0,,0,1,6
94,1989,1989-12-23,16,28.346,SEA,,WAS,L 0-29,1,18,18.00,0,0,0,,0,0,0,,0,0,0
95,1990,1990-09-09,1,29.241,SEA,@,CHI,L 0-17,0,0,,0,,,,,,,,,,
96,1990,1990-09-16,2,29.248,SEA,,RAI,L 13-17,1,7,7.00,0,0,0,,0,0,0,,0,0,0
97,1990,1990-09-23,3,29.255,SEA,@,DEN,L 31-34,1,9,9.00,0,0,0,,0,0,0,,0,0,0
98,1990,1990-10-01,4,29.263,SEA,,CIN,W 31-16,0,0,,0,,,,,,,,,,
99,1990,1990-10-07,5,29.269,SEA,@,NWE,W 33-20,3,34,11.33,0,0,0,,0,0,0,,0,0,0
100,1990,1990-10-14,6,29.276,SEA,@,RAI,L 17-24,2,28,14.00,1,0,0,,0,0,0,,0,1,6
101,1990,1990-10-21,7,29.283,SEA,,KAN,W 19-7,2,12,6.00,0,0,0,,0,0,0,,0,0,0
102,1990,1990-11-04,8,29.297,SEA,,SDG,L 14-31,0,0,,0,,,,,,,,,,
103,1990,1990-11-11,9,29.304,SEA,@,KAN,W 17-16,2,46,23.00,1,0,0,,0,0,0,,0,1,6
104,1990,1990-11-18,10,29.311,SEA,,MIN,L 21-24,2,22,11.00,0,0,0,,0,0,0,,0,0,0
105,1990,1990-11-25,11,29.318,SEA,@,SDG,W 13-10,1,8,8.00,0,0,0,,0,0,0,,0,0,0
106,1990,1990-12-02,12,29.325,SEA,,HOU,W 13-10,3,25,8.33,0,0,0,,0,0,0,,0,0,0
107,1990,1990-12-09,13,29.332,SEA,@,GNB,W 20-14,1,14,14.00,0,0,0,,0,0,0,,0,0,0
108,1990,1990-12-16,14,29.339,SEA,@,MIA,L 17-24,1,17,17.00,0,0,0,,0,0,0,,0,0,0
109,1990,1990-12-23,15,29.346,SEA,,DEN,W 17-12,2,14,7.00,0,0,0,,0,0,0,,0,0,0
110,1990,1990-12-30,16,29.353,SEA,,DET,W 30-10,1,21,21.00,0,0,0,,0,0,0,,0,0,0
111,1991,1991-09-01,1,30.233,SEA,@,NOR,L 24-27,1,10,10.00,0,0,0,,0,0,0,,0,0,0
112,1991,1991-09-08,2,30.240,SEA,,NYJ,W 20-13,2,13,6.50,0,0,0,,0,0,0,,0,0,0
113,1991,1991-09-15,3,30.247,SEA,@,DEN,L 10-16,2,28,14.00,0,0,0,,0,1,5,5.00,0,0,0
