ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1983,1983-09-19,3,22.004,MIA,@,RAI,L 14-27,,11,17,64.71,90,2,0,117.3,0,0,5.29,7.65,0,0,,0,,0,0,,0,,,0,0
2,1983,1983-10-02,5,22.017,MIA,@,NOR,L 7-17,,12,22,54.55,150,1,1,72.2,1,6,6.82,5.68,0,0,,0,,0,0,,0,,,0,0
3,1983,1983-10-09,6,22.024,MIA,,BUF,L 35-38,*,19,29,65.52,322,3,2,108.7,3,35,11.10,10.07,4,-4,-1.00,0,,0,0,,0,,,0,0
4,1983,1983-10-16,7,22.031,MIA,@,NYJ,W 32-14,*,17,30,56.67,225,3,0,113.9,3,10,7.50,9.50,4,4,1.00,0,,0,0,,0,,,0,0
5,1983,1983-10-23,8,22.038,MIA,@,BAL,W 21-7,*,11,18,61.11,157,2,0,126.4,0,0,8.72,10.94,4,0,0.00,0,,0,0,,0,,,0,0
6,1983,1983-10-30,9,22.045,MIA,,RAM,W 30-14,*,25,38,65.79,279,2,1,94.1,0,0,7.34,7.21,2,0,0.00,1,,0,0,,0,,,1,6
7,1983,1983-11-06,10,22.052,MIA,@,SFO,W 20-17,*,15,29,51.72,194,2,0,96.0,1,11,6.69,8.07,5,10,2.00,0,,0,0,,0,,,0,0
8,1983,1983-11-13,11,22.059,MIA,@,NWE,L 6-17,*,14,37,37.84,141,0,1,38.2,1,15,3.81,2.59,2,18,9.00,0,,0,0,,0,,,0,0
9,1983,1983-11-20,12,22.066,MIA,,BAL,W 37-0,*,14,21,66.67,240,1,0,121.1,0,0,11.43,12.38,3,11,3.67,1,,0,0,,0,,,1,6
10,1983,1983-11-28,13,22.074,MIA,,CIN,W 38-14,*,18,29,62.07,217,3,0,119.5,1,3,7.48,9.55,3,2,0.67,0,,0,0,,0,,,0,0
11,1983,1983-12-04,14,22.080,MIA,@,HOU,W 24-17,*,17,26,65.38,195,1,1,84.6,0,0,7.50,6.54,1,4,4.00,0,,0,0,,0,,,0,0
12,1984,1984-09-02,1,22.353,MIA,@,WAS,W 35-17,*,21,28,75.00,311,5,0,150.4,0,0,11.11,14.68,3,-7,-2.33,0,,0,0,,0,,,0,0
13,1984,1984-09-09,2,22.360,MIA,,NWE,W 28-7,*,16,27,59.26,234,2,2,81.4,0,0,8.67,6.81,3,-1,-0.33,0,,0,0,,0,,,0,0
14,1984,1984-09-17,3,23.002,MIA,@,BUF,W 21-17,*,26,35,74.29,296,3,1,115.9,0,0,8.46,8.89,6,-11,-1.83,0,,0,0,,0,,,0,0
15,1984,1984-09-23,4,23.008,MIA,,IND,W 44-7,*,14,29,48.28,257,2,0,102.2,0,0,8.86,10.24,1,-1,-1.00,0,,0,0,,0,,,0,0
16,1984,1984-09-30,5,23.015,MIA,@,STL,W 36-28,*,24,36,66.67,429,3,0,135.1,1,9,11.92,13.58,1,-2,-2.00,0,,0,0,,0,,,0,0
17,1984,1984-10-07,6,23.022,MIA,@,PIT,W 31-7,*,16,24,66.67,226,2,1,107.3,0,0,9.42,9.21,0,0,,0,,0,0,,0,,,0,0
18,1984,1984-10-14,7,23.029,MIA,,HOU,W 28-10,*,25,32,78.13,321,3,0,139.7,1,6,10.03,11.91,1,4,4.00,0,,0,0,,0,,,0,0
19,1984,1984-10-21,8,23.036,MIA,@,NWE,W 44-24,*,24,39,61.54,316,4,1,110.6,0,0,8.10,9.00,1,9,9.00,0,,0,0,,0,,,0,0
20,1984,1984-10-28,9,23.043,MIA,,BUF,W 38-7,*,19,28,67.86,282,3,3,96.7,1,4,10.07,7.39,1,7,7.00,0,,0,0,,0,,,0,0
21,1984,1984-11-04,10,23.050,MIA,@,NYJ,W 31-17,*,23,42,54.76,422,2,2,85.6,2,15,10.05,8.86,4,4,1.00,0,,0,0,,0,,,0,0
22,1984,1984-11-11,11,23.057,MIA,,PHI,W 24-23,*,20,34,58.82,246,1,1,78.8,1,12,7.24,6.50,2,0,0.00,0,,0,0,,0,,,0,0
23,1984,1984-11-18,12,23.064,MIA,@,SDG,L 28-34,*,28,41,68.29,338,2,1,99.4,0,0,8.24,8.12,0,0,,0,,0,0,,0,,,0,0
24,1984,1984-11-26,13,23.072,MIA,,NYJ,W 28-17,*,19,31,61.29,192,4,0,118.5,1,9,6.19,8.77,2,-2,-1.00,0,,0,0,,0,,,0,0
25,1984,1984-12-02,14,23.078,MIA,,RAI,L 34-45,*,35,57,61.40,470,4,2,96.4,3,36,8.25,8.07,1,-4,-4.00,0,,0,0,,0,,,0,0
26,1984,1984-12-09,15,23.085,MIA,@,IND,W 35-17,*,29,41,70.73,404,4,1,124.4,2,17,9.85,10.71,0,0,,0,,0,0,,0,,,0,0
27,1984,1984-12-17,16,23.093,MIA,,DAL,W 28-21,*,23,40,57.50,340,4,2,97.9,1,12,8.50,8.25,2,-3,-1.50,0,,0,0,,0,,,0,0
28,1985,1985-09-08,1,23.358,MIA,@,HOU,L 23-26,*,13,24,54.17,159,0,2,40.1,0,0,6.63,2.88,2,-1,-0.50,0,,0,0,,0,,,0,0
29,1985,1985-09-15,2,24.000,MIA,,IND,W 30-13,*,29,48,60.42,329,2,0,94.9,0,0,6.85,7.69,0,0,,0,,0,0,,0,,,0,0
30,1985,1985-09-22,3,24.007,MIA,,KAN,W 31-0,*,23,35,65.71,258,2,1,94.7,0,0,7.37,7.23,0,0,,0,,0,0,,0,,,0,0
31,1985,1985-09-29,4,24.014,MIA,@,DEN,W 30-26,*,25,43,58.14,390,3,0,111.6,3,25,9.07,10.47,1,-2,-2.00,0,,0,0,,0,,,0,0
32,1985,1985-10-06,5,24.021,MIA,,PIT,W 24-20,*,27,45,60.00,277,1,3,57.4,0,0,6.16,3.60,4,-4,-1.00,0,,0,0,,0,,,0,0
33,1985,1985-10-14,6,24.029,MIA,@,NYJ,L 7-23,*,13,23,56.52,136,0,1,55.7,1,10,5.91,3.96,0,0,,0,,0,0,,0,,,0,0
34,1985,1985-10-20,7,24.035,MIA,,TAM,W 41-38,*,27,39,69.23,302,3,1,107.0,0,0,7.74,8.13,2,-2,-1.00,0,,0,0,,0,,,0,0
35,1985,1985-10-27,8,24.042,MIA,@,DET,L 21-31,*,23,44,52.27,247,2,2,65.2,1,8,5.61,4.48,0,0,,0,,0,0,,0,,,0,0
36,1985,1985-11-03,9,24.049,MIA,@,NWE,L 13-17,*,15,33,45.45,171,0,2,36.3,2,19,5.18,2.45,2,0,0.00,0,,0,0,,0,,,0,0
37,1985,1985-11-10,10,24.056,MIA,,NYJ,W 21-17,*,21,37,56.76,362,3,3,83.4,3,15,9.78,7.76,0,0,,0,,0,0,,0,,,0,0
38,1985,1985-11-17,11,24.063,MIA,@,IND,W 34-20,*,22,37,59.46,330,1,0,97.8,1,7,8.92,9.46,2,-4,-2.00,0,,0,0,,0,,,0,0
39,1985,1985-11-24,12,24.070,MIA,@,BUF,W 23-14,*,22,31,70.97,233,2,2,87.2,1,17,7.52,5.90,2,-1,-0.50,0,,0,0,,0,,,0,0
40,1985,1985-12-02,13,24.078,MIA,,CHI,W 38-24,*,14,27,51.85,270,3,1,108.6,3,25,10.00,10.56,0,0,,0,,0,0,,0,,,0,0
41,1985,1985-12-08,14,24.084,MIA,@,GNB,W 34-24,*,30,44,68.18,345,5,1,120.0,0,0,7.84,9.09,4,4,1.00,0,,0,0,,0,,,0,0
42,1985,1985-12-16,15,24.092,MIA,,NWE,W 30-27,*,17,33,51.52,192,1,1,66.7,2,15,5.82,5.06,5,-18,-3.60,0,,0,0,,0,,,0,0
43,1985,1985-12-22,16,24.098,MIA,,BUF,W 28-0,*,15,24,62.50,136,2,1,88.2,1,16,5.67,5.46,2,4,2.00,0,,0,0,,0,,,0,0
44,1986,1986-09-07,1,24.357,MIA,@,SDG,L 28-50,*,23,36,63.89,290,3,0,116.7,4,29,8.06,9.72,0,0,,0,,0,0,,0,,,0,0
45,1986,1986-09-14,2,24.364,MIA,,IND,W 30-10,*,17,29,58.62,254,1,1,84.6,0,0,8.76,7.90,0,0,,0,,0,0,,0,,,0,0
46,1986,1986-09-21,3,25.006,MIA,@,NYJ,L 45-51,*,30,50,60.00,448,6,2,112.3,2,13,8.96,9.56,0,0,,0,,0,0,,0,,,0,0
47,1986,1986-09-28,4,25.013,MIA,,SFO,L 16-31,*,27,46,58.70,301,1,4,49.3,2,18,6.54,3.07,0,0,,0,,0,0,,0,,,0,0
48,1986,1986-10-05,5,25.020,MIA,@,NWE,L 7-34,*,13,23,56.52,167,1,3,54.3,2,15,7.26,2.26,0,0,,0,,0,0,,0,,,0,0
49,1986,1986-10-12,6,25.027,MIA,,BUF,W 27-14,*,24,41,58.54,337,1,1,83.1,1,9,8.22,7.61,1,0,0.00,0,,0,0,,0,,,0,0
50,1986,1986-10-19,7,25.034,MIA,,RAI,L 28-30,*,20,32,62.50,286,3,2,96.6,2,13,8.94,8.00,0,0,,0,,0,0,,0,,,0,0
51,1986,1986-10-26,8,25.041,MIA,@,IND,W 17-13,*,23,42,54.76,243,1,0,79.8,0,0,5.79,6.26,4,-8,-2.00,0,,0,0,,0,,,0,0
52,1986,1986-11-02,9,25.048,MIA,,HOU,W 28-7,*,12,29,41.38,220,4,2,79.0,1,3,7.59,7.24,0,0,,0,,0,0,,0,,,0,0
53,1986,1986-11-10,10,25.056,MIA,@,CLE,L 16-26,*,22,39,56.41,295,2,1,87.0,0,0,7.56,7.44,1,5,5.00,0,,0,0,,0,,,0,0
54,1986,1986-11-16,11,25.062,MIA,@,BUF,W 34-24,*,39,54,72.22,404,4,0,118.1,2,15,7.48,8.96,1,-3,-3.00,0,,0,0,,0,,,0,0
55,1986,1986-11-24,12,25.070,MIA,,NYJ,W 45-3,*,29,36,80.56,288,4,0,137.0,0,0,8.00,10.22,1,0,0.00,0,,0,0,,0,,,0,0
56,1986,1986-11-30,13,25.076,MIA,,ATL,L 14-20,*,20,40,50.00,303,2,4,52.4,0,0,7.58,4.08,2,8,4.00,0,,0,0,,0,,,0,0
57,1986,1986-12-07,14,25.083,MIA,@,NOR,W 31-27,*,27,41,65.85,241,3,0,105.8,0,0,5.88,7.34,2,-5,-2.50,0,,0,0,,0,,,0,0
