ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1959,1959-11-08,7,24.090,DET,@,PIT,T 10-10,2,76,38.00,0,1,37,37.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
2,1959,1959-11-15,8,24.097,DET,,RAM,W 23-17,0,0,,0,1,18,18.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
3,1959,1959-11-22,9,24.104,DET,,CHI,L 14-24,3,49,16.33,0,1,-4,-4.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
4,1959,1959-11-26,10,24.108,DET,,GNB,L 17-24,0,0,,0,1,-26,-26.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
5,1959,1959-12-06,11,24.118,DET,,CRD,W 45-21,0,0,,0,1,32,32.00,1,0,0,,0,0,,,,,,,,,,,,,,,1,
6,1959,1959-12-13,12,24.125,DET,@,CHI,L 14-25,5,55,11.00,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,,,,,,,,,0,
7,1960,1960-10-02,1,25.053,DET,@,GNB,L 9-28,1,10,10.00,0,3,8,2.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
8,1960,1960-10-09,2,25.060,DET,,SFO,L 10-14,1,-5,-5.00,0,6,26,4.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
9,1960,1960-10-16,3,25.067,DET,@,PHI,L 10-28,1,11,11.00,0,2,7,3.50,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,56,28.00,0,4,21,5.25,0,0,0
10,1960,1960-10-23,4,25.074,DET,,BAL,W 30-17,0,0,,0,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
11,1960,1960-10-30,5,25.081,DET,@,RAM,L 35-48,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,19,19.00,0,1,9,9.00,0,0,0
12,1960,1960-11-06,6,25.088,DET,@,SFO,W 24-0,0,0,,0,3,23,7.67,1,0,0,,0,0,0,,0,0,,,0,0,,0,2,13,6.50,0,1,6
13,1960,1960-11-13,7,25.095,DET,,RAM,W 12-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,13,13.00,0,0,0
14,1960,1960-11-20,8,25.102,DET,@,CHI,L 7-28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,0,0.00,0,0,0
15,1960,1960-11-24,9,25.106,DET,,GNB,W 23-10,0,0,,0,1,14,14.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,9,4.50,0,0,0
16,1960,1960-12-04,10,25.116,DET,@,BAL,W 20-15,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,6,6.00,0,0,0,,0,0,0
17,1960,1960-12-11,11,25.123,DET,,DAL,W 23-14,0,0,,0,1,-7,-7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
18,1960,1960-12-18,12,25.130,DET,,CHI,W 36-0,2,10,5.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,39,19.50,0,1,6
