ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1993,1993-09-05,1,22.242,CHI,,NYG,L 20-26,,,,
2,1993,1993-09-12,2,22.249,CHI,@,MIN,L 7-10,,,,
3,1993,1993-09-26,3,22.263,CHI,,TAM,W 47-17,,,,
4,1993,1993-10-03,4,22.270,CHI,,ATL,W 6-0,,,,
5,1993,1993-10-10,5,22.277,CHI,@,PHI,W 17-6,,,,
6,1993,1993-10-25,6,22.292,CHI,,MIN,L 12-19,,,,
7,1993,1993-10-31,7,22.298,CHI,@,GNB,L 3-17,,,,
8,1993,1993-11-07,8,22.305,CHI,,RAI,L 14-16,,,,
9,1993,1993-11-14,9,22.312,CHI,@,SDG,W 16-13,,,,
10,1993,1993-11-21,10,22.319,CHI,@,KAN,W 19-17,,,,
11,1993,1993-11-25,11,22.323,CHI,@,DET,W 10-6,,,,
12,1993,1993-12-05,12,22.333,CHI,,GNB,W 30-17,,,,
13,1993,1993-12-12,13,22.340,CHI,@,TAM,L 10-13,,,,
14,1993,1993-12-18,14,22.346,CHI,,DEN,L 3-13,,,,
15,1993,1993-12-26,15,22.354,CHI,,DET,L 14-20,,,,
16,1993,1994-01-02,16,22.361,CHI,@,RAM,L 6-20,,,,
17,1994,1994-09-04,1,23.241,CHI,,TAM,W 21-9,,,,
18,1994,1994-09-12,2,23.249,CHI,@,PHI,L 22-30,,,,
19,1994,1994-09-18,3,23.255,CHI,,MIN,L 14-42,,,,
20,1994,1994-09-25,4,23.262,CHI,@,NYJ,W 19-7,,,,
21,1994,1994-10-02,5,23.269,CHI,,BUF,W 20-13,,,,
22,1994,1994-10-09,6,23.276,CHI,,NOR,W 17-7,,,,
23,1994,1994-10-23,7,23.290,CHI,@,DET,L 16-21,,,,
24,1994,1994-10-31,8,23.298,CHI,,GNB,L 6-33,,,,
25,1994,1994-11-06,9,23.304,CHI,@,TAM,W 20-6,,,,
26,1994,1994-11-13,10,23.311,CHI,@,MIA,W 17-14,,,,
27,1994,1994-11-20,11,23.318,CHI,,DET,W 20-10,,,,
28,1994,1994-11-27,12,23.325,CHI,@,ARI,W 19-16,,,,
29,1994,1994-12-01,13,23.329,CHI,@,MIN,L 27-33,,,,
30,1994,1994-12-11,14,23.339,CHI,@,GNB,L 3-40,,,,
31,1994,1994-12-18,15,23.346,CHI,,RAM,W 27-13,,,,
32,1994,1994-12-24,16,23.352,CHI,,NWE,L 3-13,,,,
33,1995,1995-09-03,1,24.240,CHI,,MIN,W 31-14,,,,
34,1995,1995-09-11,2,24.248,CHI,,GNB,L 24-27,,,,
35,1995,1995-09-17,3,24.254,CHI,@,TAM,W 25-6,,,,
36,1995,1995-09-24,4,24.261,CHI,@,STL,L 28-34,,,,
37,1995,1995-10-08,5,24.275,CHI,,CAR,W 31-27,,,,
38,1995,1995-10-15,6,24.282,CHI,@,JAX,W 30-27,,,,
39,1995,1995-10-22,7,24.289,CHI,,HOU,W 35-32,,,,
40,1995,1995-10-30,8,24.297,CHI,@,MIN,W 14-6,,,,
41,1995,1995-11-05,9,24.303,CHI,,PIT,L 34-37,,,,
42,1995,1995-11-12,10,24.310,CHI,@,GNB,L 28-35,,,,
43,1995,1995-11-19,11,24.317,CHI,,DET,L 17-24,,,,
44,1995,1995-11-26,12,24.324,CHI,@,NYG,W 27-24,,,,
45,1995,1995-12-04,13,24.332,CHI,@,DET,L 7-27,,,,
46,1995,1995-12-10,14,24.338,CHI,@,CIN,L 10-16,,,,
47,1995,1995-12-17,15,24.345,CHI,,TAM,W 31-10,,,,
48,1995,1995-12-24,16,24.352,CHI,,PHI,W 20-14,,,,
49,1996,1996-09-01,1,25.239,CAR,,ATL,W 29-6,0,0,,0
50,1996,1996-09-08,2,25.246,CAR,@,NOR,W 22-20,0,0,,0
51,1996,1996-09-22,3,25.260,CAR,,SFO,W 23-7,0,0,,0
52,1996,1996-09-29,4,25.267,CAR,@,JAX,L 14-24,0,0,,0
53,1996,1996-10-06,5,25.274,CAR,@,MIN,L 12-14,0,0,,0
54,1996,1996-10-13,6,25.281,CAR,,STL,W 45-13,0,0,,0
55,1996,1996-10-20,7,25.288,CAR,,NOR,W 19-7,0,0,,0
56,1996,1996-10-27,8,25.295,CAR,@,PHI,L 9-20,1,11,11.00,0
57,1996,1996-11-03,9,25.302,CAR,@,ATL,L 17-20,0,0,,0
58,1996,1996-11-10,10,25.309,CAR,,NYG,W 27-17,0,0,,0
59,1996,1996-11-17,11,25.316,CAR,@,STL,W 20-10,0,0,,0
60,1996,1996-11-24,12,25.323,CAR,@,HOU,W 31-6,0,0,,0
61,1996,1996-12-01,13,25.330,CAR,,TAM,W 24-0,0,0,,0
62,1996,1996-12-08,14,25.337,CAR,@,SFO,W 30-24,0,0,,0
63,1996,1996-12-15,15,25.344,CAR,,BAL,W 27-16,0,0,,0
64,1996,1996-12-22,16,25.351,CAR,,PIT,W 18-14,0,0,,0
65,1997,1997-12-14,15,26.342,CAR,,GNB,L 10-31,,,,
66,1997,1997-12-20,16,26.348,CAR,,STL,L 18-30,,,,
