ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1964,1964-09-12,1,25.054,SDG,,HOU,W 27-21,1,21,21.00,0,0,0,,0,0,0,0,0,0
2,1964,1964-10-25,7,25.097,SDG,@,HOU,W 20-17,0,0,,0,0,0,,0,0,0,1,0,0
3,1964,1964-11-01,8,25.104,SDG,,OAK,W 31-17,1,41,41.00,0,0,0,,0,0,0,0,0,0
4,1964,1964-11-15,10,25.118,SDG,@,KAN,W 28-14,2,54,27.00,0,0,0,,0,0,0,0,0,0
5,1964,1964-11-26,11,25.129,SDG,,BUF,L 24-27,3,98,32.67,0,0,0,,0,0,0,1,28,0
6,1964,1964-12-06,12,25.139,SDG,,NYJ,W 38-3,1,21,21.00,0,0,0,,0,0,0,0,0,0
7,1964,1964-12-13,13,25.146,SDG,,KAN,L 6-49,3,75,25.00,0,0,0,,0,0,0,0,0,0
8,1964,1964-12-20,14,25.153,SDG,@,OAK,L 20-21,2,43,21.50,0,1,0,0.00,0,0,0,0,0,0
9,1965,1965-09-26,3,26.068,SDG,,KAN,T 10-10,0,0,,0,0,0,,0,0,0,1,26,0
10,1965,1965-10-17,6,26.089,SDG,@,BOS,T 13-13,0,0,,0,0,0,,0,0,0,2,6,0
11,1965,1965-11-14,10,26.117,SDG,@,KAN,L 7-31,0,0,,0,0,0,,0,0,0,1,0,0
12,1965,1965-12-12,13,26.145,SDG,@,HOU,W 37-26,0,0,,0,0,0,,0,0,0,1,11,0
13,1966,1966-09-02,1,27.044,MIA,,OAK,L 14-23,0,0,,0,0,0,,0,0,0,1,34,0
14,1966,1966-09-18,3,27.060,MIA,@,BUF,L 24-58,0,0,,0,0,0,,0,0,0,1,40,0
15,1966,1966-11-06,8,27.109,MIA,,BUF,L 0-29,0,0,,0,0,0,,0,0,0,1,5,0
16,1966,1966-11-13,9,27.116,MIA,@,KAN,L 16-34,0,0,,0,0,0,,0,1,6,1,70,1
17,1966,1966-12-04,12,27.137,MIA,@,DEN,L 7-17,,,,,,,,,,,0,20,0
18,1966,1966-12-18,14,27.151,MIA,,HOU,W 29-28,0,0,,0,0,0,,0,0,0,1,29,0
19,1967,1967-10-01,3,28.073,MIA,@,NYJ,L 7-29,0,0,,0,0,0,,0,0,0,1,0,0
20,1967,1967-11-05,7,28.108,MIA,@,BUF,L 13-35,0,0,,0,0,0,,0,0,0,1,17,0
21,1967,1967-11-12,8,28.115,MIA,@,SDG,L 0-24,0,0,,0,0,0,,0,0,0,1,0,0
22,1967,1967-12-03,11,28.136,MIA,@,HOU,L 14-17,,,,,,,,,,,0,5,0
23,1967,1967-12-10,12,28.143,MIA,,SDG,W 41-24,0,0,,0,0,0,,0,0,0,1,0,0
24,1968,1968-10-06,4,29.078,MIA,@,HOU,W 24-7,0,0,,0,0,0,,0,0,0,1,9,0
25,1968,1968-10-12,5,29.084,MIA,,BUF,T 14-14,1,36,36.00,0,1,0,0.00,0,0,0,0,0,0
26,1968,1968-10-27,7,29.099,MIA,@,DEN,L 14-21,1,24,24.00,0,0,0,,0,0,0,1,18,0
27,1968,1968-11-03,8,29.106,MIA,@,SDG,L 28-34,1,40,40.00,0,0,0,,0,0,0,0,0,0
28,1968,1968-11-10,9,29.113,MIA,@,BUF,W 21-17,3,58,19.33,0,1,-1,-1.00,0,0,0,0,0,0
29,1968,1968-12-08,13,29.141,MIA,,BOS,W 38-7,1,6,6.00,0,0,0,,0,0,0,0,0,0
30,1968,1968-12-15,14,29.148,MIA,,NYJ,L 7-31,3,63,21.00,0,0,0,,0,0,0,0,0,0
31,1969,1969-11-09,9,30.112,MIA,@,BOS,W 17-16,1,0,0.00,0,0,0,,0,0,0,0,0,0
32,1970,1970-10-19,5,31.091,OAK,,WAS,W 34-20,,,,,,,,,,,,,
33,1970,1970-10-25,6,31.097,OAK,,PIT,W 31-14,,,,,,,,,,,,,
34,1970,1970-11-01,7,31.104,OAK,@,KAN,T 17-17,,,,,,,,,,,,,
35,1970,1970-11-08,8,31.111,OAK,,CLE,W 23-20,,,,,,,,,,,,,
36,1970,1970-11-15,9,31.118,OAK,@,DEN,W 24-19,0,0,,0,0,0,,0,0,0,2,26,0
37,1970,1970-11-22,10,31.125,OAK,,SDG,W 20-17,,,,,,,,,,,,,
38,1970,1970-11-26,11,31.129,OAK,@,DET,L 14-28,,,,,,,,,,,,,
39,1970,1970-12-06,12,31.139,OAK,@,NYJ,W 14-13,,,,,,,,,,,,,
40,1970,1970-12-12,13,31.145,OAK,,KAN,W 20-6,1,25,25.00,0,0,0,,0,0,0,0,0,0
41,1970,1970-12-20,14,31.153,OAK,,SFO,L 7-38,1,22,22.00,0,0,0,,0,0,0,0,0,0
42,1971,1971-09-19,1,32.061,OAK,@,NWE,L 6-20,,,,,,,,,,,,,
43,1971,1971-09-26,2,32.068,OAK,@,SDG,W 34-0,,,,,,,,,,,,,
44,1971,1971-10-04,3,32.076,OAK,@,CLE,W 34-20,,,,,,,,,,,,,
45,1971,1971-10-10,4,32.082,OAK,@,DEN,W 27-16,0,0,,0,0,0,,0,1,6,1,55,1
46,1971,1971-10-17,5,32.089,OAK,,PHI,W 34-10,,,,,,,,,,,,,
47,1971,1971-10-24,6,32.096,OAK,,CIN,W 31-27,,,,,,,,,,,,,
48,1971,1971-10-31,7,32.103,OAK,,KAN,T 20-20,,,,,,,,,,,,,
49,1971,1971-11-07,8,32.110,OAK,@,NOR,T 21-21,,,,,,,,,,,,,
50,1971,1971-11-14,9,32.117,OAK,,HOU,W 41-21,0,0,,0,0,0,,0,1,6,1,59,1
51,1971,1971-11-21,10,32.124,OAK,,SDG,W 34-33,,,,,,,,,,,,,
52,1971,1971-11-28,11,32.131,OAK,,BAL,L 14-37,,,,,,,,,,,,,
53,1971,1971-12-05,12,32.138,OAK,@,ATL,L 13-24,,,,,,,,,,,,,
54,1971,1971-12-12,13,32.145,OAK,@,KAN,L 14-16,,,,,,,,,,,,,
55,1971,1971-12-19,14,32.152,OAK,,DEN,W 21-13,,,,,,,,,,,,,
56,1972,1972-11-05,8,33.108,OAK,@,KAN,L 14-27,,,,,,,,,,,,,
57,1972,1972-11-12,9,33.115,OAK,@,CIN,W 20-14,1,27,27.00,0,0,0,,0,0,0,0,0,0
58,1972,1972-11-19,10,33.122,OAK,@,DEN,W 37-20,3,30,10.00,0,0,0,,0,0,0,0,0,0
59,1972,1972-11-26,11,33.129,OAK,,KAN,W 26-3,,,,,,,,,,,,,
60,1972,1972-12-03,12,33.136,OAK,@,SDG,W 21-19,,,,,,,,,,,,,
61,1972,1972-12-11,13,33.144,OAK,,NYJ,W 24-16,,,,,,,,,,,,,
62,1972,1972-12-17,14,33.150,OAK,,CHI,W 28-21,,,,,,,,,,,,,
63,1973,1973-09-16,1,34.058,OAK,@,MIN,L 16-24,,,,,,,,,,,,,
64,1973,1973-10-07,4,34.079,OAK,@,STL,W 17-10,,,,,,,,,,,,,
65,1973,1973-10-28,7,34.100,OAK,@,BAL,W 34-21,,,,,,,,,,,,,
66,1973,1973-11-04,8,34.107,OAK,,NYG,W 42-0,0,0,,0,0,0,,0,0,0,1,0,0
67,1973,1973-11-11,9,34.114,OAK,,PIT,L 9-17,,,,,,,,,,,,,
68,1973,1973-11-18,10,34.121,OAK,,CLE,L 3-7,,,,,,,,,,,,,
69,1973,1973-11-25,11,34.128,OAK,,SDG,W 31-3,0,0,,0,1,0,0.00,0,0,0,0,0,0
70,1973,1973-12-02,12,34.135,OAK,@,HOU,W 17-6,,,,,,,,,,,,,
71,1973,1973-12-08,13,34.141,OAK,,KAN,W 37-7,,,,,,,,,,,,,
72,1973,1973-12-16,14,34.149,OAK,,DEN,W 21-17,,,,,,,,,,,,,
73,1974,1974-09-16,1,35.058,OAK,@,BUF,L 20-21,,,,,,,,,,,,,
74,1974,1974-09-22,2,35.064,OAK,,KAN,W 27-7,,,,,,,,,,,,,
75,1974,1974-09-29,3,35.071,OAK,@,PIT,W 17-0,,,,,,,,,,,,,
76,1974,1974-10-06,4,35.078,OAK,@,CLE,W 40-24,,,,,,,,,,,,,
77,1974,1974-10-13,5,35.085,OAK,@,SDG,W 14-10,,,,,,,,,,,,,
78,1974,1974-10-20,6,35.092,OAK,,CIN,W 30-27,,,,,,,,,,,,,
79,1974,1974-10-27,7,35.099,OAK,@,SFO,W 35-24,,,,,,,,,,,,,
80,1974,1974-11-03,8,35.106,OAK,@,DEN,W 28-17,,,,,,,,,,,,,
81,1974,1974-11-10,9,35.113,OAK,,DET,W 35-13,,,,,,,,,,,,,
82,1974,1974-11-17,10,35.120,OAK,,SDG,W 17-10,,,,,,,,,,,,,
83,1974,1974-11-24,11,35.127,OAK,,DEN,L 17-20,,,,,,,,,,,,,
84,1974,1974-12-01,12,35.134,OAK,,NWE,W 41-26,0,0,,0,0,0,,0,0,0,1,24,0
85,1974,1974-12-08,13,35.141,OAK,@,KAN,W 7-6,0,0,,0,0,0,,0,0,0,1,34,0
86,1974,1974-12-14,14,35.147,OAK,,DAL,W 27-23,,,,,,,,,,,,,
87,1977,1977-12-11,13,38.144,OAK,,MIN,W 35-13,,,,,,,,,,,,,
88,1977,1977-12-18,14,38.151,OAK,,KAN,W 21-20,,,,,,,,,,,,,
