ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1976,1976-10-10,5,25.238,BUF,@,NYJ,L 14-17,,,,
2,1976,1976-10-17,6,25.245,BUF,,BAL,L 13-31,,,,
3,1976,1976-11-07,9,25.266,MIA,@,NYJ,W 27-7,,,,
4,1976,1976-11-14,10,25.273,MIA,@,PIT,L 3-14,,,,
5,1976,1976-11-22,11,25.281,MIA,,BAL,L 16-17,,,,
6,1976,1976-11-28,12,25.287,MIA,@,CLE,L 13-17,,,,
7,1976,1976-12-05,13,25.294,MIA,,BUF,W 45-27,1,0,0.00,0
8,1976,1976-12-11,14,25.300,MIA,,MIN,L 7-29,,,,
