ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1970,1970-09-20,1,23.075,DET,@,GNB,W 40-0,,,,,,,,,,
2,1970,1970-09-27,2,23.082,DET,,CIN,W 38-3,,,,,,,,,,
3,1970,1970-10-05,3,23.090,DET,,CHI,W 28-14,,,,,,,,,,
4,1970,1970-10-11,4,23.096,DET,@,WAS,L 10-31,,,,,,,,,,
5,1970,1970-10-18,5,23.103,DET,@,CLE,W 41-24,,,,,,,,,,
6,1970,1970-10-25,6,23.110,DET,@,CHI,W 16-10,,,,,,,,,,
7,1970,1970-11-01,7,23.117,DET,,MIN,L 17-30,,,,,,,,,,
8,1970,1970-11-08,8,23.124,DET,@,NOR,L 17-19,,,,,,,,,,
9,1970,1970-11-15,9,23.131,DET,@,MIN,L 20-24,,,,,,,,,,
10,1970,1970-11-22,10,23.138,DET,,SFO,W 28-7,,,,,,,,,,
11,1970,1970-11-26,11,23.142,DET,,OAK,W 28-14,,,,,,,,,,
12,1970,1970-12-06,12,23.152,DET,,STL,W 16-3,1,6,6.00,0,0,0,,0,0,0
13,1970,1970-12-14,13,23.160,DET,@,RAM,W 28-23,,,,,,,,,,
14,1970,1970-12-20,14,23.166,DET,,GNB,W 20-0,,,,,,,,,,
15,1971,1971-09-20,1,24.075,DET,,MIN,L 13-16,,,,,,,,,,
16,1971,1971-09-26,2,24.081,DET,@,NWE,W 34-7,,,,,,,,,,
17,1971,1971-10-03,3,24.088,DET,,ATL,W 41-38,0,0,,0,1,4,4.00,0,0,0
18,1971,1971-10-10,4,24.095,DET,,GNB,W 31-28,1,9,9.00,0,0,0,,0,0,0
19,1971,1971-10-17,5,24.102,DET,@,HOU,W 31-7,,,,,,,,,,
20,1971,1971-10-24,6,24.109,DET,,CHI,L 23-28,,,,,,,,,,
21,1971,1971-11-01,7,24.117,DET,@,GNB,T 14-14,,,,,,,,,,
22,1971,1971-11-07,8,24.123,DET,@,DEN,W 24-20,,,,,,,,,,
23,1971,1971-11-14,9,24.130,DET,,RAM,L 13-21,,,,,,,,,,
24,1971,1971-11-21,10,24.137,DET,@,CHI,W 28-3,,,,,,,,,,
25,1971,1971-11-25,11,24.141,DET,,KAN,W 32-21,,,,,,,,,,
26,1971,1971-12-05,12,24.151,DET,,PHI,L 20-23,,,,,,,,,,
27,1971,1971-12-11,13,24.157,DET,@,MIN,L 10-29,5,79,15.80,0,0,0,,0,0,0
28,1971,1971-12-19,14,24.165,DET,@,SFO,L 27-31,,,,,,,,,,
29,1972,1972-09-17,1,25.072,DET,,NYG,W 30-16,1,32,32.00,0,0,0,,0,0,0
30,1972,1972-09-24,2,25.079,DET,,MIN,L 10-34,1,6,6.00,0,0,0,,0,0,0
31,1972,1972-10-01,3,25.086,DET,@,CHI,W 38-24,4,67,16.75,1,0,0,,0,1,6
32,1972,1972-10-08,4,25.093,DET,@,ATL,W 26-23,,,,,,,,,,
33,1972,1972-10-16,5,25.101,DET,,GNB,L 23-24,2,24,12.00,0,0,0,,0,0,0
34,1972,1972-10-22,6,25.107,DET,,SDG,W 34-20,,,,,,,,,,
35,1972,1972-10-30,7,25.115,DET,@,DAL,L 24-28,,,,,,,,,,
36,1972,1972-11-05,8,25.121,DET,,CHI,W 14-0,,,,,,,,,,
37,1972,1972-11-12,9,25.128,DET,@,MIN,L 14-16,,,,,,,,,,
38,1972,1972-11-19,10,25.135,DET,,NOR,W 27-14,,,,,,,,,,
39,1972,1972-11-23,11,25.139,DET,,NYJ,W 37-20,,,,,,,,,,
40,1972,1972-12-03,12,25.149,DET,@,GNB,L 7-33,,,,,,,,,,
41,1972,1972-12-10,13,25.156,DET,@,BUF,T 21-21,,,,,,,,,,
42,1972,1972-12-17,14,25.163,DET,@,RAM,W 34-17,,,,,,,,,,
43,1973,1973-09-16,1,26.071,CHI,,DAL,L 17-20,,,,,,,,,,
44,1973,1973-09-23,2,26.078,CHI,,MIN,L 13-22,3,88,29.33,0,0,0,,0,0,0
45,1973,1973-09-30,3,26.085,CHI,@,DEN,W 33-14,,,,,,,,,,
46,1973,1973-10-07,4,26.092,CHI,@,NOR,L 16-21,1,15,15.00,0,0,0,,0,0,0
47,1973,1973-10-14,5,26.099,CHI,@,ATL,L 6-46,1,10,10.00,0,0,0,,0,0,0
48,1973,1973-10-21,6,26.106,CHI,,NWE,L 10-13,1,7,7.00,0,0,0,,0,0,0
49,1973,1973-10-28,7,26.113,CHI,,HOU,W 35-14,,,,,,,,,,
50,1973,1973-11-04,8,26.120,CHI,@,GNB,W 31-17,3,34,11.33,0,0,0,,0,0,0
51,1973,1973-11-12,9,26.128,CHI,@,KAN,L 7-19,1,4,4.00,0,0,0,,0,0,0
52,1973,1973-11-18,10,26.134,CHI,,DET,L 7-30,1,4,4.00,0,0,0,,0,0,0
53,1973,1973-11-25,11,26.141,CHI,@,MIN,L 13-31,1,12,12.00,0,1,2,2.00,0,0,0
54,1973,1973-12-02,12,26.148,CHI,,RAM,L 0-26,1,12,12.00,0,1,13,13.00,0,0,0
55,1973,1973-12-09,13,26.155,CHI,@,DET,L 7-40,,,,,,,,,,
56,1975,1975-09-28,2,28.083,SDG,@,HOU,L 17-33,,,,,,,,,,
57,1975,1975-10-05,3,28.090,SDG,,OAK,L 0-6,,,,,,,,,,
58,1975,1975-10-12,4,28.097,SDG,,RAM,L 10-13,,,,,,,,,,
59,1975,1975-10-19,5,28.104,SDG,,KAN,L 10-12,,,,,,,,,,
60,1975,1975-10-26,6,28.111,SDG,@,OAK,L 0-25,,,,,,,,,,
61,1975,1975-11-01,7,28.117,SDG,@,NYG,L 24-35,,,,,,,,,,
62,1975,1975-11-09,8,28.125,SDG,,NWE,L 19-33,,,,,,,,,,
63,1975,1975-11-16,9,28.132,SDG,,DEN,L 17-27,,,,,,,,,,
64,1975,1975-11-23,10,28.139,SDG,@,MIN,L 13-28,,,,,,,,,,
