ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1990,1990-10-14,6,22.075,DET,@,KAN,L 24-43,,4,7,57.14,65,1,0,128.0,1,7,9.29,12.14,0,0,,0
2,1990,1990-11-11,9,22.103,DET,,MIN,L 7-17,*,5,11,45.45,48,0,2,18.6,1,5,4.36,-3.82,6,34,5.67,0
3,1990,1990-11-18,10,22.110,DET,@,NYG,L 0-20,,3,7,42.86,37,0,0,59.8,1,6,5.29,5.29,0,0,,0
4,1990,1990-12-30,16,22.152,DET,@,SEA,L 10-30,,1,5,20.00,14,0,0,39.6,1,4,2.80,2.80,1,30,30.00,0
5,1991,1991-11-24,12,23.116,DET,@,MIN,W 34-14,,0,0,,0,0,0,,,,,,4,6,1.50,0
6,1992,1992-12-06,13,24.128,DET,@,GNB,L 10-38,,13,23,56.52,133,1,1,69.7,3,34,5.78,4.70,6,22,3.67,0
7,1992,1992-12-13,14,24.135,DET,,CLE,W 24-14,*,10,14,71.43,138,2,0,142.3,2,17,9.86,12.71,5,68,13.60,0
8,1992,1992-12-20,15,24.142,DET,,CHI,W 16-3,*,12,20,60.00,290,0,2,64.6,5,25,14.50,10.00,5,9,1.80,0
9,1992,1992-12-28,16,24.150,DET,@,SFO,L 6-24,*,15,29,51.72,116,0,1,47.5,6,28,4.00,2.45,4,25,6.25,0
10,1993,1993-09-19,3,25.050,DET,@,NOR,L 3-14,,3,5,60.00,17,0,0,66.2,0,0,3.40,3.40,1,1,1.00,0
11,1993,1993-09-26,4,25.057,DET,,PHO,W 26-20,*,11,24,45.83,194,1,0,87.8,5,11,8.08,8.92,1,8,8.00,0
12,1993,1993-10-03,5,25.064,DET,@,TAM,L 10-27,*,5,14,35.71,56,0,1,18.8,2,9,4.00,0.79,2,11,5.50,0
13,1993,1993-11-07,9,25.099,DET,,TAM,W 23-0,,0,0,,0,0,0,,0,,,,2,-3,-1.50,0
14,1993,1993-12-05,12,25.127,DET,,MIN,L 0-13,,1,2,50.00,4,0,1,16.7,0,0,2.00,-20.50,1,6,6.00,0
