ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,1993,1993-11-07,8,23.224,TAM,@,DET,L 0-23,,
2,1993,1993-11-14,9,23.231,TAM,,SFO,L 21-45,,1.0
3,1993,1993-11-21,10,23.238,TAM,,MIN,W 23-10,,1.0
4,1993,1993-11-28,11,23.245,TAM,@,GNB,L 10-13,,1.0
5,1993,1993-12-05,12,23.252,TAM,,WAS,L 17-23,,
6,1993,1993-12-12,13,23.259,TAM,,CHI,W 13-10,,
7,1993,1993-12-19,14,23.266,TAM,@,RAI,L 20-27,,
8,1993,1993-12-26,15,23.273,TAM,@,DEN,W 17-10,,
9,1993,1994-01-02,16,23.280,TAM,,SDG,L 17-32,,
10,1994,1994-09-11,2,24.167,TAM,,IND,W 24-10,,
11,1994,1994-10-09,6,24.195,TAM,@,ATL,L 13-34,,
12,1994,1994-10-23,7,24.209,TAM,@,SFO,L 16-41,,
13,1994,1994-10-30,8,24.216,TAM,,MIN,L 13-36,,
14,1994,1994-11-06,9,24.223,TAM,,CHI,L 6-20,,
15,1994,1994-12-18,15,24.265,TAM,@,WAS,W 17-14,,
16,1995,1995-09-03,1,25.159,CAR,@,ATL,L 20-23,,1.0
17,1995,1995-09-10,2,25.166,CAR,@,BUF,L 9-31,,
18,1995,1995-09-17,3,25.173,CAR,,STL,L 10-31,,
19,1995,1995-10-01,4,25.187,CAR,,TAM,L 13-20,,
20,1995,1995-10-08,5,25.194,CAR,@,CHI,L 27-31,,
21,1995,1995-10-15,6,25.201,CAR,,NYJ,W 26-15,,
22,1995,1995-10-22,7,25.208,CAR,,NOR,W 20-3,,
23,1995,1995-10-29,8,25.215,CAR,@,NWE,W 20-17,,
24,1995,1995-11-05,9,25.222,CAR,@,SFO,W 13-7,,
25,1995,1995-11-12,10,25.229,CAR,@,STL,L 17-28,,
26,1995,1995-11-19,11,25.236,CAR,,ARI,W 27-7,,
27,1995,1995-11-26,12,25.243,CAR,@,NOR,L 26-34,,
28,1995,1995-12-03,13,25.250,CAR,,IND,W 13-10,,
29,1995,1995-12-10,14,25.257,CAR,,SFO,L 10-31,,
30,1995,1995-12-17,15,25.264,CAR,,ATL,W 21-17,,
31,1995,1995-12-24,16,25.271,CAR,@,WAS,L 17-20,,
32,1996,1996-09-01,1,26.157,BUF,@,NYG,W 23-20,,
33,1996,1996-09-08,2,26.164,BUF,,NWE,W 17-10,,
34,1996,1996-09-16,3,26.172,BUF,@,PIT,L 6-24,,
35,1996,1996-09-22,4,26.178,BUF,,DAL,W 10-7,,
36,1996,1996-10-06,5,26.192,BUF,,IND,W 16-13,,
37,1996,1996-10-13,6,26.199,BUF,,MIA,L 7-21,,
38,1996,1996-10-27,8,26.213,BUF,@,NWE,L 25-28,,
39,1996,1996-11-03,9,26.220,BUF,,WAS,W 38-13,,
40,1996,1996-11-10,10,26.227,BUF,@,PHI,W 24-17,,
41,1996,1996-11-17,11,26.234,BUF,,CIN,W 31-17,,
42,1996,1996-11-24,12,26.241,BUF,,NYJ,W 35-10,,
43,1996,1996-12-01,13,26.248,BUF,@,IND,L 10-13,,
44,1996,1996-12-08,14,26.255,BUF,@,SEA,L 18-26,,
45,1996,1996-12-16,15,26.263,BUF,@,MIA,L 14-16,,
46,1996,1996-12-22,16,26.269,BUF,,KAN,W 20-9,,
47,1997,1997-10-12,6,27.198,BUF,@,NWE,L 6-33,,
48,1997,1997-10-20,7,27.206,BUF,@,IND,W 9-6,,
49,1997,1997-11-02,9,27.219,BUF,,MIA,W 9-6,,
50,1997,1997-11-09,10,27.226,BUF,,NWE,L 10-31,,
51,1997,1997-11-17,11,27.234,BUF,@,MIA,L 13-30,,
52,1997,1997-11-23,12,27.240,BUF,@,TEN,L 14-31,,
53,1997,1997-11-30,13,27.247,BUF,,NYJ,W 20-10,,
54,1997,1997-12-07,14,27.254,BUF,@,CHI,L 3-20,,
55,1997,1997-12-14,15,27.261,BUF,,JAX,L 14-20,,
56,1997,1997-12-20,16,27.267,BUF,@,GNB,L 21-31,,
57,1998,1998-09-06,1,28.162,BUF,@,SDG,L 14-16,,1.0
58,1998,1998-09-13,2,28.169,BUF,@,MIA,L 7-13,,
59,1998,1998-09-20,3,28.176,BUF,,STL,L 33-34,,
60,1998,1998-10-04,4,28.190,BUF,,SFO,W 26-21,,
61,1998,1998-10-25,7,28.211,BUF,@,CAR,W 30-14,,1.0
62,1998,1998-11-01,8,28.218,BUF,,MIA,W 30-24,,
63,1998,1998-11-08,9,28.225,BUF,@,NYJ,L 12-34,,
64,1998,1998-11-15,10,28.232,BUF,,NWE,W 13-10,,
65,1998,1998-11-22,11,28.239,BUF,,IND,W 34-11,,
66,1998,1998-11-29,12,28.246,BUF,@,NWE,L 21-25,,
67,1998,1998-12-06,13,28.253,BUF,@,CIN,W 33-20,,
68,1998,1998-12-13,14,28.260,BUF,,OAK,W 44-21,,0.5
69,1998,1998-12-19,15,28.266,BUF,,NYJ,L 10-17,,
70,1998,1998-12-27,16,28.274,BUF,@,NOR,W 45-33,,2.5
71,1999,1999-09-12,1,29.168,BUF,@,IND,L 14-31,,
72,1999,1999-09-19,2,29.175,BUF,,NYJ,W 17-3,,
73,1999,1999-09-26,3,29.182,BUF,,PHI,W 26-0,,
74,1999,1999-10-04,4,29.190,BUF,@,MIA,W 23-18,,
75,1999,1999-10-10,5,29.196,BUF,,PIT,W 24-21,,0.5
76,1999,1999-10-17,6,29.203,BUF,,OAK,L 14-20,,
77,1999,1999-10-24,7,29.210,BUF,@,SEA,L 16-26,*,
78,1999,1999-10-31,8,29.217,BUF,@,BAL,W 13-10,,1.0
79,1999,1999-11-07,9,29.224,BUF,@,WAS,W 34-17,,
80,1999,1999-11-14,10,29.231,BUF,,MIA,W 23-3,,
81,1999,1999-11-28,12,29.245,BUF,,NWE,W 17-7,,
82,1999,1999-12-12,13,29.259,BUF,,NYG,L 17-19,,
83,1999,1999-12-19,14,29.266,BUF,@,ARI,W 31-21,,
84,1999,1999-12-26,15,29.273,BUF,@,NWE,W 13-10,,1.0
85,1999,2000-01-02,16,29.280,BUF,,IND,W 31-6,,
86,2000,2000-09-03,1,30.159,BUF,,TEN,W 16-13,,
87,2000,2000-09-10,2,30.166,BUF,,GNB,W 27-18,,
