ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,2004,2004-10-04,4,23.193,KAN,@,BAL,W 27-24,,,,,,,0.0%,,,,,,,
2,2004,2004-12-19,14,23.269,KAN,,DEN,W 45-17,,5,3,84,28.00,1,60.0%,16.80,0,0,,0,1,6
3,2004,2004-12-25,15,23.275,KAN,,OAK,W 31-30,,4,3,35,11.67,0,75.0%,8.75,0,0,,0,0,0
4,2004,2005-01-02,16,23.283,KAN,@,SDG,L 17-24,,4,3,18,6.00,0,75.0%,4.50,0,0,,0,0,0
5,2005,2005-09-11,1,24.170,KAN,,NYJ,W 27-7,,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0
6,2005,2005-09-18,2,24.177,KAN,@,OAK,W 23-17,*,6,3,86,28.67,0,50.0%,14.33,0,0,,0,0,0
7,2005,2005-09-26,3,24.185,KAN,@,DEN,L 10-30,*,9,2,21,10.50,1,22.2%,2.33,0,0,,0,1,6
8,2005,2005-10-02,4,24.191,KAN,,PHI,L 31-37,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0
9,2005,2005-10-16,5,24.205,KAN,,WAS,W 28-21,*,3,2,25,12.50,0,66.7%,8.33,0,0,,0,0,0
10,2005,2005-11-20,10,24.240,KAN,@,HOU,W 45-17,*,2,2,23,11.50,1,100.0%,11.50,0,0,,0,1,6
11,2005,2005-11-27,11,24.247,KAN,,NWE,W 26-16,*,5,5,76,15.20,0,100.0%,15.20,0,0,,0,0,0
12,2005,2005-12-04,12,24.254,KAN,,DEN,W 31-27,,5,4,39,9.75,0,80.0%,7.80,0,0,,0,0,0
13,2005,2005-12-11,13,24.261,KAN,@,DAL,L 28-31,*,7,5,79,15.80,0,71.4%,11.29,0,0,,0,0,0
14,2005,2005-12-17,14,24.267,KAN,@,NYG,L 17-27,*,8,6,87,14.50,0,75.0%,10.88,0,0,,0,0,0
15,2005,2005-12-24,15,24.274,KAN,,SDG,W 20-7,*,6,4,58,14.50,1,66.7%,9.67,0,0,,0,1,6
16,2005,2006-01-01,16,24.282,KAN,,CIN,W 37-3,*,2,1,16,16.00,0,50.0%,8.00,0,0,,0,0,0
17,2006,2006-09-10,1,25.169,KAN,,CIN,L 10-23,*,4,2,24,12.00,0,50.0%,6.00,0,0,,0,0,0
18,2006,2006-09-17,2,25.176,KAN,@,DEN,L 6-9,*,6,5,37,7.40,0,83.3%,6.17,0,0,,0,0,0
19,2006,2006-10-01,3,25.190,KAN,,SFO,W 41-0,*,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0
20,2006,2006-10-08,4,25.197,KAN,@,ARI,W 23-20,*,7,5,37,7.40,1,71.4%,5.29,0,0,,0,1,6
21,2006,2006-10-15,5,25.204,KAN,@,PIT,L 7-45,*,6,5,72,14.40,0,83.3%,12.00,0,0,,0,0,0
22,2006,2006-10-22,6,25.211,KAN,,SDG,W 30-27,*,5,1,15,15.00,0,20.0%,3.00,1,2,2.00,0,0,0
23,2006,2006-10-29,7,25.218,KAN,,SEA,W 35-28,*,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0
24,2006,2006-11-05,8,25.225,KAN,@,STL,W 31-17,,2,1,43,43.00,0,50.0%,21.50,0,0,,0,0,0
25,2006,2006-11-12,9,25.232,KAN,@,MIA,L 10-13,*,5,1,13,13.00,0,20.0%,2.60,1,5,5.00,0,0,0
26,2006,2006-11-19,10,25.239,KAN,,OAK,W 17-13,*,4,3,44,14.67,0,75.0%,11.00,0,0,,0,0,0
27,2006,2006-11-23,11,25.243,KAN,,DEN,W 19-10,*,4,3,71,23.67,0,75.0%,17.75,1,0,0.00,0,0,0
28,2006,2006-12-03,12,25.253,KAN,@,CLE,L 28-31,*,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0
29,2006,2006-12-10,13,25.260,KAN,,BAL,L 10-20,*,8,5,71,14.20,0,62.5%,8.88,0,0,,0,0,0
30,2006,2006-12-17,14,25.267,KAN,@,SDG,L 9-20,*,3,1,26,26.00,0,33.3%,8.67,0,0,,0,0,0
31,2006,2006-12-23,15,25.273,KAN,@,OAK,W 20-9,*,3,3,48,16.00,0,100.0%,16.00,0,0,,0,0,0
32,2006,2006-12-31,16,25.281,KAN,,JAX,W 35-30,*,5,2,29,14.50,0,40.0%,5.80,0,0,,0,0,0
33,2007,2007-09-09,1,26.168,KAN,@,HOU,L 3-20,*,6,4,48,12.00,0,66.7%,8.00,0,0,,0,0,0
34,2007,2007-09-16,2,26.175,KAN,@,CHI,L 10-20,*,5,3,20,6.67,0,60.0%,4.00,0,0,,0,0,0
35,2007,2007-09-23,3,26.182,KAN,,MIN,W 13-10,*,2,1,22,22.00,0,50.0%,11.00,0,0,,0,0,0
36,2007,2007-09-30,4,26.189,KAN,@,SDG,W 30-16,*,,0,0,,0,0.0%,,0,0,,0,0,0
37,2007,2007-10-07,5,26.196,KAN,,JAX,L 7-17,,3,2,28,14.00,1,66.7%,9.33,0,0,,0,1,6
38,2007,2007-10-14,6,26.203,KAN,,CIN,W 27-20,*,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0
39,2007,2007-10-21,7,26.210,KAN,@,OAK,W 12-10,*,1,1,5,5.00,0,100.0%,5.00,1,2,2.00,0,0,0
40,2007,2007-11-04,8,26.224,KAN,,GNB,L 22-33,*,4,2,22,11.00,0,50.0%,5.50,0,0,,0,0,0
41,2007,2007-11-11,9,26.231,KAN,,DEN,L 11-27,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0
42,2007,2007-11-18,10,26.238,KAN,@,IND,L 10-13,,3,0,5,,0,0.0%,1.67,0,0,,0,0,0
43,2007,2007-11-25,11,26.245,KAN,,OAK,L 17-20,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
44,2007,2007-12-02,12,26.252,KAN,,SDG,L 10-24,,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0
45,2007,2007-12-16,14,26.266,KAN,,TEN,L 17-26,,3,3,33,11.00,1,100.0%,11.00,0,0,,0,1,6
46,2007,2007-12-23,15,26.273,KAN,@,DET,L 20-25,,5,2,56,28.00,0,40.0%,11.20,0,0,,0,0,0
47,2007,2007-12-30,16,26.280,KAN,@,NYJ,L 10-13,,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0
