ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2013,2013-11-03,8,23.107,MIN,@,DAL,L 23-27,,,,,,,0.0%,,,,,,,,,,
2,2013,2013-11-07,9,23.111,MIN,,WAS,W 34-27,,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,0.0,0,0
3,2013,2013-11-17,10,23.121,MIN,@,SEA,L 20-41,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,0.0,0,0
4,2013,2013-11-24,11,23.128,MIN,@,GNB,T 26-26,,1,1,20,20.00,0,100.0%,20.00,0,0,,0,0,0,0.0,0,0
5,2013,2013-12-01,12,23.135,MIN,,CHI,W 23-20,,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,0.0,0,0
6,2013,2013-12-08,13,23.142,MIN,@,BAL,L 26-29,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
7,2013,2013-12-15,14,23.149,MIN,,PHI,W 48-30,,2,2,55,27.50,0,100.0%,27.50,2,17,8.50,0,0,0,0.0,1,0
8,2013,2013-12-22,15,23.156,MIN,@,CIN,L 14-42,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,1,0
9,2013,2013-12-29,16,23.163,MIN,,DET,W 14-13,,7,5,43,8.60,0,71.4%,6.14,0,0,,0,0,0,0.0,0,0
10,2014,2014-09-28,4,24.071,MIN,,ATL,W 41-28,*,4,1,17,17.00,0,25.0%,4.25,0,0,,0,0,0,0.0,0,0
11,2014,2014-10-02,5,24.075,MIN,@,GNB,L 10-42,,4,3,31,10.33,0,75.0%,7.75,0,0,,0,0,0,0.0,0,0
12,2014,2014-10-12,6,24.085,MIN,,DET,L 3-17,*,5,4,37,9.25,0,80.0%,7.40,0,0,,0,0,0,0.0,0,0
13,2014,2014-10-19,7,24.092,MIN,@,BUF,L 16-17,*,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
14,2014,2014-10-26,8,24.099,MIN,@,TAM,W 19-13,*,6,6,61,10.17,0,100.0%,10.17,0,0,,0,0,0,0.0,0,0
15,2014,2014-11-02,9,24.106,MIN,,WAS,W 29-26,,7,5,66,13.20,1,71.4%,9.43,0,0,,0,1,6,0.0,0,0
16,2014,2014-11-16,10,24.120,MIN,@,CHI,L 13-21,*,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,0.0,0,0
17,2014,2014-11-23,11,24.127,MIN,,GNB,L 21-24,,1,1,13,13.00,0,100.0%,13.00,1,12,12.00,0,0,0,0.0,0,0
18,2014,2014-12-14,14,24.148,MIN,@,DET,L 14-16,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0
19,2014,2014-12-21,15,24.155,MIN,@,MIA,L 35-37,,2,1,22,22.00,0,50.0%,11.00,0,0,,0,0,0,0.0,0,0
20,2014,2014-12-28,16,24.162,MIN,,CHI,W 13-9,,,,,,,0.0%,,,,,,,,,,
