ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2012,2012-09-09,1,26.117,MIA,@,HOU,L 10-30,,0,0,0,,0,0.0%,,0,0,,0,5,137,27.40,0,2,76,38.00,1,0,6
2,2012,2012-09-16,2,26.124,MIA,,OAK,W 35-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,5,74,14.80,0,0,0
3,2012,2012-09-23,3,26.131,MIA,,NYJ,L 20-23,,0,0,0,,0,0.0%,,0,0,,0,4,92,23.00,0,2,9,4.50,0,0,0
4,2012,2012-09-30,4,26.138,MIA,@,ARI,L 21-24,,0,0,0,,0,0.0%,,0,0,,0,1,23,23.00,0,1,0,0.00,0,0,0
5,2012,2012-10-07,5,26.145,MIA,@,CIN,W 17-13,,0,0,0,,0,0.0%,,0,0,,0,1,30,30.00,0,2,15,7.50,0,0,0
6,2012,2012-10-14,6,26.152,MIA,,STL,W 17-14,,0,0,0,,0,0.0%,,0,0,,0,2,69,34.50,0,0,0,,0,0,0
7,2012,2012-10-28,7,26.166,MIA,@,NYJ,W 30-9,,0,0,0,,0,0.0%,,0,0,,0,2,78,39.00,0,2,26,13.00,0,0,0
8,2012,2012-11-04,8,26.173,MIA,@,IND,L 20-23,,0,0,0,,0,0.0%,,0,0,,0,3,79,26.33,0,1,12,12.00,0,0,0
9,2012,2012-11-11,9,26.180,MIA,,TEN,L 3-37,,0,0,0,,0,0.0%,,0,0,,0,3,75,25.00,0,2,16,8.00,0,0,0
10,2012,2012-11-15,10,26.184,MIA,@,BUF,L 14-19,,0,0,0,,0,0.0%,,0,0,,0,5,181,36.20,1,2,31,15.50,0,0,6
11,2012,2012-11-25,11,26.194,MIA,,SEA,W 24-21,,,,,,,0.0%,,,,,,,,,,,,,,,
12,2012,2012-12-02,12,26.201,MIA,,NWE,L 16-23,,0,0,0,,0,0.0%,,1,8,8.00,0,1,17,17.00,0,2,7,3.50,0,0,0
13,2012,2012-12-09,13,26.208,MIA,@,SFO,L 13-27,,0,0,0,,0,0.0%,,0,0,,0,4,129,32.25,0,2,10,5.00,0,0,0
14,2012,2012-12-16,14,26.215,MIA,,JAX,W 24-3,,2,1,15,15.00,0,50.0%,7.50,0,0,,0,2,38,19.00,0,0,0,,0,0,0
15,2012,2012-12-23,15,26.222,MIA,,BUF,W 24-10,,0,0,0,,0,0.0%,,0,0,,0,2,50,25.00,0,2,26,13.00,0,0,0
16,2012,2012-12-30,16,26.229,MIA,@,NWE,L 0-28,,0,0,0,,0,0.0%,,0,0,,0,3,42,14.00,0,1,14,14.00,0,0,0
17,2013,2013-09-08,1,27.116,MIA,@,CLE,W 23-10,,0,0,0,,0,0.0%,,0,0,,0,1,24,24.00,0,3,7,2.33,0,0,0
