ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
32,2010,2010-09-12,1,23.285,PHI,,GNB,L 20-27,*,11,4,30,7.50,0,36.4%,2.73,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,14,7.00,0,0,0,0.0,0,0
33,2010,2010-09-19,2,23.292,PHI,@,DET,W 35-32,*,7,4,135,33.75,1,57.1%,19.29,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,3,15,5.00,0,1,6,0.0,0,0
34,2010,2010-09-26,3,23.299,PHI,@,JAX,W 28-3,*,8,5,153,30.60,1,62.5%,19.13,1,8,8.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0.0,0,0
35,2010,2010-10-03,4,23.306,PHI,,WAS,L 12-17,*,7,3,19,6.33,0,42.9%,2.71,1,2,2.00,0,0,0,,0,0,0,,,,,,0,0,,0,2,20,10.00,0,0,0,0.0,0,0
36,2010,2010-10-10,5,23.313,PHI,@,SFO,W 27-24,*,3,2,24,12.00,0,66.7%,8.00,1,8,8.00,0,0,0,,0,0,0,,,,,,0,0,,0,2,23,11.50,0,0,0,0.0,0,0
37,2010,2010-10-17,6,23.320,PHI,,ATL,W 31-17,*,1,1,34,34.00,1,100.0%,34.00,2,44,22.00,1,0,0,,0,0,0,,,,,,0,0,,0,1,4,4.00,0,2,12,0.0,0,0
38,2010,2010-11-07,8,23.341,PHI,,IND,W 26-24,*,8,7,109,15.57,1,87.5%,13.63,3,20,6.67,0,0,0,,0,0,0,,,,,,0,0,,0,1,6,6.00,0,1,6,0.0,0,0
39,2010,2010-11-15,9,23.349,PHI,@,WAS,W 59-28,*,3,2,98,49.00,1,66.7%,32.67,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,12,12.00,0,1,6,0.0,0,0
40,2010,2010-11-21,10,23.355,PHI,,NYG,W 27-17,*,10,5,50,10.00,0,50.0%,5.00,1,3,3.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,9,9.00,0,0,0,0.0,0,0
41,2010,2010-11-28,11,23.362,PHI,@,CHI,L 26-31,*,5,2,26,13.00,0,40.0%,5.20,1,3,3.00,0,0,0,,0,0,0,,,,,,0,0,,0,2,36,18.00,0,0,0,0.0,0,0
42,2010,2010-12-02,12,24.001,PHI,,HOU,W 34-24,*,5,3,84,28.00,0,60.0%,16.80,1,0,0.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
43,2010,2010-12-12,13,24.011,PHI,@,DAL,W 30-27,*,8,4,210,52.50,1,50.0%,26.25,2,6,3.00,0,0,0,,0,0,0,,,,,,0,0,,0,4,27,6.75,0,1,6,0.0,0,0
44,2010,2010-12-19,14,24.018,PHI,@,NYG,W 38-31,*,7,3,52,17.33,0,42.9%,7.43,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,65,65.00,1,1,6,0.0,0,0
45,2010,2010-12-28,15,24.027,PHI,,MIN,L 14-24,*,12,2,32,16.00,0,16.7%,2.67,1,0,0.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,1,0
46,2011,2011-09-11,1,24.284,PHI,@,STL,W 31-13,*,12,6,102,17.00,1,50.0%,8.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
47,2011,2011-09-18,2,24.291,PHI,@,ATL,L 31-35,*,3,2,21,10.50,0,66.7%,7.00,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,6,2.00,0,0,0,0.0,1,0
48,2011,2011-09-25,3,24.298,PHI,,NYG,L 16-29,*,6,2,30,15.00,0,33.3%,5.00,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,13,13.00,0,0,0,0.0,1,0
49,2011,2011-10-02,4,24.305,PHI,,SFO,L 23-24,*,9,6,171,28.50,0,66.7%,19.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,-1,-1.00,0,0,0,0.0,0,0
50,2011,2011-10-09,5,24.312,PHI,@,BUF,L 24-31,*,7,5,86,17.20,1,71.4%,12.29,1,-4,-4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,27,13.50,0,1,6,0.0,0,0
51,2011,2011-10-16,6,24.319,PHI,@,WAS,W 20-13,*,7,3,46,15.33,0,42.9%,6.57,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
52,2011,2011-10-30,7,24.333,PHI,,DAL,W 34-7,*,6,3,31,10.33,0,50.0%,5.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,-3,-3.00,0,0,0,0.0,0,0
53,2011,2011-11-07,8,24.341,PHI,,CHI,L 24-30,*,8,2,16,8.00,0,25.0%,2.00,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,-9,-9.00,0,0,0,0.0,0,0
54,2011,2011-11-20,10,24.354,PHI,@,NYG,W 17-10,*,8,6,88,14.67,0,75.0%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,54,18.00,0,0,0,0.0,1,0
55,2011,2011-11-27,11,24.361,PHI,,NWE,L 20-38,*,10,4,73,18.25,0,40.0%,7.30,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
56,2011,2011-12-01,12,25.000,PHI,@,SEA,L 14-31,*,5,4,34,8.50,0,80.0%,6.80,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,1,0
57,2011,2011-12-11,13,25.010,PHI,@,MIA,W 26-10,*,6,4,59,14.75,1,66.7%,9.83,0,0,,0,0,0,,0,0,0,,0,0,,,1,7,7.00,0,5,27,5.40,0,1,6,0.0,0,0
58,2011,2011-12-18,14,25.017,PHI,,NYJ,W 45-19,*,2,2,28,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,1,0
59,2011,2011-12-24,15,25.023,PHI,@,DAL,W 20-7,*,9,5,90,18.00,0,55.6%,10.00,2,27,13.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
60,2011,2012-01-01,16,25.031,PHI,,WAS,W 34-10,*,6,4,86,21.50,1,66.7%,14.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
61,2012,2012-09-09,1,25.283,PHI,@,CLE,W 17-16,*,11,4,77,19.25,0,36.4%,7.00,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
62,2012,2012-09-16,2,25.290,PHI,,BAL,W 24-23,*,8,7,114,16.29,0,87.5%,14.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
63,2012,2012-09-23,3,25.297,PHI,@,ARI,L 6-27,*,10,3,43,14.33,0,30.0%,4.30,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
64,2012,2012-09-30,4,25.304,PHI,,NYG,W 19-17,*,9,6,99,16.50,1,66.7%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
65,2012,2012-10-07,5,25.311,PHI,@,PIT,L 14-16,*,8,4,58,14.50,0,50.0%,7.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
66,2012,2012-10-14,6,25.318,PHI,,DET,L 23-26,*,8,5,74,14.80,0,62.5%,9.25,1,-14,-14.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,-3,-3.00,0,0,0,0.0,0,0
67,2012,2012-10-28,7,25.332,PHI,,ATL,L 17-30,*,8,5,59,11.80,0,62.5%,7.38,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
68,2012,2012-11-05,8,25.340,PHI,@,NOR,L 13-28,*,7,3,100,33.33,1,42.9%,14.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
69,2012,2012-11-11,9,25.346,PHI,,DAL,L 23-38,*,8,5,62,12.40,0,62.5%,7.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
70,2012,2012-11-18,10,25.353,PHI,@,WAS,L 6-31,*,9,2,5,2.50,0,22.2%,0.56,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
71,2012,2012-11-26,11,25.361,PHI,,CAR,L 22-30,*,1,1,9,9.00,0,100.0%,9.00,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
72,2013,2013-09-09,1,26.282,PHI,@,WAS,W 33-27,*,9,7,104,14.86,1,77.8%,11.56,0,0,,0,0,0,,0,0,0,,0,0,,,1,10,10.00,0,0,0,,0,1,6,0.0,0,0
73,2013,2013-09-15,2,26.288,PHI,,SDG,L 30-33,*,15,9,193,21.44,1,60.0%,12.87,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
74,2013,2013-09-19,3,26.292,PHI,,KAN,L 16-26,*,7,3,62,20.67,0,42.9%,8.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
75,2013,2013-09-29,4,26.302,PHI,@,DEN,L 20-52,*,6,2,34,17.00,0,33.3%,5.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
76,2013,2013-10-06,5,26.309,PHI,@,NYG,W 36-21,*,12,7,132,18.86,1,58.3%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
77,2013,2013-10-13,6,26.316,PHI,@,TAM,W 31-20,*,6,6,64,10.67,2,100.0%,10.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12,0.0,0,0
78,2013,2013-10-20,7,26.323,PHI,,DAL,L 3-17,*,8,3,21,7.00,0,37.5%,2.63,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
79,2013,2013-10-27,8,26.330,PHI,,NYG,L 7-15,*,11,8,63,7.88,0,72.7%,5.73,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,1,0
80,2013,2013-11-03,9,26.337,PHI,@,OAK,W 49-20,*,6,5,150,30.00,1,83.3%,25.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,39,13.00,0,1,6,0.0,0,0
81,2013,2013-11-10,10,26.344,PHI,@,GNB,W 27-13,*,5,4,80,20.00,1,80.0%,16.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
82,2013,2013-11-17,11,26.351,PHI,,WAS,W 24-16,*,4,4,82,20.50,0,100.0%,20.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,6,3.00,0,0,0,0.0,0,0
83,2013,2013-12-01,12,27.000,PHI,,ARI,W 24-21,*,6,3,36,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,11,3.67,0,0,0,0.0,0,0
84,2013,2013-12-08,13,27.007,PHI,,DET,W 34-20,*,6,4,59,14.75,1,66.7%,9.83,1,-10,-10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,-7,-3.50,0,1,6,0.0,0,0
85,2013,2013-12-15,14,27.014,PHI,@,MIN,L 30-48,*,16,10,195,19.50,1,62.5%,12.19,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,1.00,0,1,6,0.0,0,0
86,2013,2013-12-22,15,27.021,PHI,,CHI,W 54-11,*,5,4,29,7.25,0,80.0%,5.80,2,12,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,-3,-3.00,0,0,0,0.0,0,0
87,2013,2013-12-29,16,27.028,PHI,@,DAL,W 24-22,*,4,3,28,9.33,0,75.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,24,12.00,0,0,0,0.0,0,0
88,2014,2014-09-07,1,27.280,WAS,@,HOU,L 6-17,*,9,8,62,7.75,0,88.9%,6.89,1,-9,-9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
89,2014,2014-09-14,2,27.287,WAS,,JAX,W 41-10,*,2,1,19,19.00,0,50.0%,9.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
90,2014,2014-09-21,3,27.294,WAS,@,PHI,L 34-37,*,11,5,117,23.40,1,45.5%,10.64,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
91,2014,2014-09-25,4,27.298,WAS,,NYG,L 14-45,,4,1,9,9.00,0,25.0%,2.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
92,2014,2014-10-06,5,27.309,WAS,,SEA,L 17-27,*,11,5,157,31.40,1,45.5%,14.27,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
93,2014,2014-10-12,6,27.315,WAS,@,ARI,L 20-30,*,5,3,115,38.33,1,60.0%,23.00,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,1,0
94,2014,2014-10-19,7,27.322,WAS,,TEN,W 19-17,*,5,3,49,16.33,0,60.0%,9.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
95,2014,2014-10-27,8,27.330,WAS,@,DAL,W 20-17,,7,6,136,22.67,0,85.7%,19.43,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
96,2014,2014-11-02,9,27.336,WAS,@,MIN,L 26-29,*,7,4,120,30.00,1,57.1%,17.14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
97,2014,2014-11-16,10,27.350,WAS,,TAM,L 7-27,*,6,4,35,8.75,0,66.7%,5.83,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
98,2014,2014-11-23,11,27.357,WAS,@,SFO,L 13-17,*,5,2,39,19.50,0,40.0%,7.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,0,0,0.0,0,0
99,2014,2014-11-30,12,27.364,WAS,@,IND,L 27-49,*,6,5,84,16.80,1,83.3%,14.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
100,2014,2014-12-14,14,28.013,WAS,@,NYG,L 13-24,*,8,3,15,5.00,0,37.5%,1.88,1,9,9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
101,2014,2014-12-20,15,28.019,WAS,,PHI,W 27-24,*,6,4,126,31.50,0,66.7%,21.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,1,0
102,2014,2014-12-28,16,28.027,WAS,,DAL,L 17-44,*,3,2,86,43.00,1,66.7%,28.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
103,2015,2015-09-13,1,28.286,WAS,,MIA,L 10-17,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
104,2015,2015-11-08,8,28.342,WAS,@,NWE,L 10-27,*,6,3,15,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
105,2015,2015-11-15,9,28.349,WAS,,NOR,W 47-14,*,5,2,44,22.00,0,40.0%,8.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
106,2015,2015-11-22,10,28.356,WAS,@,CAR,L 16-44,*,8,5,87,17.40,1,62.5%,10.88,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
107,2015,2015-11-29,11,28.363,WAS,,NYG,W 20-14,*,4,2,66,33.00,1,50.0%,16.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,2,2.00,0,1,6,0.0,0,0
108,2015,2015-12-07,12,29.006,WAS,,DAL,L 16-19,*,7,6,80,13.33,1,85.7%,11.43,0,0,,0,0,0,,0,0,0,,0,0,,,1,8,8.00,0,1,-7,-7.00,0,1,6,0.0,0,0
109,2015,2015-12-13,13,29.012,WAS,@,CHI,W 24-21,*,4,2,43,21.50,0,50.0%,10.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
110,2015,2015-12-20,14,29.019,WAS,,BUF,W 35-25,*,8,6,153,25.50,1,75.0%,19.13,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
111,2015,2015-12-26,15,29.025,WAS,@,PHI,W 38-24,*,6,4,40,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
112,2015,2016-01-03,16,29.033,WAS,@,DAL,W 34-23,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
113,2016,2016-09-12,1,29.286,WAS,,PIT,L 16-38,*,10,6,102,17.00,0,60.0%,10.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
114,2016,2016-09-18,2,29.292,WAS,,DAL,L 23-27,*,5,3,40,13.33,0,60.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
115,2016,2016-09-25,3,29.299,WAS,@,NYG,W 29-27,*,8,5,96,19.20,1,62.5%,12.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
116,2016,2016-10-02,4,29.306,WAS,,CLE,W 31-20,*,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
117,2016,2016-10-09,5,29.313,WAS,@,BAL,W 16-10,*,7,3,35,11.67,0,42.9%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
118,2016,2016-10-16,6,29.320,WAS,,PHI,W 27-20,*,9,4,55,13.75,0,44.4%,6.11,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
119,2016,2016-10-23,7,29.327,WAS,@,DET,L 17-20,*,8,5,35,7.00,0,62.5%,4.38,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
120,2016,2016-10-30,8,29.334,WAS,@,CIN,T 27-27,*,7,3,48,16.00,0,42.9%,6.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
121,2016,2016-11-20,10,29.355,WAS,,GNB,W 42-24,*,6,4,51,12.75,1,66.7%,8.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
122,2016,2016-11-24,11,29.359,WAS,@,DAL,L 26-31,*,8,4,118,29.50,1,50.0%,14.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
