ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
11,1961,1961-12-10,13,22.096,SFO,,GNB,W 22-21,,0,0,,0,0,0,,0,0,,,3,9,3.00,0,0,0,,0,0,0,0,0,,0
12,1962,1962-09-16,1,23.011,SFO,,CHI,L 14-30,,0,0,,0,0,0,,0,0,,,0,0,,0,1,3,3.00,0,0,0,0,0,,0
13,1962,1962-09-23,2,23.018,SFO,@,DET,L 24-45,,2,4,50.00,49,1,0,134.4,0,0,12.25,17.25,8,25,3.13,0,4,83,20.75,0,0,0,0,0,,0
14,1962,1962-09-30,3,23.025,SFO,,MIN,W 21-7,,0,0,,0,0,0,,0,0,,,9,61,6.78,2,2,25,12.50,0,2,12,0,0,,0
15,1962,1962-10-07,4,23.032,SFO,@,BAL,W 21-13,,0,0,,0,0,0,,0,0,,,12,68,5.67,2,2,7,3.50,0,2,12,0,0,,0
16,1962,1962-10-14,5,23.039,SFO,@,CHI,W 34-27,,0,0,,0,0,0,,0,0,,,9,81,9.00,0,0,0,,0,0,0,0,0,,0
17,1962,1962-10-21,6,23.046,SFO,@,GNB,L 13-31,,0,0,,0,0,0,,0,0,,,4,24,6.00,0,1,6,6.00,0,0,0,0,0,,0
18,1962,1962-10-28,7,23.053,SFO,,RAM,L 14-28,,0,0,,0,0,0,,0,0,,,1,16,16.00,0,1,13,13.00,0,0,0,0,0,,0
19,1962,1962-11-04,8,23.060,SFO,,BAL,L 3-22,*,3,5,60.00,42,0,2,47.5,0,0,8.40,-9.60,6,13,2.17,0,0,0,,0,0,0,0,0,,0
20,1962,1962-11-11,9,23.067,SFO,,DET,L 24-38,,2,3,66.67,87,0,1,70.1,0,0,29.00,14.00,7,27,3.86,0,1,0,0.00,0,0,0,0,0,,0
21,1962,1962-11-18,10,23.074,SFO,@,RAM,W 24-17,,0,0,,0,0,0,,0,0,,,19,101,5.32,1,2,1,0.50,1,2,12,0,0,,0
22,1962,1962-11-25,11,23.081,SFO,@,STL,W 24-17,,0,0,,0,0,0,,0,0,,,11,32,2.91,0,0,0,,0,0,0,0,0,,0
23,1962,1962-12-02,12,23.088,SFO,@,MIN,W 35-12,,1,1,100.00,13,0,0,118.7,0,0,13.00,13.00,7,30,4.29,0,2,14,7.00,0,0,0,0,0,,0
24,1964,1964-09-20,2,25.015,SFO,@,PHI,W 28-24,,1,2,50.00,8,1,0,100.0,0,0,4.00,14.00,1,3,3.00,0,0,0,,0,0,0,0,0,,0
25,1964,1964-09-27,3,25.022,SFO,,STL,L 13-23,,1,1,100.00,-9,0,0,79.2,0,0,-9.00,-9.00,2,4,2.00,0,0,0,,0,0,0,0,0,,0
26,1964,1964-10-04,4,25.029,SFO,,CHI,W 31-21,,0,0,,0,0,0,,0,0,,,4,15,3.75,0,0,0,,0,0,0,0,0,,0
27,1964,1964-10-11,5,25.036,SFO,@,GNB,L 14-24,,0,0,,0,0,0,,0,0,,,1,2,2.00,0,0,0,,0,0,0,0,0,,0
28,1964,1964-10-18,6,25.043,SFO,@,RAM,L 14-42,,2,2,100.00,33,0,0,118.7,0,0,16.50,16.50,6,16,2.67,0,2,42,21.00,0,0,0,0,0,,0
29,1964,1964-10-25,7,25.050,SFO,,MIN,L 22-27,,2,2,100.00,37,0,0,118.7,0,0,18.50,18.50,8,44,5.50,0,2,32,16.00,0,0,0,0,0,,0
30,1964,1964-11-01,8,25.057,SFO,@,BAL,L 7-37,,1,3,33.33,11,0,0,45.1,0,0,3.67,3.67,6,15,2.50,0,6,57,9.50,0,0,0,0,0,,0
31,1964,1964-11-08,9,25.064,SFO,@,MIN,L 7-24,,0,0,,0,0,0,,0,0,,,8,14,1.75,0,1,5,5.00,0,0,0,0,0,,0
32,1964,1964-12-06,13,25.092,SFO,,RAM,W 28-7,,1,4,25.00,12,0,1,0.0,0,0,3.00,-8.25,0,0,,0,0,0,,0,0,0,0,0,,0
33,1966,1966-09-30,3,27.025,SFO,@,RAM,L 3-34,,1,2,50.00,14,0,0,72.9,0,0,7.00,7.00,0,0,,0,0,0,,0,0,0,0,0,,0
34,1966,1966-10-16,5,27.041,SFO,@,ATL,W 44-7,,2,7,28.57,50,0,1,17.3,0,0,7.14,0.71,2,22,11.00,0,0,0,,0,0,0,2,58,29.00,0
35,1966,1966-10-23,6,27.048,SFO,,DET,W 27-24,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,5,176,35.20,0
36,1966,1966-12-11,13,27.097,SFO,,CHI,W 41-14,,2,7,28.57,20,0,0,39.6,0,0,2.86,2.86,1,1,1.00,0,0,0,,0,0,0,0,0,,0
37,1967,1967-09-17,1,28.012,NOR,,RAM,L 13-27,*,19,40,47.50,200,0,2,41.7,0,0,5.00,2.75,5,65,13.00,0,0,0,,0,0,0,0,0,,0
38,1967,1967-09-24,2,28.019,NOR,,WAS,L 10-30,*,13,25,52.00,167,1,0,86.6,0,0,6.68,7.48,4,33,8.25,0,0,0,,0,0,0,0,0,,0
39,1967,1967-10-01,3,28.026,NOR,,CLE,L 7-42,*,11,25,44.00,135,0,3,21.7,0,0,5.40,0.00,1,-3,-3.00,0,0,0,,0,0,0,0,0,,0
40,1967,1967-10-15,5,28.040,NOR,@,DAL,L 10-14,,8,18,44.44,105,0,0,63.4,0,0,5.83,5.83,3,6,2.00,0,0,0,,0,0,0,0,0,,0
41,1967,1967-10-22,6,28.047,NOR,@,SFO,L 13-27,,3,9,33.33,26,0,1,2.8,0,0,2.89,-2.11,1,0,0.00,0,0,0,,0,0,0,0,0,,0
42,1967,1967-11-12,9,28.068,NOR,,DAL,L 10-27,,2,4,50.00,30,0,1,35.4,0,0,7.50,-3.75,0,0,,0,0,0,,0,0,0,0,0,,0
43,1967,1967-11-19,10,28.075,NOR,@,PHI,L 21-48,,7,12,58.33,156,2,1,107.6,0,0,13.00,12.58,0,0,,0,0,0,,0,0,0,0,0,,0
44,1967,1967-11-26,11,28.082,NOR,,ATL,W 27-24,,7,15,46.67,112,1,0,94.3,0,0,7.47,8.80,1,9,9.00,0,0,0,,0,0,0,0,0,,0
45,1967,1967-12-03,12,28.089,NOR,@,STL,L 20-31,*,13,32,40.63,148,0,1,42.2,0,0,4.63,3.22,3,20,6.67,1,0,0,,0,1,6,0,0,,0
46,1967,1967-12-17,14,28.103,NOR,@,WAS,W 30-14,,14,24,58.33,262,2,2,89.2,0,0,10.92,8.83,2,12,6.00,0,0,0,,0,0,0,0,0,,0
47,1968,1968-09-15,1,29.010,NOR,,CLE,L 10-24,*,15,31,48.39,152,0,3,23.3,0,0,4.90,0.55,2,1,0.50,1,0,0,,0,1,6,0,0,,0
48,1968,1968-09-22,2,29.017,NOR,,WAS,W 37-17,*,13,21,61.90,183,2,1,101.9,0,0,8.71,8.48,1,5,5.00,0,0,0,,0,0,0,0,0,,0
49,1968,1968-09-29,3,29.024,NOR,,STL,L 20-21,*,18,26,69.23,226,2,1,105.6,0,0,8.69,8.50,3,6,2.00,0,0,0,,0,0,0,0,0,,0
50,1968,1968-10-06,4,29.031,NOR,@,NYG,L 21-38,*,24,42,57.14,225,2,3,58.1,0,0,5.36,3.10,4,31,7.75,0,0,0,,0,0,0,0,0,,0
51,1968,1968-10-13,5,29.038,NOR,,MIN,W 20-17,*,9,17,52.94,93,1,3,49.0,0,0,5.47,-1.29,3,22,7.33,0,0,0,,0,0,0,0,0,,0
52,1968,1968-10-20,6,29.045,NOR,@,PIT,W 16-12,*,12,24,50.00,178,0,0,74.7,0,0,7.42,7.42,2,14,7.00,0,0,0,,0,0,0,0,0,,0
53,1968,1968-10-27,7,29.052,NOR,@,STL,L 17-31,*,16,30,53.33,216,2,1,84.9,0,0,7.20,7.03,1,2,2.00,0,0,0,,0,0,0,0,0,,0
54,1968,1968-11-03,8,29.059,NOR,,DAL,L 3-17,*,5,12,41.67,46,0,0,52.8,0,0,3.83,3.83,0,0,,0,0,0,,0,0,0,0,0,,0
55,1968,1968-11-24,11,29.080,NOR,@,DET,T 20-20,,6,12,50.00,53,1,0,89.9,0,0,4.42,6.08,0,0,,0,0,0,,0,0,0,0,0,,0
56,1968,1968-12-01,12,29.087,NOR,,CHI,L 17-23,*,13,32,40.63,186,2,4,41.4,0,0,5.81,1.44,1,-3,-3.00,0,0,0,,0,0,0,0,0,,0
57,1968,1968-12-08,13,29.094,NOR,@,PHI,L 17-29,*,19,32,59.38,210,1,1,76.3,0,0,6.56,5.78,4,19,4.75,1,0,0,,0,1,6,0,0,,0
58,1968,1968-12-15,14,29.101,NOR,,PIT,W 24-14,*,17,36,47.22,292,2,0,93.7,0,0,8.11,9.22,0,0,,0,0,0,,0,0,0,0,0,,0
59,1969,1969-09-21,1,30.016,NOR,,WAS,L 20-26,*,11,21,52.38,126,1,0,86.6,0,0,6.00,6.95,2,4,2.00,0,0,0,,0,0,0,0,0,,0
60,1969,1969-09-28,2,30.023,NOR,,DAL,L 17-21,*,22,37,59.46,276,2,2,78.2,0,0,7.46,6.11,0,0,,0,0,0,,0,0,0,0,0,,0
61,1969,1969-10-05,3,30.030,NOR,@,RAM,L 17-36,*,12,36,33.33,191,2,3,35.8,0,0,5.31,2.67,1,-6,-6.00,0,0,0,,0,0,0,0,0,,0
62,1969,1969-10-12,4,30.037,NOR,,CLE,L 17-27,*,13,19,68.42,163,0,1,72.9,0,0,8.58,6.21,0,0,,0,0,0,,0,0,0,0,0,,0
63,1969,1969-10-19,5,30.044,NOR,,BAL,L 10-30,*,20,35,57.14,219,0,1,63.9,0,0,6.26,4.97,1,1,1.00,0,0,0,,0,0,0,0,0,,0
64,1969,1969-10-26,6,30.051,NOR,@,PHI,L 10-13,*,11,25,44.00,138,0,2,28.4,0,0,5.52,1.92,1,4,4.00,0,0,0,,0,0,0,0,0,,0
65,1969,1969-11-02,7,30.058,NOR,@,STL,W 51-42,*,22,32,68.75,345,6,1,130.9,0,0,10.78,13.13,2,0,0.00,0,0,0,,0,0,0,0,0,,0
66,1969,1969-11-09,8,30.065,NOR,@,DAL,L 17-33,*,11,24,45.83,145,2,2,58.5,0,0,6.04,3.96,2,-2,-1.00,0,0,0,,0,0,0,0,0,,0
67,1969,1969-11-16,9,30.072,NOR,@,NYG,W 25-24,*,10,19,52.63,153,1,0,97.0,0,0,8.05,9.11,1,12,12.00,0,0,0,,0,0,0,0,0,,0
68,1969,1969-11-23,10,30.079,NOR,,SFO,W 43-38,*,13,24,54.17,235,2,0,115.8,0,0,9.79,11.46,0,0,,0,0,0,,0,0,0,0,0,,0
69,1969,1969-11-30,11,30.086,NOR,,PHI,W 26-17,*,18,33,54.55,201,1,0,83.0,0,0,6.09,6.70,1,5,5.00,0,0,0,,0,0,0,0,0,,0
70,1969,1969-12-07,12,30.093,NOR,@,ATL,L 17-45,*,11,19,57.89,82,1,2,46.3,0,0,4.32,0.63,0,0,,0,0,0,,0,0,0,0,0,,0
71,1969,1969-12-14,13,30.100,NOR,@,WAS,L 14-17,*,4,8,50.00,39,0,2,24.5,0,0,4.88,-6.38,0,0,,0,0,0,,0,0,0,0,0,,0
72,1969,1969-12-21,14,30.107,NOR,,PIT,W 27-24,*,15,28,53.57,219,2,1,88.2,0,0,7.82,7.64,0,0,,0,0,0,,0,0,0,0,0,,0
73,1970,1970-09-20,1,31.015,NOR,,ATL,L 3-14,*,14,22,63.64,143,0,1,63.3,0,0,6.50,4.45,2,7,3.50,0,0,0,,0,0,0,0,0,,0
74,1970,1970-09-27,2,31.022,NOR,@,MIN,L 0-26,*,6,20,30.00,16,0,2,0.0,0,0,0.80,-3.70,1,0,0.00,0,0,0,,0,0,0,0,0,,0
75,1970,1970-10-04,3,31.029,NOR,,NYG,W 14-10,*,1,3,33.33,11,0,1,5.6,0,0,3.67,-11.33,1,4,4.00,0,0,0,,0,0,0,0,0,,0
76,1970,1970-10-18,5,31.043,NOR,@,SFO,T 20-20,,8,13,61.54,110,2,1,96.2,0,0,8.46,8.08,2,2,1.00,0,0,0,,0,0,0,0,0,,0
77,1970,1970-10-25,6,31.050,NOR,@,ATL,L 14-32,,9,14,64.29,90,1,1,76.5,0,0,6.43,4.64,0,0,,0,0,0,,0,0,0,0,0,,0
78,1970,1970-11-01,7,31.057,NOR,,RAM,L 17-30,,8,15,53.33,81,0,1,41.3,0,0,5.40,2.40,0,0,,0,0,0,,0,0,0,0,0,,0
79,1970,1970-11-08,8,31.064,NOR,,DET,W 19-17,*,16,28,57.14,141,0,0,70.7,0,0,5.04,5.04,0,0,,0,0,0,,0,0,0,0,0,,0
80,1970,1970-11-15,9,31.071,NOR,@,MIA,L 10-21,*,13,23,56.52,197,0,2,48.6,0,0,8.57,4.65,3,34,11.33,0,0,0,,0,0,0,0,0,,0
81,1970,1970-11-22,10,31.078,NOR,,DEN,L 6-31,*,20,34,58.82,238,0,2,55.8,0,0,7.00,4.35,1,1,1.00,0,0,0,,0,0,0,0,0,,0
82,1970,1970-11-29,11,31.085,NOR,@,CIN,L 6-26,*,8,16,50.00,100,0,2,30.2,0,0,6.25,0.63,0,0,,0,0,0,,0,0,0,0,0,,0
83,1970,1970-12-06,12,31.092,NOR,@,RAM,L 16-34,*,10,16,62.50,105,0,0,81.5,0,0,6.56,6.56,0,0,,0,0,0,,0,0,0,0,0,,0
84,1970,1970-12-13,13,31.099,NOR,,SFO,L 27-38,*,15,22,68.18,261,3,1,129.0,0,0,11.86,12.55,1,0,0.00,0,0,0,,0,0,0,0,0,,0
85,1970,1970-12-20,14,31.106,NOR,,CHI,L 3-24,*,7,11,63.64,64,0,3,39.8,0,0,5.82,-6.45,1,-6,-6.00,0,0,0,,0,0,0,0,0,,0
86,1971,1971-09-19,1,32.014,WAS,@,STL,W 24-17,*,6,17,35.29,65,1,0,67.0,0,0,3.82,5.00,3,2,0.67,0,0,0,,0,0,0,0,0,,0
87,1971,1971-09-26,2,32.021,WAS,@,NYG,W 30-3,*,23,32,71.88,309,2,0,123.0,0,0,9.66,10.91,0,0,,0,0,0,,0,0,0,0,0,,0
88,1971,1971-10-03,3,32.028,WAS,@,DAL,W 20-16,*,5,10,50.00,94,1,1,76.7,0,0,9.40,6.90,1,2,2.00,0,0,0,,0,0,0,0,0,,0
89,1971,1971-10-10,4,32.035,WAS,,HOU,W 22-13,*,10,21,47.62,136,0,0,68.7,0,0,6.48,6.48,3,-1,-0.33,0,0,0,,0,0,0,0,0,,0
90,1971,1971-10-17,5,32.042,WAS,,STL,W 20-0,*,9,17,52.94,126,0,1,52.6,0,0,7.41,4.76,1,3,3.00,1,0,0,,0,1,6,0,0,,0
91,1971,1971-10-24,6,32.049,WAS,@,KAN,L 20-27,*,15,38,39.47,220,2,1,65.7,0,0,5.79,5.66,1,0,0.00,0,0,0,,0,0,0,0,0,,0
92,1971,1971-10-31,7,32.056,WAS,,NOR,W 24-14,*,13,22,59.09,204,1,2,67.2,0,0,9.27,6.09,2,2,1.00,1,0,0,,0,1,6,0,0,,0
93,1971,1971-11-07,8,32.063,WAS,,PHI,T 7-7,*,12,24,50.00,153,1,4,44.6,0,0,6.38,-0.29,0,0,,0,0,0,,0,0,0,0,0,,0
94,1971,1971-11-14,9,32.070,WAS,@,CHI,L 15-16,*,20,30,66.67,163,0,0,80.3,0,0,5.43,5.43,0,0,,0,0,0,,0,0,0,0,0,,0
95,1971,1971-11-21,10,32.077,WAS,,DAL,L 0-13,*,10,16,62.50,118,0,0,84.9,0,0,7.38,7.38,0,0,,0,0,0,,0,0,0,0,0,,0
96,1971,1971-11-28,11,32.084,WAS,@,PHI,W 20-13,,7,13,53.85,104,1,0,105.9,0,0,8.00,9.54,4,-3,-0.75,0,0,0,,0,0,0,0,0,,0
97,1971,1971-12-05,12,32.091,WAS,,NYG,W 23-7,*,4,14,28.57,54,0,1,13.4,0,0,3.86,0.64,1,0,0.00,0,0,0,,0,0,0,0,0,,0
98,1971,1971-12-13,13,32.099,WAS,@,RAM,W 38-24,*,14,19,73.68,246,3,1,133.2,0,0,12.95,13.74,1,0,0.00,0,0,0,,0,0,0,0,0,,0
99,1971,1971-12-19,14,32.105,WAS,,CLE,L 13-20,*,18,33,54.55,229,1,2,61.3,0,0,6.94,4.82,0,0,,0,0,0,,0,0,0,0,0,,0
100,1972,1972-09-18,1,33.013,WAS,@,MIN,W 24-21,*,7,17,41.18,57,0,1,25.9,0,0,3.35,0.71,1,-1,-1.00,0,0,0,,0,0,0,0,0,,0
101,1972,1972-09-24,2,33.019,WAS,,STL,W 24-10,*,13,22,59.09,97,2,0,100.0,0,0,4.41,6.23,0,0,,0,0,0,,0,0,0,0,0,,0
102,1972,1972-10-01,3,33.026,WAS,@,NWE,L 23-24,*,14,30,46.67,213,3,1,90.0,0,0,7.10,7.60,0,0,,0,0,0,,0,0,0,0,0,,0
103,1972,1972-10-15,5,33.040,WAS,@,STL,W 33-3,,2,2,100.00,27,0,0,118.7,0,0,13.50,13.50,0,0,,0,0,0,,0,0,0,0,0,,0
104,1972,1972-10-29,7,33.054,WAS,@,NYG,W 23-16,,8,16,50.00,114,2,1,87.0,0,0,7.13,6.81,0,0,,0,0,0,,0,0,0,0,0,,0
105,1972,1972-11-05,8,33.061,WAS,@,NYJ,W 35-17,*,7,16,43.75,222,3,1,104.2,0,0,13.88,14.81,0,0,,0,0,0,,0,0,0,0,0,,0
106,1972,1972-11-12,9,33.068,WAS,,NYG,W 27-13,*,15,23,65.22,256,1,1,99.2,0,0,11.13,10.04,0,0,,0,0,0,,0,0,0,0,0,,0
107,1972,1972-11-20,10,33.076,WAS,,ATL,W 24-13,*,10,19,52.63,109,2,1,83.0,0,0,5.74,5.47,0,0,,0,0,0,,0,0,0,0,0,,0
108,1972,1972-11-26,11,33.082,WAS,,GNB,W 21-16,*,14,21,66.67,158,2,0,120.7,0,0,7.52,9.43,1,-3,-3.00,0,0,0,,0,0,0,0,0,,0
109,1972,1972-12-03,12,33.089,WAS,@,PHI,W 23-7,*,12,15,80.00,155,1,0,131.9,0,0,10.33,11.67,1,1,1.00,0,0,0,,0,0,0,0,0,,0
110,1972,1972-12-09,13,33.095,WAS,@,DAL,L 24-34,*,14,29,48.28,178,3,2,73.6,0,0,6.14,5.10,0,0,,0,0,0,,0,0,0,0,0,,0
111,1972,1972-12-17,14,33.103,WAS,,BUF,L 17-24,*,4,15,26.67,62,0,3,4.7,0,0,4.13,-4.87,0,0,,0,0,0,,0,0,0,0,0,,0
112,1973,1973-09-16,1,34.011,WAS,,SDG,W 38-0,*,10,18,55.56,129,2,0,115.3,0,0,7.17,9.39,2,0,0.00,0,0,0,,0,0,0,0,0,,0
113,1973,1973-09-23,2,34.018,WAS,@,STL,L 27-34,*,14,22,63.64,161,1,0,100.8,0,0,7.32,8.23,0,0,,0,0,0,,0,0,0,0,0,,0
114,1973,1973-10-21,6,34.046,WAS,,STL,W 31-13,*,20,33,60.61,294,2,3,72.0,0,0,8.91,6.03,0,0,,0,0,0,,0,0,0,0,0,,0
115,1973,1973-10-28,7,34.053,WAS,@,NOR,L 3-19,*,6,12,50.00,76,0,1,35.4,0,0,6.33,2.58,0,0,,0,0,0,,0,0,0,0,0,,0
116,1973,1973-11-05,8,34.061,WAS,@,PIT,L 16-21,*,9,22,40.91,76,1,2,27.8,0,0,3.45,0.27,1,0,0.00,0,0,0,,0,0,0,0,0,,0
117,1973,1973-11-11,9,34.067,WAS,,SFO,W 33-9,*,22,39,56.41,267,2,0,94.7,0,0,6.85,7.87,1,0,0.00,0,0,0,,0,0,0,0,0,,0
118,1973,1973-11-18,10,34.074,WAS,,BAL,W 22-14,*,10,20,50.00,152,0,1,54.6,0,0,7.60,5.35,0,0,,0,0,0,,0,0,0,0,0,,0
119,1973,1973-11-22,11,34.078,WAS,@,DET,W 20-0,*,12,22,54.55,112,2,0,99.1,0,0,5.09,6.91,1,2,2.00,0,0,0,,0,0,0,0,0,,0
120,1973,1973-12-02,12,34.088,WAS,,NYG,W 27-24,*,6,15,40.00,138,0,1,46.0,0,0,9.20,6.20,2,5,2.50,0,0,0,,0,0,0,0,0,,0
121,1973,1973-12-16,14,34.102,WAS,,PHI,W 38-20,*,13,24,54.17,251,4,1,113.0,0,0,10.46,11.92,2,3,1.50,0,0,0,,0,0,0,0,0,,0
122,1974,1974-09-15,1,35.010,WAS,@,NYG,W 13-10,*,9,19,47.37,83,0,1,37.8,0,0,4.37,2.00,0,0,,0,0,0,,0,0,0,0,0,,0
123,1974,1974-09-22,2,35.017,WAS,,STL,L 10-17,*,19,33,57.58,212,1,1,74.3,0,0,6.42,5.67,2,13,6.50,0,0,0,,0,0,0,0,0,,0
124,1974,1974-09-30,3,35.025,WAS,,DEN,W 30-3,*,17,23,73.91,223,2,0,133.1,0,0,9.70,11.43,0,0,,0,0,0,,0,0,0,0,0,,0
125,1974,1974-10-06,4,35.031,WAS,@,CIN,L 17-28,*,12,21,57.14,148,0,0,79.1,0,0,7.05,7.05,0,0,,0,0,0,,0,0,0,0,0,,0
126,1974,1974-10-20,6,35.045,WAS,,NYG,W 24-3,,3,6,50.00,7,0,0,56.2,0,0,1.17,1.17,0,0,,0,0,0,,0,0,0,0,0,,0
127,1974,1974-11-03,8,35.059,WAS,@,GNB,W 17-6,*,14,24,58.33,159,1,2,57.5,0,0,6.63,3.71,0,0,,0,0,0,,0,0,0,0,0,,0
128,1974,1974-11-10,9,35.066,WAS,@,PHI,W 27-20,*,7,19,36.84,86,0,1,29.7,0,0,4.53,2.16,0,0,,0,0,0,,0,0,0,0,0,,0
129,1974,1974-11-17,10,35.073,WAS,,DAL,W 28-21,*,11,19,57.89,161,1,0,103.2,0,0,8.47,9.53,1,9,9.00,0,0,0,,0,0,0,0,0,,0
130,1974,1974-11-24,11,35.080,WAS,,PHI,W 26-7,*,18,24,75.00,172,1,0,108.3,0,0,7.17,8.00,2,7,3.50,0,0,0,,0,0,0,0,0,,0
131,1974,1974-11-28,12,35.084,WAS,@,DAL,L 23-24,*,8,17,47.06,112,1,0,88.4,0,0,6.59,7.76,0,0,,0,0,0,,0,0,0,0,0,,0
132,1974,1974-12-09,13,35.095,WAS,@,RAM,W 23-17,*,19,29,65.52,269,3,1,115.4,0,0,9.28,9.79,1,-2,-2.00,0,0,0,,0,0,0,0,0,,0
133,1975,1975-09-21,1,36.016,WAS,,NOR,W 41-3,*,14,26,53.85,199,4,1,102.4,0,0,7.65,9.00,1,11,11.00,0,0,0,,0,0,0,0,0,,0
134,1975,1975-09-28,2,36.023,WAS,,NYG,W 49-13,*,14,24,58.33,176,2,1,91.7,0,0,7.33,7.13,0,0,,0,0,0,,0,0,0,0,0,,0
135,1975,1975-10-05,3,36.030,WAS,@,PHI,L 10-26,*,17,32,53.13,135,1,3,35.3,0,0,4.22,0.63,1,2,2.00,0,0,0,,0,0,0,0,0,,0
136,1975,1975-10-13,4,36.038,WAS,,STL,W 27-17,*,15,29,51.72,168,0,0,69.3,0,0,5.79,5.79,2,3,1.50,0,0,0,,0,0,0,0,0,,0
137,1975,1975-10-19,5,36.044,WAS,@,HOU,L 10-13,*,12,29,41.38,224,1,2,51.5,0,0,7.72,5.31,1,5,5.00,0,0,0,,0,0,0,0,0,,0
138,1975,1975-10-26,6,36.051,WAS,@,CLE,W 23-7,*,15,33,45.45,207,2,0,86.3,0,0,6.27,7.48,0,0,,0,0,0,,0,0,0,0,0,,0
139,1975,1975-11-02,7,36.058,WAS,,DAL,W 30-24,*,21,39,53.85,301,3,4,65.2,0,0,7.72,4.64,2,4,2.00,1,0,0,,0,1,6,0,0,,0
140,1975,1975-11-09,8,36.065,WAS,@,NYG,W 21-13,*,2,7,28.57,109,1,2,79.2,0,0,15.57,5.57,0,0,,0,0,0,,0,0,0,0,0,,0
141,1975,1975-11-23,10,36.079,WAS,,OAK,L 23-26,*,18,39,46.15,233,2,2,61.2,0,0,5.97,4.69,0,0,,0,0,0,,0,0,0,0,0,,0
142,1975,1975-11-30,11,36.086,WAS,,MIN,W 31-30,*,13,25,52.00,233,3,0,123.8,0,0,9.32,11.72,0,0,,0,0,0,,0,0,0,0,0,,0
143,1975,1975-12-07,12,36.093,WAS,@,ATL,W 30-27,*,25,38,65.79,320,3,1,107.3,0,0,8.42,8.82,4,9,2.25,0,0,0,,0,0,0,0,0,,0
144,1975,1975-12-13,13,36.099,WAS,@,DAL,L 10-31,*,12,25,48.00,135,1,0,77.9,0,0,5.40,6.20,0,0,,0,0,0,,0,0,0,0,0,,0
145,1976,1976-09-12,1,37.007,WAS,,NYG,W 19-17,*,17,35,48.57,257,2,1,80.3,0,0,7.34,7.20,3,-3,-1.00,0,0,0,,0,0,0,0,0,,0
146,1976,1976-09-19,2,37.014,WAS,,SEA,W 31-7,*,17,25,68.00,184,3,1,112.3,0,0,7.36,7.96,0,0,,0,0,0,,0,0,0,0,0,,0
147,1976,1976-09-27,3,37.022,WAS,@,PHI,W 20-17,*,11,33,33.33,96,0,3,4.5,0,0,2.91,-1.18,0,0,,0,0,0,,0,0,0,0,0,,0
148,1976,1976-10-03,4,37.028,WAS,@,CHI,L 7-33,*,4,6,66.67,23,0,0,73.6,0,0,3.83,3.83,2,-9,-4.50,0,0,0,,0,0,0,0,0,,0
