ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2016,2016-11-27,11,23.039,CIN,@,BAL,L 14-19,,0.0,0,0,0,0,0
2,2016,2016-12-04,12,23.046,CIN,,PHI,W 32-14,,0.0,0,0,0,0,0
3,2016,2016-12-11,13,23.053,CIN,@,CLE,W 23-10,,0.0,0,0,0,0,0
4,2016,2016-12-18,14,23.060,CIN,,PIT,L 20-24,,0.0,0,0,0,0,0
5,2016,2017-01-01,16,23.074,CIN,,BAL,W 27-10,,0.0,0,0,1,0,0
6,2017,2017-09-10,1,23.326,CIN,,BAL,L 0-20,,0.0,0,0,0,0,0
7,2017,2017-10-01,4,23.347,CIN,@,CLE,W 31-7,,0.0,5,0,0,0,0
8,2017,2017-10-08,5,23.354,CIN,,BUF,W 20-16,,0.0,0,0,0,0,0
9,2017,2017-10-22,6,24.003,CIN,@,PIT,L 14-29,,0.0,0,0,0,0,0
10,2017,2017-11-05,8,24.017,CIN,@,JAX,L 7-23,,0.0,0,0,0,0,0
11,2017,2017-11-19,10,24.031,CIN,@,DEN,W 20-17,,0.0,0,0,0,0,0
12,2017,2017-12-10,13,24.052,CIN,,CHI,L 7-33,,0.0,3,0,0,0,0
13,2017,2017-12-17,14,24.059,CIN,@,MIN,L 7-34,,0.0,0,0,0,0,0
