ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2012,2012-11-11,9,23.266,OAK,@,BAL,L 20-55,,7,22,3.14,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
2,2012,2012-11-18,10,23.273,OAK,,NOR,L 17-38,,2,7,3.50,0,1,1,23,23.00,0,100.0%,23.00,2,27,13.50,0,0,0,0.0,0,0
3,2012,2012-11-25,11,23.280,OAK,@,CIN,L 10-34,,7,26,3.71,0,6,6,37,6.17,0,100.0%,6.17,0,0,,0,0,0,0.0,0,0
4,2012,2012-12-02,12,23.287,OAK,,CLE,L 17-20,,9,46,5.11,0,1,1,2,2.00,0,100.0%,2.00,1,16,16.00,0,0,0,0.0,0,0
5,2013,2013-09-08,1,24.201,OAK,@,IND,L 17-21,,,,,,,,,,,0.0%,,,,,,,,,,
6,2013,2013-09-15,2,24.208,OAK,,JAX,W 19-9,,,,,,,,,,,0.0%,,,,,,,,,,
7,2013,2013-09-23,3,24.216,OAK,@,DEN,L 21-37,,,,,,,,,,,0.0%,,,,,,,,,,
8,2013,2013-09-29,4,24.222,OAK,,WAS,L 14-24,,0,0,,0,1,1,5,5.00,0,100.0%,5.00,1,24,24.00,0,0,0,0.0,0,0
9,2013,2013-10-06,5,24.229,OAK,,SDG,W 27-17,,0,0,,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,0.0,1,0
10,2013,2013-10-13,6,24.236,OAK,@,KAN,L 7-24,,,,,,,,,,,0.0%,,,,,,,,,,
11,2013,2013-10-27,7,24.250,OAK,,PIT,W 21-18,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
12,2013,2013-11-03,8,24.257,OAK,,PHI,L 20-49,,2,2,1.00,1,0,0,0,,0,0.0%,,2,43,21.50,0,1,6,0.0,1,0
13,2013,2013-11-10,9,24.264,OAK,@,NYG,L 20-24,,,,,,,,,,,0.0%,,,,,,,,,,
14,2013,2013-11-17,10,24.271,OAK,@,HOU,W 28-23,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,2,0
15,2013,2013-11-24,11,24.278,OAK,,TEN,L 19-23,,0,0,,0,0,0,0,,0,0.0%,,2,28,14.00,0,0,0,0.0,0,0
16,2013,2013-11-28,12,24.282,OAK,@,DAL,L 24-31,,,,,,,,,,,0.0%,,,,,,,,,,
17,2013,2013-12-29,16,24.313,OAK,,DEN,L 14-34,,,,,,,,,,,0.0%,,,,,,,,,,
18,2014,2014-11-23,11,25.277,DEN,,MIA,W 39-36,,,,,,,,,,,0.0%,,,,,,,,,,
19,2014,2014-11-30,12,25.284,DEN,@,KAN,W 29-16,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
20,2014,2014-12-07,13,25.291,DEN,,BUF,W 24-17,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
21,2014,2014-12-14,14,25.298,DEN,@,SDG,W 22-10,,1,16,16.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
22,2014,2014-12-22,15,25.306,DEN,@,CIN,L 28-37,,,,,,,,,,,0.0%,,,,,,,,,,
23,2014,2014-12-28,16,25.312,DEN,,OAK,W 47-14,,4,5,1.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
