ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1988,1988-09-04,1,22.117,CHI,,MIA,W 34-7,,,,,
2,1988,1988-09-18,3,22.131,CHI,,MIN,L 7-31,,,,,
3,1988,1988-09-25,4,22.138,CHI,@,GNB,W 24-6,,,,,
4,1988,1988-10-02,5,22.145,CHI,,BUF,W 24-3,,,,,
5,1988,1988-10-09,6,22.152,CHI,@,DET,W 24-7,,,,,
6,1988,1988-10-16,7,22.159,CHI,,DAL,W 17-7,,,,,
7,1988,1988-10-24,8,22.167,CHI,,SFO,W 10-9,,,,,
8,1988,1988-10-30,9,22.173,CHI,@,NWE,L 7-30,,,,,
9,1988,1988-11-06,10,22.180,CHI,,TAM,W 28-10,,,,,
10,1988,1988-11-13,11,22.187,CHI,@,WAS,W 34-14,,,,,
11,1988,1988-11-20,12,22.194,CHI,@,TAM,W 27-15,,,,,
12,1988,1988-11-27,13,22.201,CHI,,GNB,W 16-0,,,,,
13,1988,1988-12-05,14,22.209,CHI,@,RAM,L 3-23,,,,,
14,1988,1988-12-11,15,22.215,CHI,,DET,W 13-12,,,,,
15,1988,1988-12-19,16,22.223,CHI,@,MIN,L 27-28,,,,,
16,1989,1989-09-10,1,23.123,CHI,,CIN,W 17-14,,,,,
17,1989,1989-09-17,2,23.130,CHI,,MIN,W 38-7,1,6,1,29,1
18,1989,1989-09-24,3,23.137,CHI,@,DET,W 47-27,,,,,
19,1989,1989-10-02,4,23.145,CHI,,PHI,W 27-13,0,0,1,0,0
20,1989,1989-10-08,5,23.151,CHI,@,TAM,L 35-42,,,,,
21,1989,1989-10-15,6,23.158,CHI,,HOU,L 28-33,,,,,
22,1989,1989-10-23,7,23.166,CHI,@,CLE,L 7-27,,,,,
23,1989,1989-10-29,8,23.172,CHI,,RAM,W 20-10,,,,,
24,1989,1989-11-05,9,23.179,CHI,@,GNB,L 13-14,,,,,
25,1989,1989-11-12,10,23.186,CHI,@,PIT,W 20-0,0,0,2,30,0
26,1989,1989-11-26,12,23.200,CHI,@,WAS,L 14-38,,,,,
27,1989,1989-12-03,13,23.207,CHI,@,MIN,L 16-27,,,,,
28,1990,1990-09-09,1,24.122,CHI,,SEA,W 17-0,0,0,1,8,0
29,1990,1990-09-16,2,24.129,CHI,@,GNB,W 31-13,0,0,1,0,0
30,1990,1990-09-23,3,24.136,CHI,,MIN,W 19-16,0,0,1,21,0
31,1990,1990-09-30,4,24.143,CHI,@,RAI,L 10-24,,,,,
32,1990,1990-10-07,5,24.150,CHI,,GNB,W 27-13,0,0,1,30,0
33,1990,1990-10-14,6,24.157,CHI,,RAM,W 38-9,,,,,
34,1990,1990-10-28,7,24.171,CHI,@,PHO,W 31-21,,,,,
35,1990,1990-11-04,8,24.178,CHI,@,TAM,W 26-6,,,,,
36,1990,1990-11-11,9,24.185,CHI,,ATL,W 30-24,0,0,2,7,0
37,1990,1990-11-18,10,24.192,CHI,@,DEN,W 16-13,,,,,
38,1991,1991-09-01,1,25.114,CHI,,MIN,W 10-6,,,,,
39,1991,1991-09-08,2,25.121,CHI,@,TAM,W 21-20,,,,,
40,1991,1991-09-15,3,25.128,CHI,,NYG,W 20-17,,,,,
41,1991,1991-09-23,4,25.136,CHI,,NYJ,W 19-13,,,,,
42,1991,1991-09-29,5,25.142,CHI,@,BUF,L 20-35,,,,,
43,1991,1991-10-06,6,25.149,CHI,,WAS,L 7-20,0,0,1,0,0
44,1991,1991-10-17,7,25.160,CHI,@,GNB,W 10-0,,,,,
45,1991,1991-10-27,8,25.170,CHI,@,NOR,W 20-17,,,,,
46,1991,1991-11-03,9,25.177,CHI,,DET,W 20-10,,,,,
47,1991,1991-11-11,10,25.185,CHI,@,MIN,W 34-17,1,6,1,34,1
48,1991,1991-11-17,11,25.191,CHI,@,IND,W 31-17,,,,,
49,1991,1991-11-24,12,25.198,CHI,,MIA,L 13-16,0,0,1,8,0
50,1991,1991-11-28,13,25.202,CHI,@,DET,L 6-16,,,,,
51,1991,1991-12-08,14,25.212,CHI,,GNB,W 27-13,,,,,
52,1991,1991-12-14,15,25.218,CHI,,TAM,W 27-0,0,0,1,27,0
53,1991,1991-12-23,16,25.227,CHI,@,SFO,L 14-52,,,,,
54,1992,1992-09-06,1,26.119,CHI,,DET,W 27-24,0,0,1,46,0
55,1992,1992-09-13,2,26.126,CHI,@,NOR,L 6-28,,,,,
56,1992,1992-09-21,3,26.134,CHI,,NYG,L 14-27,,,,,
57,1992,1992-09-27,4,26.140,CHI,,ATL,W 41-31,,,,,
58,1992,1992-10-04,5,26.147,CHI,@,MIN,L 20-21,0,0,1,0,0
59,1992,1992-10-18,6,26.161,CHI,,TAM,W 31-14,,,,,
60,1992,1992-10-25,7,26.168,CHI,@,GNB,W 30-10,,,,,
61,1992,1992-11-02,8,26.176,CHI,,MIN,L 10-38,,,,,
62,1992,1992-11-08,9,26.182,CHI,,CIN,L 28-31,,,,,
63,1992,1992-11-15,10,26.189,CHI,@,TAM,L 17-20,,,,,
64,1992,1992-11-22,11,26.196,CHI,,GNB,L 3-17,,,,,
65,1992,1992-11-29,12,26.203,CHI,@,CLE,L 14-27,,,,,
66,1992,1992-12-07,13,26.211,CHI,@,HOU,L 7-24,,,,,
67,1992,1992-12-13,14,26.217,CHI,,PIT,W 30-6,,,,,
68,1992,1992-12-20,15,26.224,CHI,@,DET,L 3-16,,,,,
69,1992,1992-12-27,16,26.231,CHI,@,DAL,L 14-27,,,,,
