ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2016,2016-09-11,1,21.051,DAL,,NYG,L 19-20,*,20,51,2.55,1,2,1,1,1.00,0,50.0%,0.50,1,6
2,2016,2016-09-18,2,21.058,DAL,@,WAS,W 27-23,*,21,83,3.95,1,1,2,4,2.00,0,200.0%,4.00,1,6
3,2016,2016-09-25,3,21.065,DAL,,CHI,W 31-17,*,30,140,4.67,0,2,2,20,10.00,0,100.0%,10.00,0,0
4,2016,2016-10-02,4,21.072,DAL,@,SFO,W 24-17,*,23,138,6.00,1,1,1,19,19.00,0,100.0%,19.00,1,6
5,2016,2016-10-09,5,21.079,DAL,,CIN,W 28-14,*,15,134,8.93,2,4,3,37,12.33,0,75.0%,9.25,2,12
6,2016,2016-10-16,6,21.086,DAL,@,GNB,W 30-16,*,28,157,5.61,0,4,2,17,8.50,0,50.0%,4.25,0,0
7,2016,2016-10-30,7,21.100,DAL,,PHI,W 29-23,*,22,96,4.36,0,4,4,52,13.00,0,100.0%,13.00,0,0
8,2016,2016-11-06,8,21.107,DAL,@,CLE,W 35-10,*,18,92,5.11,2,1,1,5,5.00,0,100.0%,5.00,2,12
9,2016,2016-11-13,9,21.114,DAL,@,PIT,W 35-30,*,21,114,5.43,2,2,2,95,47.50,1,100.0%,47.50,3,18
10,2016,2016-11-20,10,21.121,DAL,,BAL,W 27-17,*,25,97,3.88,0,5,4,30,7.50,0,80.0%,6.00,0,0
11,2016,2016-11-24,11,21.125,DAL,,WAS,W 31-26,*,20,97,4.85,2,2,2,23,11.50,0,100.0%,11.50,2,12
12,2016,2016-12-01,12,21.132,DAL,@,MIN,W 17-15,*,20,86,4.30,1,5,4,19,4.75,0,80.0%,3.80,1,6
13,2016,2016-12-11,13,21.142,DAL,@,NYG,L 7-10,*,24,107,4.46,0,2,0,0,,0,0.0%,0.00,0,0
14,2016,2016-12-18,14,21.149,DAL,,TAM,W 26-20,*,23,159,6.91,1,3,3,29,9.67,0,100.0%,9.67,1,6
15,2016,2016-12-26,15,21.157,DAL,,DET,W 42-21,*,12,80,6.67,2,1,1,12,12.00,0,100.0%,12.00,2,12
16,2017,2017-09-10,1,22.050,DAL,,NYG,W 19-3,*,24,104,4.33,0,5,5,36,7.20,0,100.0%,7.20,0,0
17,2017,2017-09-17,2,22.057,DAL,@,DEN,L 17-42,*,9,8,0.89,0,5,4,14,3.50,0,80.0%,2.80,0,0
18,2017,2017-09-25,3,22.065,DAL,@,ARI,W 28-17,*,22,80,3.64,1,4,3,14,4.67,0,75.0%,3.50,1,6
19,2017,2017-10-01,4,22.071,DAL,,LAR,L 30-35,*,21,85,4.05,1,5,4,54,13.50,1,80.0%,10.80,2,12
20,2017,2017-10-08,5,22.078,DAL,,GNB,L 31-35,*,29,116,4.00,0,2,1,16,16.00,0,50.0%,8.00,0,0
21,2017,2017-10-22,6,22.092,DAL,@,SFO,W 40-10,*,26,147,5.65,2,3,1,72,72.00,1,33.3%,24.00,3,18
22,2017,2017-10-29,7,22.099,DAL,@,WAS,W 33-19,*,33,150,4.55,2,2,1,4,4.00,0,50.0%,2.00,2,12
23,2017,2017-11-05,8,22.106,DAL,,KAN,W 28-17,*,27,93,3.44,1,0,0,0,,0,0.0%,,1,6
24,2017,2017-12-24,15,22.155,DAL,,SEA,L 12-21,*,24,97,4.04,0,7,4,21,5.25,0,57.1%,3.00,0,0
25,2017,2017-12-31,16,22.162,DAL,@,PHI,W 6-0,*,27,103,3.81,0,5,3,38,12.67,0,60.0%,7.60,0,0
26,2018,2018-09-09,1,23.049,DAL,@,CAR,L 8-16,*,15,69,4.60,1,4,3,17,5.67,0,75.0%,4.25,1,6
27,2018,2018-09-16,2,23.056,DAL,,NYG,W 20-13,*,17,78,4.59,1,6,5,9,1.80,0,83.3%,1.50,1,6
28,2018,2018-09-23,3,23.063,DAL,@,SEA,L 13-24,*,16,127,7.94,0,8,3,11,3.67,0,37.5%,1.38,0,0
