ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2014,2014-09-21,3,22.184,SFO,@,ARI,L 14-23,,,,,,,0.0%,
2,2014,2014-11-27,12,22.251,SFO,,SEA,L 3-19,,,,,,,0.0%,
3,2014,2014-12-07,13,22.261,SFO,@,OAK,L 13-24,,,,,,,0.0%,
4,2014,2014-12-14,14,22.268,SFO,@,SEA,L 7-17,,1,0,0,,0,0.0%,0.00
5,2014,2014-12-20,15,22.274,SFO,,SDG,L 35-38,,,,,,,0.0%,
6,2014,2014-12-28,16,22.282,SFO,,ARI,W 20-17,,,,,,,0.0%,
7,2015,2015-11-29,11,23.253,NWE,@,DEN,L 24-30,,1,1,1,1.00,0,100.0%,1.00
8,2015,2015-12-06,12,23.260,NWE,,PHI,L 28-35,,0,0,0,,0,0.0%,
9,2015,2015-12-13,13,23.267,NWE,@,HOU,W 27-6,*,0,0,0,,0,0.0%,
10,2015,2015-12-20,14,23.274,NWE,,TEN,W 33-16,,0,0,0,,0,0.0%,
11,2016,2016-09-25,3,24.188,SDG,@,IND,L 22-26,,0,0,0,,0,0.0%,
12,2016,2016-10-02,4,24.195,SDG,,NOR,L 34-35,,0,0,0,,0,0.0%,
13,2016,2016-11-06,9,24.230,SDG,,TEN,W 43-35,,0,0,0,,0,0.0%,
14,2016,2016-11-13,10,24.237,SDG,,MIA,L 24-31,,0,0,0,,0,0.0%,
