ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1979,1979-09-03,1,23.175,NWE,,PIT,L 13-16,,,,,,,
2,1979,1979-09-09,2,23.181,NWE,,NYJ,W 56-3,,,,,,,
3,1979,1979-09-16,3,23.188,NWE,@,CIN,W 20-14,,,,,,,
4,1979,1979-09-23,4,23.195,NWE,,SDG,W 27-21,,,,,,,
5,1979,1979-10-01,5,23.203,NWE,@,GNB,L 14-27,,,,,,,
6,1979,1979-10-07,6,23.209,NWE,,DET,W 24-17,,,,,,,
7,1979,1979-10-14,7,23.216,NWE,@,CHI,W 27-7,,,,,,,
8,1979,1979-10-21,8,23.223,NWE,,MIA,W 28-13,,,,,,,
9,1979,1979-10-28,9,23.230,NWE,@,BAL,L 26-31,,,,,,,
10,1979,1979-11-04,10,23.237,NWE,@,BUF,W 26-6,,,,,,,
11,1979,1979-11-11,11,23.244,NWE,@,DEN,L 10-45,,,,,,,
12,1979,1979-11-18,12,23.251,NWE,,BAL,W 50-21,,,,,,,
13,1979,1979-11-25,13,23.258,NWE,,BUF,L 13-16,,,,,,,
14,1979,1979-11-29,14,23.262,NWE,@,MIA,L 24-39,,,,,,,
15,1979,1979-12-09,15,23.272,NWE,@,NYJ,L 26-27,,,,,,,
16,1979,1979-12-16,16,23.279,NWE,,MIN,W 27-23,,,,,,,
17,1980,1980-09-07,1,24.179,NWE,,CLE,W 34-17,,,,,,,
18,1980,1980-09-14,2,24.186,NWE,,ATL,L 21-37,,,,,,,
19,1980,1980-09-21,3,24.193,NWE,@,SEA,W 37-31,,,,,,,
20,1980,1980-09-29,4,24.201,NWE,,DEN,W 23-14,,,,,,,
21,1980,1980-10-05,5,24.207,NWE,@,NYJ,W 21-11,,,,,,,
22,1980,1980-10-12,6,24.214,NWE,,MIA,W 34-0,,,,,,,
23,1980,1980-10-19,7,24.221,NWE,@,BAL,W 37-21,,,,,,,
24,1980,1980-10-26,8,24.228,NWE,@,BUF,L 13-31,0,0,,0,1,5,0
25,1980,1980-11-02,9,24.235,NWE,,NYJ,W 34-21,,,,,,,
26,1980,1980-11-10,10,24.243,NWE,@,HOU,L 34-38,,,,,,,
27,1980,1980-11-16,11,24.249,NWE,,RAM,L 14-17,,,,,,,
28,1980,1980-11-23,12,24.256,NWE,,BAL,W 47-21,,,,,,,
29,1980,1980-11-30,13,24.263,NWE,@,SFO,L 17-21,,,,,,,
30,1980,1980-12-08,14,24.271,NWE,@,MIA,L 13-16,,,,,,,
31,1980,1980-12-14,15,24.277,NWE,,BUF,W 24-2,,,,,,,
32,1980,1980-12-21,16,24.284,NWE,@,NOR,W 38-27,,,,,,,
33,1981,1981-09-06,1,25.178,NWE,,BAL,L 28-29,0,0,,0,,,
34,1981,1981-09-13,2,25.185,NWE,@,PHI,L 3-13,0,0,,0,,,
35,1981,1981-09-21,3,25.193,NWE,,DAL,L 21-35,0,0,,0,,,
36,1981,1981-09-27,4,25.199,NWE,@,PIT,L 21-27,0,0,,0,,,
37,1981,1981-10-04,5,25.206,NWE,,KAN,W 33-17,0,0,,0,,,
38,1981,1981-10-11,6,25.213,NWE,@,NYJ,L 24-28,0,0,,0,,,
39,1981,1981-10-18,7,25.220,NWE,,HOU,W 38-10,0,0,,0,,,
40,1981,1981-10-25,8,25.227,NWE,@,WAS,L 22-24,0,0,,0,,,
41,1981,1981-11-01,9,25.234,NWE,@,OAK,L 17-27,0,0,,0,,,
42,1981,1981-11-08,10,25.241,NWE,,MIA,L 27-30,0,0,,0,,,
43,1981,1981-11-15,11,25.248,NWE,,NYJ,L 6-17,0,0,,0,,,
44,1981,1981-11-22,12,25.255,NWE,@,BUF,L 17-20,0,0,,0,,,
45,1981,1981-11-29,13,25.262,NWE,,STL,L 20-27,0,0,,0,,,
46,1981,1981-12-06,14,25.269,NWE,@,MIA,L 14-24,0,0,,0,,,
47,1981,1981-12-13,15,25.276,NWE,,BUF,L 10-19,1,5,5.00,0,0,0,0
48,1981,1981-12-20,16,25.283,NWE,@,BAL,L 21-23,0,0,,0,,,
