ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,1950,1950-09-16,1,30.103,CLE,@,PHI,W 35-10,11,48,4.36,0,2,26,13.00,0,0,0,,0,0,,,,,,
2,1950,1950-09-24,2,30.111,CLE,@,BAL,W 31-0,3,19,6.33,0,2,17,8.50,0,0,0,,0,0,,,,,,
3,1950,1950-10-01,3,30.118,CLE,,NYG,L 0-6,17,53,3.12,0,0,0,,0,0,0,,0,0,,,,,,
4,1950,1950-10-07,4,30.124,CLE,@,PIT,W 30-17,12,64,5.33,0,1,-2,-2.00,0,0,0,,0,0,,,,,,
5,1950,1950-10-15,5,30.132,CLE,,CRD,W 34-24,9,28,3.11,1,4,69,17.25,0,0,0,,0,0,,,,,,
6,1950,1950-10-22,6,30.139,CLE,@,NYG,L 13-17,5,21,4.20,0,1,8,8.00,0,0,0,,0,0,,,,,,
7,1950,1950-10-29,7,30.146,CLE,,PIT,W 45-7,11,188,17.09,1,1,33,33.00,1,0,0,,0,0,,,,,,
8,1950,1950-11-05,8,30.153,CLE,@,CRD,W 10-7,8,33,4.13,0,0,0,,0,0,0,,0,0,,,,,,
9,1950,1950-11-12,9,30.160,CLE,,SFO,W 34-14,21,114,5.43,1,0,0,,0,0,0,,0,0,,,,,,
10,1950,1950-11-19,10,30.167,CLE,,WAS,W 20-14,27,178,6.59,0,0,0,,0,0,0,,0,0,,,,,,
11,1950,1950-12-03,11,30.181,CLE,,PHI,W 13-7,12,16,1.33,0,0,0,,0,0,0,,0,0,,,,,,
12,1950,1950-12-10,12,30.188,CLE,@,WAS,W 45-21,4,48,12.00,0,0,0,,0,0,0,,0,0,,,,,,
13,1951,1951-09-30,1,31.117,CLE,@,SFO,L 10-24,2,12,6.00,0,1,2,2.00,0,0,0,,0,0,,,,,,
14,1951,1951-10-07,2,31.124,CLE,@,RAM,W 38-23,13,106,8.15,0,0,0,,0,0,0,,0,0,,,,,,
15,1951,1951-10-28,5,31.145,CLE,,NYG,W 14-13,1,4,4.00,0,0,0,,0,0,0,,0,0,,,,,,
16,1951,1951-11-04,6,31.152,CLE,@,CRD,W 34-17,7,28,4.00,0,1,2,2.00,0,0,0,,0,0,,,,,,
17,1951,1951-11-11,7,31.159,CLE,,PHI,W 20-17,7,12,1.71,0,3,-4,-1.33,0,0,0,,0,0,,,,,,
18,1951,1951-11-18,8,31.166,CLE,@,NYG,W 10-0,6,10,1.67,0,1,7,7.00,0,0,0,,0,0,,,,,,
19,1951,1951-11-25,9,31.173,CLE,,CHI,W 42-21,6,38,6.33,0,0,0,,0,0,0,,0,0,,,,,,
20,1951,1951-12-02,10,31.180,CLE,,CRD,W 49-28,4,13,3.25,0,3,39,13.00,0,0,0,,0,0,,,,,,
21,1951,1951-12-09,11,31.187,CLE,@,PIT,W 28-0,8,37,4.63,1,0,0,,0,0,0,,0,0,,,,,,
22,1951,1951-12-16,12,31.194,CLE,@,PHI,W 24-9,7,13,1.86,0,1,6,6.00,0,0,0,,0,0,,,,,,
23,1952,1952-09-28,1,32.115,CLE,,RAM,W 37-7,10,69,6.90,1,1,1,1.00,0,0,0,,0,0,,,,,,
24,1952,1952-10-04,2,32.121,CLE,@,PIT,W 21-20,11,49,4.45,0,5,93,18.60,1,0,0,,0,0,,,,,,
25,1952,1952-10-12,3,32.129,CLE,,NYG,L 9-17,10,3,0.30,0,1,42,42.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
26,1952,1952-10-19,4,32.136,CLE,@,PHI,W 49-7,14,43,3.07,0,2,3,1.50,0,0,0,,0,0,,,,,,
27,1952,1952-10-26,5,32.143,CLE,,WAS,W 19-15,8,44,5.50,0,2,9,4.50,0,0,0,,0,0,,,,,,
28,1952,1952-11-02,6,32.150,CLE,@,DET,L 6-17,9,44,4.89,0,0,0,,0,0,0,,0,0,,,,,,
29,1952,1952-11-09,7,32.157,CLE,,CRD,W 28-13,13,94,7.23,0,1,52,52.00,1,0,0,,0,0,,,,,,
30,1952,1952-11-16,8,32.164,CLE,,PIT,W 29-28,16,72,4.50,0,1,13,13.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
31,1952,1952-11-23,9,32.171,CLE,,PHI,L 20-28,7,8,1.14,0,0,0,,0,0,0,,0,0,,,,,,
32,1952,1952-11-30,10,32.178,CLE,@,WAS,W 48-24,3,21,7.00,0,0,0,,0,0,0,,0,0,,,,,,
33,1952,1952-12-07,11,32.185,CLE,@,CRD,W 10-0,3,-3,-1.00,0,0,0,,0,0,0,,0,0,,,,,,
34,1953,1953-09-27,1,33.114,CLE,@,GNB,W 27-0,7,34,4.86,0,1,-1,-1.00,0,0,0,,0,0,,,,,,
35,1953,1953-10-04,2,33.121,CLE,@,CRD,W 27-7,1,14,14.00,0,0,0,,0,0,0,,0,0,,,,,,
36,1953,1953-10-10,3,33.127,CLE,,PHI,W 37-13,4,5,1.25,0,1,15,15.00,0,0,0,,0,0,,,,,,
37,1953,1953-10-25,5,33.142,CLE,@,NYG,W 7-0,3,-6,-2.00,0,0,0,,0,0,0,,0,0,,,,,,
38,1953,1953-11-01,6,33.149,CLE,,WAS,W 27-3,3,36,12.00,0,0,0,,0,0,0,,0,0,,,,,,
39,1953,1953-11-08,7,33.156,CLE,,PIT,W 34-16,3,39,13.00,0,0,0,,0,0,0,,0,0,,,,,,
40,1953,1953-11-15,8,33.163,CLE,,SFO,W 23-21,3,4,1.33,0,1,0,0.00,0,0,0,,0,0,,,,,,
41,1953,1953-12-06,11,33.184,CLE,,NYG,W 62-14,6,25,4.17,0,2,10,5.00,0,0,0,,0,0,,,,,,
