ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1989,1989-09-10,1,22.284,PHI,,SEA,W 31-7,
2,1989,1989-09-17,2,22.291,PHI,@,WAS,W 42-37,
3,1989,1989-09-24,3,22.298,PHI,,SFO,L 28-38,
4,1989,1989-10-02,4,22.306,PHI,@,CHI,L 13-27,
5,1989,1989-10-08,5,22.312,PHI,,NYG,W 21-19,
6,1989,1989-10-15,6,22.319,PHI,@,PHO,W 17-5,
7,1989,1989-10-22,7,22.326,PHI,,RAI,W 10-7,
8,1989,1989-10-29,8,22.333,PHI,@,DEN,W 28-24,
9,1989,1989-11-05,9,22.340,PHI,@,SDG,L 17-20,
10,1989,1989-11-12,10,22.347,PHI,,WAS,L 3-10,
11,1989,1989-11-19,11,22.354,PHI,,MIN,W 10-9,
12,1989,1989-11-23,12,22.358,PHI,@,DAL,W 27-0,
13,1989,1989-12-03,13,23.003,PHI,@,NYG,W 24-17,
14,1989,1989-12-10,14,23.010,PHI,,DAL,W 20-10,
15,1989,1989-12-18,15,23.018,PHI,@,NOR,L 20-30,
16,1989,1989-12-24,16,23.024,PHI,,PHO,W 31-14,
17,1990,1990-09-09,1,23.283,PHI,@,NYG,L 20-27,
18,1990,1990-09-16,2,23.290,PHI,,PHO,L 21-23,
19,1990,1990-09-23,3,23.297,PHI,@,RAM,W 27-21,
20,1990,1990-09-30,4,23.304,PHI,,IND,L 23-24,
21,1990,1990-10-15,5,23.319,PHI,,MIN,W 32-24,2.0
22,1990,1990-10-21,6,23.325,PHI,@,WAS,L 7-13,
23,1990,1990-11-04,8,23.339,PHI,,NWE,W 48-20,
24,1990,1990-11-12,9,23.347,PHI,,WAS,W 28-14,
25,1990,1990-11-18,10,23.353,PHI,@,ATL,W 24-23,
26,1990,1990-11-25,11,23.360,PHI,,NYG,W 31-13,0.5
27,1990,1990-12-02,12,24.002,PHI,@,BUF,L 23-30,
28,1990,1990-12-09,13,24.009,PHI,@,MIA,L 20-23,
29,1990,1990-12-16,14,24.016,PHI,,GNB,W 31-0,
30,1990,1990-12-23,15,24.023,PHI,,DAL,W 17-3,
31,1990,1990-12-29,16,24.029,PHI,@,PHO,W 23-21,1.0
32,1991,1991-09-01,1,24.275,PHI,@,GNB,W 20-3,
33,1991,1991-09-08,2,24.282,PHI,,PHO,L 10-26,
34,1991,1991-09-15,3,24.289,PHI,@,DAL,W 24-0,
35,1991,1991-09-22,4,24.296,PHI,,PIT,W 23-14,
36,1991,1991-09-30,5,24.304,PHI,@,WAS,L 0-23,
37,1991,1991-10-06,6,24.310,PHI,@,TAM,L 13-14,
38,1991,1991-10-13,7,24.317,PHI,,NOR,L 6-13,
39,1991,1991-10-27,8,24.331,PHI,,SFO,L 7-23,
40,1991,1991-11-04,9,24.339,PHI,,NYG,W 30-7,
41,1991,1991-11-10,10,24.345,PHI,@,CLE,W 32-30,
42,1991,1991-11-17,11,24.352,PHI,,CIN,W 17-10,
43,1991,1991-11-24,12,24.359,PHI,@,PHO,W 34-14,
44,1991,1991-12-02,13,25.002,PHI,@,HOU,W 13-6,
45,1991,1991-12-08,14,25.008,PHI,@,NYG,W 19-14,
46,1991,1991-12-15,15,25.015,PHI,,DAL,L 13-25,
47,1991,1991-12-22,16,25.022,PHI,,WAS,W 24-22,
48,1992,1992-11-22,11,25.358,PHO,,DAL,L 10-16,
49,1992,1992-11-29,12,25.365,PHO,@,WAS,L 3-41,
50,1992,1992-12-06,13,26.006,PHO,,SDG,L 21-27,
51,1992,1992-12-12,14,26.012,PHO,,NYG,W 19-0,
52,1992,1992-12-20,15,26.020,PHO,@,IND,L 13-16,
53,1992,1992-12-27,16,26.027,PHO,,TAM,L 3-7,
