ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-09-17,1,24.260,DET,@,GNB,W 45-7,7,-4,-0.57,1,2,22,11.00,0
2,1950,1950-09-24,2,24.267,DET,,PIT,W 10-7,8,-10,-1.25,0,1,-11,-11.00,0
3,1950,1950-10-15,5,24.288,DET,,RAM,L 28-30,6,14,2.33,0,2,8,4.00,0
4,1950,1950-10-29,7,24.302,DET,@,RAM,L 24-65,5,0,0.00,0,0,0,,0
5,1950,1950-11-05,8,24.309,DET,,CHI,L 21-35,5,14,2.80,0,0,0,,0
6,1950,1950-11-19,9,24.323,DET,,GNB,W 24-21,10,39,3.90,0,0,0,,0
7,1950,1950-11-23,10,24.327,DET,,NYY,W 49-14,8,83,10.38,1,0,0,,0
8,1950,1950-12-03,11,24.337,DET,@,BAL,W 45-21,10,62,6.20,0,1,-1,-1.00,0
9,1950,1950-12-10,12,24.344,DET,@,CHI,L 3-6,10,29,2.90,0,1,3,3.00,0
10,1951,1951-11-18,8,25.322,DET,@,PHI,W 28-10,3,15,5.00,0,0,0,,0
11,1952,1952-10-26,5,26.300,DET,@,GNB,W 52-17,2,5,2.50,0,0,0,,0
12,1952,1952-11-02,6,26.307,DET,,CLE,W 17-6,1,6,6.00,0,0,0,,0
13,1952,1952-11-09,7,26.314,DET,@,PIT,W 31-6,1,-6,-6.00,0,0,0,,0
14,1952,1952-11-16,8,26.321,DET,,DTX,W 43-13,3,15,5.00,1,1,15,15.00,0
15,1952,1952-11-27,10,26.332,DET,,GNB,W 48-24,2,5,2.50,0,0,0,,0
16,1952,1952-12-07,11,26.342,DET,,CHI,W 45-21,4,11,2.75,0,1,30,30.00,0
17,1953,1953-09-27,1,27.270,DET,,PIT,W 38-21,6,14,2.33,0,1,-3,-3.00,0
18,1953,1953-10-03,2,27.276,DET,@,BAL,W 27-17,6,11,1.83,0,2,15,7.50,0
19,1953,1953-10-11,3,27.284,DET,,SFO,W 24-21,4,24,6.00,0,0,0,,0
20,1953,1953-10-18,4,27.291,DET,,RAM,L 19-31,2,10,5.00,0,1,26,26.00,0
21,1953,1953-10-25,5,27.298,DET,@,SFO,W 14-10,3,3,1.00,0,1,24,24.00,1
22,1953,1953-11-01,6,27.305,DET,@,RAM,L 24-37,3,26,8.67,0,2,20,10.00,0
23,1953,1953-11-07,7,27.311,DET,,BAL,W 17-7,9,61,6.78,0,0,0,,0
24,1953,1953-11-15,8,27.319,DET,@,GNB,W 14-7,4,4,1.00,0,1,28,28.00,0
25,1953,1953-11-22,9,27.326,DET,@,CHI,W 20-16,3,6,2.00,0,1,11,11.00,0
26,1953,1953-11-26,10,27.330,DET,,GNB,W 34-15,2,10,5.00,0,1,5,5.00,0
