ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1984,1984-09-02,1,23.034,DEN,,CIN,W 20-17,,1,8,8.00,1,,,0,0,,0,1,6
2,1984,1984-09-09,2,23.041,DEN,@,CHI,L 0-27,,0,0,,0,,,,,,,,
3,1984,1984-09-16,3,23.048,DEN,@,CLE,W 24-14,,2,7,3.50,0,,,0,0,,0,0,0
4,1984,1984-09-23,4,23.055,DEN,,KAN,W 21-0,,0,0,,0,,,,,,,,
5,1984,1984-09-30,5,23.062,DEN,,RAI,W 16-13,,0,0,,0,,,,,,,,
6,1984,1984-10-07,6,23.069,DEN,@,DET,W 28-7,,1,11,11.00,0,,,0,0,,0,0,0
7,1984,1984-10-15,7,23.077,DEN,,GNB,W 17-14,,1,11,11.00,0,,,0,0,,0,0,0
8,1984,1984-10-21,8,23.083,DEN,@,BUF,W 37-7,,3,30,10.00,1,,,0,0,,0,1,6
9,1984,1984-10-28,9,23.090,DEN,@,RAI,W 22-19,,1,4,4.00,1,,,0,0,,0,1,6
10,1984,1984-11-04,10,23.097,DEN,,NWE,W 26-19,,1,21,21.00,0,,,0,0,,0,0,0
11,1984,1984-11-11,11,23.104,DEN,@,SDG,W 16-13,,2,9,4.50,0,,,0,0,,0,0,0
12,1984,1984-11-18,12,23.111,DEN,,MIN,W 42-21,,1,11,11.00,0,,,0,0,,0,0,0
13,1984,1984-11-25,13,23.118,DEN,,SEA,L 24-27,,2,9,4.50,0,,,0,0,,0,0,0
14,1984,1984-12-02,14,23.125,DEN,@,KAN,L 13-16,,0,0,,0,,,,,,,,
15,1984,1984-12-09,15,23.132,DEN,,SDG,W 16-13,,0,0,,0,,,,,,,,
16,1984,1984-12-15,16,23.138,DEN,@,SEA,W 31-14,,1,15,15.00,0,,,0,0,,0,0,0
17,1985,1985-09-08,1,24.040,DEN,@,RAM,L 16-20,,0,0,,0,,,,,,,,
18,1985,1985-09-15,2,24.047,DEN,,NOR,W 34-23,,2,19,9.50,1,,,0,0,,0,1,6
19,1985,1985-09-22,3,24.054,DEN,@,ATL,W 44-28,,0,0,,0,,,,,,,,
20,1985,1985-09-29,4,24.061,DEN,,MIA,L 26-30,,4,33,8.25,0,,,0,0,,0,0,0
21,1985,1985-10-06,5,24.068,DEN,,HOU,W 31-20,,3,29,9.67,1,,,0,0,,0,1,6
22,1985,1985-10-13,6,24.075,DEN,@,IND,W 15-10,,0,0,,0,,,,,,,,
23,1985,1985-10-20,7,24.082,DEN,,SEA,W 13-10,,1,13,13.00,0,,,0,0,,0,0,0
24,1985,1985-10-27,8,24.089,DEN,@,KAN,W 30-10,,1,9,9.00,0,,,0,0,,0,0,0
25,1985,1985-11-03,9,24.096,DEN,@,SDG,L 10-30,,3,43,14.33,0,,,0,0,,0,0,0
26,1985,1985-11-11,10,24.104,DEN,,SFO,W 17-16,,2,25,12.50,0,,,0,0,,0,0,0
27,1985,1985-11-17,11,24.110,DEN,,SDG,W 30-24,,3,38,12.67,0,,,0,0,,0,0,0
28,1985,1985-11-24,12,24.117,DEN,@,RAI,L 28-31,,2,17,8.50,1,,,0,0,,0,1,6
29,1985,1985-12-01,13,24.124,DEN,@,PIT,W 31-23,,3,52,17.33,0,,,0,0,,0,0,0
30,1985,1985-12-08,14,24.131,DEN,,RAI,L 14-17,,3,20,6.67,0,,,0,0,,0,0,0
31,1985,1985-12-14,15,24.137,DEN,,KAN,W 14-13,,1,24,24.00,0,,,0,0,,0,0,0
32,1985,1985-12-20,16,24.143,DEN,@,SEA,W 27-24,,1,17,17.00,0,,,0,0,,0,0,0
33,1986,1986-09-07,1,25.039,DEN,,RAI,W 38-36,,0,0,,0,,,,,,,,
34,1986,1986-09-15,2,25.047,DEN,@,PIT,W 21-10,,2,44,22.00,0,,,0,0,,0,0,0
35,1986,1986-09-21,3,25.053,DEN,@,PHI,W 33-7,,0,0,,0,,,,,,,,
36,1986,1986-09-28,4,25.060,DEN,,NWE,W 27-20,,2,17,8.50,1,,,0,0,,0,1,6
37,1986,1986-10-05,5,25.067,DEN,,DAL,W 29-14,,1,11,11.00,0,,,0,0,,0,0,0
38,1986,1986-10-12,6,25.074,DEN,@,SDG,W 31-14,,2,22,11.00,0,,,0,0,,0,0,0
39,1986,1986-10-20,7,25.082,DEN,@,NYJ,L 10-22,,1,14,14.00,0,,,0,0,,0,0,0
40,1986,1986-10-26,8,25.088,DEN,,SEA,W 20-13,,0,0,,0,,,,,,,,
41,1986,1986-11-02,9,25.095,DEN,@,RAI,W 21-10,,1,24,24.00,0,,,0,0,,0,0,0
42,1986,1986-11-09,10,25.102,DEN,,SDG,L 3-9,,2,12,6.00,0,,,0,0,,0,0,0
43,1986,1986-11-23,12,25.116,DEN,@,NYG,L 16-19,,3,34,11.33,0,,,0,0,,0,0,0
44,1986,1986-11-30,13,25.123,DEN,,CIN,W 34-28,,1,17,17.00,0,,,0,0,,0,0,0
45,1986,1986-12-07,14,25.130,DEN,@,KAN,L 10-37,,0,0,,0,,,,,,,,
46,1987,1987-09-13,1,26.045,DEN,,SEA,W 40-17,,3,32,10.67,0,,,0,0,,0,0,0
47,1987,1987-09-20,2,26.052,DEN,@,GNB,T 17-17,,4,50,12.50,0,,,0,0,,0,0,0
48,1987,1987-10-26,6,26.088,DEN,@,MIN,L 27-34,,4,63,15.75,0,,,0,0,,0,0,0
49,1987,1987-11-01,7,26.094,DEN,,DET,W 34-0,,2,29,14.50,0,,,0,0,,0,0,0
50,1987,1987-11-08,8,26.101,DEN,@,BUF,L 14-21,,4,38,9.50,0,,,0,0,,0,0,0
51,1987,1987-11-16,9,26.109,DEN,,CHI,W 31-29,,1,22,22.00,0,,,0,0,,0,0,0
52,1987,1987-11-22,10,26.115,DEN,@,RAI,W 23-17,,2,42,21.00,0,,,0,0,,0,0,0
53,1987,1987-11-29,11,26.122,DEN,@,SDG,W 31-17,,1,10,10.00,0,,,0,0,,0,0,0
54,1987,1987-12-06,12,26.129,DEN,,NWE,W 31-20,,1,15,15.00,0,,,0,0,,0,0,0
55,1987,1987-12-13,13,26.136,DEN,@,SEA,L 21-28,,2,26,13.00,0,,,0,0,,0,0,0
56,1987,1987-12-19,14,26.142,DEN,,KAN,W 20-17,,6,91,15.17,0,,,0,0,,0,0,0
57,1987,1987-12-27,15,26.150,DEN,,SDG,W 24-0,,1,22,22.00,0,,,0,0,,0,0,0
58,1988,1988-09-04,1,27.036,DEN,,SEA,L 14-21,,0,0,,0,,,,,,,,
59,1988,1988-09-26,4,27.058,DEN,,RAI,L 27-30,,0,0,,0,,,,,,,,
60,1988,1988-10-02,5,27.064,DEN,@,SDG,W 12-0,,5,41,8.20,0,,,0,0,,0,0,0
61,1988,1988-10-09,6,27.071,DEN,@,SFO,W 16-13,,4,44,11.00,0,,,0,0,,0,0,0
62,1988,1988-10-16,7,27.078,DEN,,ATL,W 30-14,,2,47,23.50,0,,,0,0,,0,0,0
63,1988,1988-10-23,8,27.085,DEN,@,PIT,L 21-39,,4,56,14.00,2,,,0,0,,0,2,12
64,1988,1988-10-31,9,27.093,DEN,@,IND,L 23-55,,2,8,4.00,0,,,0,0,,0,0,0
65,1988,1988-11-06,10,27.099,DEN,,KAN,W 17-11,,0,0,,0,,,,,,,,
66,1988,1988-11-13,11,27.106,DEN,,CLE,W 30-7,,2,17,8.50,0,,,0,0,,0,0,0
67,1988,1988-11-20,12,27.113,DEN,@,NOR,L 0-42,,3,36,12.00,0,,,0,0,,0,0,0
68,1988,1988-11-27,13,27.120,DEN,,RAM,W 35-24,,2,22,11.00,0,,,0,0,,0,0,0
69,1988,1988-12-04,14,27.127,DEN,@,RAI,L 20-21,,5,43,8.60,2,,,0,0,,0,2,12
70,1988,1988-12-11,15,27.134,DEN,@,SEA,L 14-42,,4,29,7.25,0,,,0,0,,0,0,0
71,1988,1988-12-17,16,27.140,DEN,,NWE,W 21-10,,1,9,9.00,0,,,0,0,,0,0,0
72,1989,1989-09-10,1,28.042,DEN,,KAN,W 34-20,,3,26,8.67,0,,,0,0,,0,0,0
73,1989,1989-09-18,2,28.050,DEN,@,BUF,W 28-14,,0,0,,0,,,,,,,,
74,1989,1989-09-24,3,28.056,DEN,,RAI,W 31-21,,1,5,5.00,0,,,0,0,,0,0,0
75,1989,1989-10-01,4,28.063,DEN,@,CLE,L 13-16,,0,0,,0,,,,,,,,
76,1989,1989-10-08,5,28.070,DEN,,SDG,W 16-10,,1,6,6.00,0,,,0,0,,0,0,0
77,1989,1989-10-15,6,28.077,DEN,,IND,W 14-3,,1,9,9.00,0,,,0,0,,0,0,0
78,1989,1989-10-22,7,28.084,DEN,@,SEA,W 24-21,,2,9,4.50,1,,,0,0,,0,1,6
79,1989,1989-10-29,8,28.091,DEN,,PHI,L 24-28,,0,0,,0,,,,,,,,
80,1989,1989-11-05,9,28.098,DEN,,PIT,W 34-7,,2,13,6.50,0,,,0,0,,0,0,0
81,1989,1989-11-12,10,28.105,DEN,@,KAN,W 16-13,,3,21,7.00,0,,,0,0,,0,0,0
82,1989,1989-11-20,11,28.113,DEN,@,WAS,W 14-10,,0,0,,0,,,,,,,,
83,1989,1989-11-26,12,28.119,DEN,,SEA,W 41-14,,0,0,,0,,,,,,,,
84,1989,1989-12-03,13,28.126,DEN,@,RAI,L 13-16,,0,0,,0,,,,,,,,
85,1989,1989-12-10,14,28.133,DEN,,NYG,L 7-14,,3,30,10.00,0,,,0,0,,0,0,0
