ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2007,2007-12-16,14,22.111,STL,,GNB,L 14-33,,0,0,0,,0,0.0%,,0,0,,0,6,121,20.17,0,0,0,,0,0,0,0.0,,
2,2007,2007-12-20,15,22.115,STL,,PIT,L 24-41,,0,0,0,,0,0.0%,,0,0,,0,8,229,28.63,0,0,0,,0,0,0,0.0,,
3,2007,2007-12-30,16,22.125,STL,@,ARI,L 19-48,,1,0,0,,0,0.0%,0.00,1,5,5.00,0,6,159,26.50,0,0,0,,0,0,0,0.0,,
4,2008,2008-10-12,5,23.046,STL,@,WAS,W 19-17,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
5,2008,2008-10-19,6,23.053,STL,,DAL,W 34-14,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
6,2008,2008-10-26,7,23.060,STL,@,NWE,L 16-23,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
7,2008,2008-11-02,8,23.067,STL,,ARI,L 13-34,,1,1,80,80.00,1,100.0%,80.00,0,0,,0,2,41,20.50,0,2,26,13.00,0,1,6,0.0,0,0
8,2008,2008-11-09,9,23.074,STL,@,NYJ,L 3-47,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,6,120,20.00,0,0,0,,0,0,0,0.0,0,0
9,2008,2008-11-16,10,23.081,STL,@,SFO,L 16-35,,6,3,21,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
10,2008,2008-11-23,11,23.088,STL,,CHI,L 3-27,,1,0,0,,0,0.0%,0.00,0,0,,0,6,195,32.50,0,3,12,4.00,0,0,0,0.0,0,0
11,2008,2008-11-30,12,23.095,STL,,MIA,L 12-16,,1,0,0,,0,0.0%,0.00,0,0,,0,4,94,23.50,0,4,18,4.50,0,0,0,0.0,1,0
12,2008,2008-12-07,13,23.102,STL,@,ARI,L 10-34,,2,1,6,6.00,0,50.0%,3.00,0,0,,0,6,143,23.83,0,1,33,33.00,0,0,0,0.0,0,0
13,2008,2008-12-14,14,23.109,STL,,SEA,L 20-23,,0,0,0,,0,0.0%,,1,0,0.00,0,1,27,27.00,0,1,12,12.00,0,0,0,0.0,0,0
14,2009,2009-09-13,1,24.017,STL,@,SEA,L 0-28,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,24,24.00,0,0,0,0.0,0,0
15,2009,2009-09-20,2,24.024,STL,@,WAS,L 7-9,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,13,6.50,0,0,0,0.0,0,0
