ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,2015,2015-09-20,2,22.364,CHI,,ARI,L 23-48,,4,3,36,12.00,0,75.0%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
2,2015,2015-09-27,3,23.006,CHI,@,SEA,L 0-26,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
3,2015,2015-10-04,4,23.013,CHI,,OAK,W 22-20,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
4,2015,2015-10-11,5,23.020,CHI,@,KAN,W 18-17,,4,4,52,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
5,2015,2015-10-18,6,23.027,CHI,@,DET,L 34-37,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
6,2015,2015-11-09,8,23.049,CHI,@,SDG,W 22-19,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
7,2015,2015-11-15,9,23.055,CHI,@,STL,W 37-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
8,2015,2015-11-22,10,23.062,CHI,,DEN,L 15-17,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
9,2015,2015-12-06,12,23.076,CHI,,SFO,L 20-26,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
10,2015,2015-12-27,15,23.097,CHI,@,TAM,W 26-21,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
11,2015,2016-01-03,16,23.104,CHI,,DET,L 20-24,,4,2,19,9.50,0,50.0%,4.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
12,2016,2016-09-25,3,24.004,CHI,@,DAL,L 17-31,,3,2,24,12.00,0,66.7%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
13,2016,2016-10-02,4,24.011,CHI,,DET,W 17-14,,5,4,28,7.00,0,80.0%,5.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
14,2016,2016-10-09,5,24.018,CHI,@,IND,L 23-29,*,12,9,130,14.44,1,75.0%,10.83,1,6,6.00,0,0,0,,0,0,0,,0,0,,,1,6
15,2016,2016-10-16,6,24.025,CHI,,JAX,L 16-17,*,15,11,113,10.27,0,73.3%,7.53,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
16,2016,2016-10-20,7,24.029,CHI,@,GNB,L 10-26,,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
17,2016,2016-10-31,8,24.040,CHI,,MIN,W 20-10,*,2,1,24,24.00,0,50.0%,12.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
18,2016,2016-11-13,9,24.053,CHI,@,TAM,L 10-36,*,2,1,50,50.00,1,50.0%,25.00,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
19,2016,2016-11-20,10,24.060,CHI,@,NYG,L 16-22,*,4,4,49,12.25,0,100.0%,12.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
20,2016,2016-11-27,11,24.067,CHI,,TEN,L 21-27,*,9,2,19,9.50,0,22.2%,2.11,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
21,2016,2016-12-04,12,24.074,CHI,,SFO,W 26-6,,4,3,67,22.33,0,75.0%,16.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
22,2016,2016-12-11,13,24.081,CHI,@,DET,L 17-20,*,8,6,72,12.00,1,75.0%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
23,2016,2016-12-18,14,24.088,CHI,,GNB,L 27-30,*,13,9,104,11.56,0,69.2%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
24,2016,2016-12-24,15,24.094,CHI,,WAS,L 21-41,*,12,9,135,15.00,1,75.0%,11.25,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
25,2016,2017-01-01,16,24.102,CHI,@,MIN,L 10-38,*,6,4,61,15.25,0,66.7%,10.17,0,0,,0,1,1,100.00,2,1,0,118.7,0,0,2.00,22.00,0,0
26,2018,2018-09-23,3,26.002,NOR,@,ATL,W 43-37,*,1,1,11,11.00,1,100.0%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
