ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1963,1963-09-29,3,23.231,DAL,@,WAS,L 17-21,0,0,,0,0,0,1,31,0
2,1963,1963-10-27,7,23.259,DAL,@,PIT,L 21-27,0,0,,0,0,0,1,55,0
3,1963,1963-11-03,8,23.266,DAL,,WAS,W 35-20,0,0,,0,0,0,1,31,0
4,1963,1963-11-24,11,23.287,DAL,@,CLE,L 17-27,0,0,,0,0,0,1,6,0
5,1963,1963-12-01,12,23.294,DAL,,NYG,L 27-34,0,0,,0,0,0,2,84,0
6,1963,1963-12-15,14,23.308,DAL,@,STL,W 28-24,0,0,,0,0,0,1,4,0
7,1965,1965-09-26,2,25.228,DAL,,WAS,W 27-7,0,0,,0,0,0,1,0,0
8,1965,1965-11-14,9,25.277,DAL,,PIT,W 24-17,0,0,,0,0,0,1,6,0
9,1965,1965-12-19,14,25.312,DAL,@,NYG,W 38-20,0,0,,0,0,0,1,43,0
10,1966,1966-09-18,1,26.220,DAL,,NYG,W 52-7,0,0,,0,1,6,2,53,1
11,1966,1966-12-04,12,26.297,DAL,,STL,W 31-17,0,0,,0,0,0,1,17,0
12,1966,1966-12-18,14,26.311,DAL,@,NYG,W 17-7,0,0,,0,0,0,1,18,0
13,1967,1967-10-08,4,27.240,DAL,@,WAS,W 17-14,0,0,,0,0,0,1,0,0
14,1967,1967-10-15,5,27.247,DAL,,NOR,W 14-10,0,0,,0,0,0,1,0,0
15,1967,1967-10-22,6,27.254,DAL,@,PIT,W 24-21,0,0,,0,0,0,1,18,0
16,1967,1967-10-29,7,27.261,DAL,@,PHI,L 14-21,0,0,,0,0,0,1,0,0
17,1967,1967-11-12,9,27.275,DAL,@,NOR,W 27-10,0,0,,0,0,0,1,0,0
18,1967,1967-11-23,11,27.286,DAL,,STL,W 46-21,0,0,,0,0,0,1,28,0
19,1967,1967-12-16,14,27.309,DAL,@,SFO,L 16-24,0,0,,0,0,0,1,6,0
20,1968,1968-10-06,4,28.239,DAL,@,STL,W 27-10,0,0,,0,0,0,1,1,0
21,1968,1968-10-13,5,28.246,DAL,,PHI,W 34-14,0,0,,0,0,0,1,3,0
22,1968,1968-10-20,6,28.253,DAL,@,MIN,W 20-7,0,0,,0,1,6,1,55,1
23,1968,1968-11-03,8,28.267,DAL,@,NOR,W 17-3,0,0,,0,0,0,1,15,0
24,1969,1969-09-28,2,29.230,DAL,@,NOR,W 21-17,0,0,,0,0,0,1,0,0
25,1969,1969-10-12,4,29.244,DAL,@,ATL,W 24-17,1,0,0.00,0,0,0,0,0,0
26,1969,1969-10-19,5,29.251,DAL,,PHI,W 49-14,1,0,0.00,0,0,0,0,0,0
27,1969,1969-12-13,13,29.306,DAL,,BAL,W 27-10,0,0,,0,0,0,1,0,0
28,1970,1970-09-20,1,30.222,DAL,@,PHI,W 17-7,,,,,,,,,
29,1970,1970-09-27,2,30.229,DAL,,NYG,W 28-10,,,,,,,,,
30,1970,1970-10-04,3,30.236,DAL,@,STL,L 7-20,,,,,,,,,
31,1970,1970-10-11,4,30.243,DAL,,ATL,W 13-0,,,,,,,,,
32,1970,1970-10-18,5,30.250,DAL,@,MIN,L 13-54,,,,,,,,,
33,1970,1970-10-25,6,30.257,DAL,@,KAN,W 27-16,,,,,,,,,
34,1970,1970-11-01,7,30.264,DAL,,PHI,W 21-17,,,,,,,,,
35,1970,1970-11-08,8,30.271,DAL,@,NYG,L 20-23,,,,,,,,,
36,1970,1970-11-16,9,30.279,DAL,,STL,L 0-38,0,0,,0,0,0,1,59,0
37,1970,1970-11-22,10,30.285,DAL,@,WAS,W 45-21,,,,,,,,,
38,1970,1970-11-26,11,30.289,DAL,,GNB,W 16-3,,,,,,,,,
39,1970,1970-12-06,12,30.299,DAL,,WAS,W 34-0,,,,,,,,,
40,1970,1970-12-12,13,30.305,DAL,@,CLE,W 6-2,,,,,,,,,
41,1970,1970-12-20,14,30.313,DAL,,HOU,W 52-10,,,,,,,,,
42,1971,1971-09-19,1,31.221,DAL,@,BUF,W 49-37,1,0,0.00,0,0,0,0,0,0
43,1971,1971-09-26,2,31.228,DAL,@,PHI,W 42-7,0,0,,0,0,0,1,4,0
44,1971,1971-10-03,3,31.235,DAL,,WAS,L 16-20,,,,,,,,,
45,1971,1971-10-11,4,31.243,DAL,,NYG,W 20-13,,,,,,,,,
46,1971,1971-10-17,5,31.249,DAL,@,NOR,L 14-24,,,,,,,,,
47,1971,1971-10-24,6,31.256,DAL,,NWE,W 44-21,,,,,,,,,
48,1971,1971-10-31,7,31.263,DAL,@,CHI,L 19-23,0,0,,0,0,0,1,12,0
49,1971,1971-11-07,8,31.270,DAL,@,STL,W 16-13,,,,,,,,,
50,1971,1971-11-14,9,31.277,DAL,,PHI,W 20-7,,,,,,,,,
51,1971,1971-11-21,10,31.284,DAL,@,WAS,W 13-0,,,,,,,,,
52,1971,1971-11-25,11,31.288,DAL,,RAM,W 28-21,,,,,,,,,
53,1971,1971-12-04,12,31.297,DAL,,NYJ,W 52-10,,,,,,,,,
54,1971,1971-12-12,13,31.305,DAL,@,NYG,W 42-14,,,,,,,,,
55,1971,1971-12-18,14,31.311,DAL,,STL,W 31-12,,,,,,,,,
56,1972,1972-09-17,1,32.220,DAL,,PHI,W 28-6,0,0,,0,0,0,1,0,0
57,1972,1972-09-24,2,32.227,DAL,@,NYG,W 23-14,,,,,,,,,
58,1972,1972-10-01,3,32.234,DAL,@,GNB,L 13-16,,,,,,,,,
59,1972,1972-10-08,4,32.241,DAL,,PIT,W 17-13,,,,,,,,,
60,1972,1972-10-15,5,32.248,DAL,@,BAL,W 21-0,,,,,,,,,
61,1972,1972-10-22,6,32.255,DAL,@,WAS,L 20-24,,,,,,,,,
62,1972,1972-10-30,7,32.263,DAL,,DET,W 28-24,,,,,,,,,
63,1972,1972-11-05,8,32.269,DAL,@,SDG,W 34-28,,,,,,,,,
64,1972,1972-11-12,9,32.276,DAL,,STL,W 33-24,,,,,,,,,
65,1972,1972-11-19,10,32.283,DAL,@,PHI,W 28-7,,,,,,,,,
66,1972,1972-11-23,11,32.287,DAL,,SFO,L 10-31,,,,,,,,,
67,1972,1972-12-03,12,32.297,DAL,@,STL,W 27-6,,,,,,,,,
68,1972,1972-12-09,13,32.303,DAL,,WAS,W 34-24,0,0,,0,0,0,1,1,0
69,1972,1972-12-17,14,32.311,DAL,,NYG,L 3-23,,,,,,,,,
70,1973,1973-09-16,1,33.218,DAL,@,CHI,W 20-17,,,,,,,,,
71,1973,1973-09-24,2,33.226,DAL,,NOR,W 40-3,,,,,,,,,
72,1973,1973-09-30,3,33.232,DAL,,STL,W 45-10,,,,,,,,,
73,1973,1973-10-08,4,33.240,DAL,@,WAS,L 7-14,,,,,,,,,
74,1973,1973-10-14,5,33.246,DAL,@,RAM,L 31-37,,,,,,,,,
75,1973,1973-10-21,6,33.253,DAL,,NYG,W 45-28,,,,,,,,,
76,1973,1973-10-28,7,33.260,DAL,@,PHI,L 16-30,,,,,,,,,
77,1973,1973-11-04,8,33.267,DAL,,CIN,W 38-10,,,,,,,,,
78,1973,1973-11-11,9,33.274,DAL,@,NYG,W 23-10,,,,,,,,,
79,1973,1973-11-18,10,33.281,DAL,,PHI,W 31-10,,,,,,,,,
80,1973,1973-11-22,11,33.285,DAL,,MIA,L 7-14,,,,,,,,,
81,1973,1973-12-02,12,33.295,DAL,@,DEN,W 22-10,,,,,,,,,
82,1973,1973-12-09,13,33.302,DAL,,WAS,W 27-7,,,,,,,,,
83,1973,1973-12-16,14,33.309,DAL,@,STL,W 30-3,,,,,,,,,
84,1974,1974-09-15,1,34.217,DAL,@,ATL,W 24-0,,,,,,,,,
85,1974,1974-09-23,2,34.225,DAL,@,PHI,L 10-13,,,,,,,,,
86,1974,1974-09-29,3,34.231,DAL,,NYG,L 6-14,,,,,,,,,
87,1974,1974-10-06,4,34.238,DAL,,MIN,L 21-23,,,,,,,,,
88,1974,1974-10-13,5,34.245,DAL,@,STL,L 28-31,,,,,,,,,
89,1974,1974-10-20,6,34.252,DAL,,PHI,W 31-24,,,,,,,,,
90,1974,1974-10-27,7,34.259,DAL,@,NYG,W 21-7,,,,,,,,,
91,1974,1974-11-03,8,34.266,DAL,,STL,W 17-14,,,,,,,,,
92,1974,1974-11-10,9,34.273,DAL,,SFO,W 20-14,,,,,,,,,
93,1974,1974-11-17,10,34.280,DAL,@,WAS,L 21-28,,,,,,,,,
94,1974,1974-11-24,11,34.287,DAL,@,HOU,W 10-0,,,,,,,,,
95,1974,1974-11-28,12,34.291,DAL,,WAS,W 24-23,,,,,,,,,
96,1974,1974-12-07,13,34.300,DAL,,CLE,W 41-17,0,0,,0,0,0,2,2,0
97,1974,1974-12-14,14,34.307,DAL,@,OAK,L 23-27,,,,,,,,,
