ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1970,1970-09-20,1,22.192,PHI,,DAL,L 7-17,1,1,100.0,,,,0,1,3,114,38.00,0
2,1970,1970-09-27,2,22.199,PHI,@,CHI,L 16-20,1,1,100.0,1,1,100.0,0,4,7,236,33.71,0
3,1970,1970-10-04,3,22.206,PHI,,WAS,L 21-33,3,3,100.0,,,,0,3,,,,
4,1970,1970-10-11,4,22.213,PHI,@,NYG,L 23-30,2,3,66.7,1,1,100.0,0,5,0,0,,0
5,1970,1970-10-18,5,22.220,PHI,,STL,L 20-35,2,2,100.0,2,4,50.0,0,8,0,0,,0
6,1970,1970-10-25,6,22.227,PHI,@,GNB,L 17-30,2,2,100.0,1,2,50.0,0,5,0,0,,0
7,1970,1970-11-01,7,22.234,PHI,@,DAL,L 17-21,2,2,100.0,1,1,100.0,0,5,0,0,,0
8,1970,1970-11-08,8,22.241,PHI,,MIA,W 24-17,3,3,100.0,1,1,100.0,0,6,0,0,,0
9,1970,1970-11-15,9,22.248,PHI,,ATL,T 13-13,1,1,100.0,2,4,50.0,0,7,0,0,,0
10,1970,1970-11-23,10,22.256,PHI,,NYG,W 23-20,2,3,66.7,1,3,33.3,0,5,0,0,,0
11,1970,1970-11-29,11,22.262,PHI,@,STL,L 14-23,2,2,100.0,,1,0.0,0,2,0,0,,0
12,1970,1970-12-06,12,22.269,PHI,@,BAL,L 10-29,1,1,100.0,1,1,100.0,0,4,0,0,,0
13,1970,1970-12-13,13,22.276,PHI,@,WAS,L 6-24,,,,2,3,66.7,0,6,0,0,,0
14,1970,1970-12-20,14,22.283,PHI,,PIT,W 30-20,3,4,75.0,1,3,33.3,0,6,0,0,,0
15,1971,1971-10-03,3,23.205,HOU,,NOR,T 13-13,1,1,100.0,2,3,66.7,0,7,0,0,,0
16,1971,1971-10-10,4,23.212,HOU,@,WAS,L 13-22,1,1,100.0,2,3,66.7,0,7,0,0,,0
17,1971,1971-10-17,5,23.219,HOU,,DET,L 7-31,1,1,100.0,,1,0.0,0,1,0,0,,0
18,1971,1971-10-24,6,23.226,HOU,@,PIT,L 16-23,1,2,50.0,1,2,50.0,0,4,0,0,,0
19,1971,1971-10-31,7,23.233,HOU,,CIN,W 10-6,1,1,100.0,1,2,50.0,0,4,0,0,,0
20,1971,1971-11-07,8,23.240,HOU,@,NWE,L 20-28,2,2,100.0,2,3,66.7,0,8,0,0,,0
21,1971,1971-11-14,9,23.247,HOU,@,OAK,L 21-41,3,3,100.0,,,,0,3,,,,
22,1971,1971-11-21,10,23.254,HOU,@,CIN,L 13-28,1,1,100.0,2,2,100.0,0,7,0,0,,0
23,1971,1971-11-28,11,23.261,HOU,,CLE,L 24-37,3,3,100.0,1,1,100.0,0,6,0,0,,0
24,1971,1971-12-05,12,23.268,HOU,,PIT,W 29-3,2,3,66.7,3,5,60.0,0,11,0,0,,0
25,1971,1971-12-12,13,23.275,HOU,@,BUF,W 20-14,2,2,100.0,2,4,50.0,0,8,0,0,,0
26,1971,1971-12-19,14,23.282,HOU,,SDG,W 49-33,7,7,100.0,,,,0,7,,,,
27,1972,1972-09-17,1,24.189,HOU,@,DEN,L 17-30,2,2,100.0,1,2,50.0,0,5,0,0,,0
28,1974,1974-09-15,1,26.187,WAS,@,NYG,W 13-10,1,2,50.0,,2,0.0,0,1,0,0,,0
29,1974,1974-09-22,2,26.194,WAS,,STL,L 10-17,1,1,100.0,1,2,50.0,0,4,0,0,,0
30,1974,1974-09-30,3,26.202,WAS,,DEN,W 30-3,3,3,100.0,3,3,100.0,0,12,0,0,,0
31,1974,1974-10-06,4,26.208,WAS,@,CIN,L 17-28,2,2,100.0,1,2,50.0,0,5,0,0,,0
32,1974,1974-10-13,5,26.215,WAS,,MIA,W 20-17,2,2,100.0,2,3,66.7,0,8,0,0,,0
33,1974,1974-10-20,6,26.222,WAS,,NYG,W 24-3,3,3,100.0,1,2,50.0,0,6,0,0,,0
34,1974,1974-10-27,7,26.229,WAS,@,STL,L 20-23,2,2,100.0,2,2,100.0,0,8,0,0,,0
35,1974,1974-11-03,8,26.236,WAS,@,GNB,W 17-6,2,2,100.0,1,1,100.0,0,5,0,0,,0
36,1974,1974-11-10,9,26.243,WAS,@,PHI,W 27-20,3,3,100.0,2,4,50.0,0,9,0,0,,0
37,1974,1974-11-17,10,26.250,WAS,,DAL,W 28-21,4,4,100.0,,,,0,4,,,,
38,1974,1974-11-24,11,26.257,WAS,,PHI,W 26-7,2,3,66.7,2,4,50.0,0,8,0,0,,0
39,1974,1974-11-28,12,26.261,WAS,@,DAL,L 23-24,2,2,100.0,3,5,60.0,0,11,0,0,,0
40,1974,1974-12-09,13,26.272,WAS,@,RAM,W 23-17,,,,,,,,,,,,
41,1975,1975-09-21,1,27.193,WAS,,NOR,W 41-3,5,5,100.0,2,2,100.0,0,11,0,0,,0
42,1975,1975-09-28,2,27.200,WAS,,NYG,W 49-13,7,7,100.0,,1,0.0,0,7,0,0,,0
43,1975,1975-10-05,3,27.207,WAS,@,PHI,L 10-26,1,1,100.0,1,2,50.0,0,4,0,0,,0
44,1975,1975-10-13,4,27.215,WAS,,STL,W 27-17,3,3,100.0,2,3,66.7,0,9,0,0,,0
45,1975,1975-10-19,5,27.221,WAS,@,HOU,L 10-13,1,1,100.0,1,2,50.0,0,4,0,0,,0
46,1975,1975-10-26,6,27.228,WAS,@,CLE,W 23-7,2,3,66.7,1,1,100.0,0,5,0,0,,0
47,1975,1975-11-02,7,27.235,WAS,,DAL,W 30-24,3,3,100.0,1,3,33.3,0,6,0,0,,0
48,1975,1975-11-09,8,27.242,WAS,@,NYG,W 21-13,3,3,100.0,,,,0,3,,,,
49,1975,1975-11-16,9,27.249,WAS,@,STL,L 17-20,2,2,100.0,1,2,50.0,0,5,0,0,,0
50,1975,1975-11-23,10,27.256,WAS,,OAK,L 23-26,2,3,66.7,1,2,50.0,0,5,0,0,,0
51,1975,1975-11-30,11,27.263,WAS,,MIN,W 31-30,4,4,100.0,1,1,100.0,0,7,0,0,,0
52,1975,1975-12-07,12,27.270,WAS,@,ATL,W 30-27,3,3,100.0,3,3,100.0,0,12,0,0,,0
53,1975,1975-12-13,13,27.276,WAS,@,DAL,L 10-31,1,1,100.0,1,1,100.0,0,4,0,0,,0
54,1975,1975-12-21,14,27.284,WAS,,PHI,L 3-26,,,,1,2,50.0,0,3,0,0,,0
55,1976,1976-09-12,1,28.184,WAS,,NYG,W 19-17,2,2,100.0,1,1,100.0,0,5,0,0,,0
56,1976,1976-09-19,2,28.191,WAS,,SEA,W 31-7,4,4,100.0,1,1,100.0,0,7,0,0,,0
57,1976,1976-09-27,3,28.199,WAS,@,PHI,W 20-17,2,2,100.0,2,4,50.0,0,8,0,0,,0
58,1976,1976-10-03,4,28.205,WAS,@,CHI,L 7-33,1,1,100.0,,,,0,1,,,,
59,1976,1976-10-10,5,28.212,WAS,,KAN,L 30-33,3,4,75.0,1,2,50.0,0,6,0,0,,0
60,1976,1976-10-17,6,28.219,WAS,,DET,W 20-7,2,2,100.0,2,3,66.7,0,8,0,0,,0
61,1976,1976-10-25,7,28.227,WAS,,STL,W 20-10,2,2,100.0,2,4,50.0,0,8,0,0,,0
62,1976,1976-10-31,8,28.233,WAS,,DAL,L 7-20,1,1,100.0,,,,0,1,,,,
63,1976,1976-11-07,9,28.240,WAS,@,SFO,W 24-21,3,3,100.0,1,1,100.0,0,6,0,0,,0
64,1976,1976-11-14,10,28.247,WAS,@,NYG,L 9-12,,,,3,6,50.0,0,9,0,0,,0
65,1976,1976-11-21,11,28.254,WAS,@,STL,W 16-10,1,1,100.0,3,5,60.0,0,10,0,0,,0
66,1976,1976-11-28,12,28.261,WAS,,PHI,W 24-0,3,3,100.0,1,1,100.0,0,6,0,0,,0
67,1976,1976-12-05,13,28.268,WAS,@,NYJ,W 37-16,4,4,100.0,3,4,75.0,0,13,0,0,,0
68,1976,1976-12-12,14,28.275,WAS,@,DAL,W 27-14,3,3,100.0,2,2,100.0,0,9,0,0,,0
69,1977,1977-09-18,1,29.190,WAS,@,NYG,L 17-20,2,2,100.0,1,2,50.0,0,5,0,0,,0
70,1977,1977-09-25,2,29.197,WAS,,ATL,W 10-6,1,1,100.0,1,1,100.0,0,4,0,0,,0
71,1977,1977-10-02,3,29.204,WAS,,STL,W 24-14,3,3,100.0,1,2,50.0,0,6,0,0,,0
72,1977,1977-10-09,4,29.211,WAS,@,TAM,W 10-0,1,1,100.0,1,3,33.3,0,4,0,0,,0
73,1977,1977-10-16,5,29.218,WAS,@,DAL,L 16-34,1,1,100.0,3,3,100.0,0,10,0,0,,0
74,1977,1977-10-23,6,29.225,WAS,,NYG,L 6-17,,,,2,2,100.0,0,6,0,0,,0
75,1977,1977-10-30,7,29.232,WAS,,PHI,W 23-17,2,2,100.0,3,6,50.0,0,11,0,0,,0
76,1977,1977-11-07,8,29.240,WAS,@,BAL,L 3-10,,,,1,1,100.0,0,3,0,0,,0
77,1977,1977-11-13,9,29.246,WAS,@,PHI,W 17-14,2,2,100.0,1,3,33.3,0,5,0,0,,0
78,1977,1977-11-21,10,29.254,WAS,,GNB,W 10-9,1,1,100.0,1,2,50.0,0,4,0,0,,0
79,1977,1977-11-27,11,29.260,WAS,,DAL,L 7-14,1,1,100.0,,3,0.0,0,1,0,0,,0
80,1977,1977-12-04,12,29.267,WAS,@,BUF,W 10-0,1,1,100.0,1,3,33.3,0,4,0,0,,0
81,1977,1977-12-10,13,29.273,WAS,@,STL,W 26-20,2,2,100.0,4,4,100.0,0,14,0,0,,0
82,1977,1977-12-17,14,29.280,WAS,,RAM,W 17-14,2,2,100.0,1,2,50.0,0,5,0,0,,0
83,1978,1978-09-03,1,30.175,WAS,@,NWE,W 16-14,1,2,50.0,1,2,50.0,0,4,0,0,,0
84,1978,1978-09-10,2,30.182,WAS,,PHI,W 35-30,5,5,100.0,,1,0.0,0,5,0,0,,0
85,1978,1978-09-17,3,30.189,WAS,@,STL,W 28-10,4,4,100.0,,,,0,4,,,,
86,1978,1978-09-24,4,30.196,WAS,,NYJ,W 23-3,2,2,100.0,3,4,75.0,0,11,0,0,,0
87,1978,1978-10-02,5,30.204,WAS,,DAL,W 9-5,,,,3,3,100.0,0,9,0,0,,0
88,1978,1978-10-08,6,30.210,WAS,@,DET,W 21-19,3,3,100.0,,,,0,3,,,,
89,1978,1978-10-15,7,30.217,WAS,@,PHI,L 10-17,1,1,100.0,1,3,33.3,0,4,0,0,,0
90,1978,1978-10-22,8,30.224,WAS,@,NYG,L 6-17,,,,2,3,66.7,0,6,0,0,,0
91,1978,1978-10-29,9,30.231,WAS,,SFO,W 38-20,5,5,100.0,1,3,33.3,0,8,0,0,,0
92,1978,1978-11-06,10,30.239,WAS,@,BAL,L 17-21,2,2,100.0,1,1,100.0,0,5,0,0,,0
93,1978,1978-11-12,11,30.245,WAS,,NYG,W 16-13,1,1,100.0,3,4,75.0,0,10,0,0,,0
94,1978,1978-11-19,12,30.252,WAS,,STL,L 17-27,2,2,100.0,1,1,100.0,0,5,0,0,,0
95,1978,1978-11-23,13,30.256,WAS,@,DAL,L 10-37,1,1,100.0,1,2,50.0,0,4,0,0,,0
96,1978,1978-12-03,14,30.266,WAS,,MIA,L 0-16,,,,,,,,,,,,
97,1978,1978-12-10,15,30.273,WAS,@,ATL,L 17-20,2,2,100.0,1,2,50.0,0,5,0,0,,0
98,1978,1978-12-16,16,30.279,WAS,,CHI,L 10-14,1,1,100.0,1,1,100.0,0,4,0,0,,0
99,1979,1979-09-02,1,31.174,WAS,,HOU,L 27-29,3,3,100.0,2,3,66.7,0,9,0,0,,0
100,1979,1979-09-09,2,31.181,WAS,@,DET,W 27-24,3,3,100.0,2,2,100.0,0,9,0,0,,0
101,1979,1979-09-17,3,31.189,WAS,,NYG,W 27-0,3,3,100.0,2,2,100.0,0,9,0,0,,0
102,1979,1979-09-23,4,31.195,WAS,@,STL,W 17-7,2,2,100.0,1,1,100.0,0,5,0,0,,0
103,1979,1979-09-30,5,31.202,WAS,@,ATL,W 16-7,1,1,100.0,3,4,75.0,0,10,0,0,,0
104,1979,1979-10-07,6,31.209,WAS,@,PHI,L 17-28,2,2,100.0,1,2,50.0,0,5,0,0,,0
105,1979,1979-10-14,7,31.216,WAS,@,CLE,W 13-9,1,1,100.0,2,2,100.0,0,7,0,0,,0
106,1979,1979-10-21,8,31.223,WAS,,PHI,W 17-7,2,2,100.0,1,1,100.0,0,5,0,0,,0
107,1979,1979-10-28,9,31.230,WAS,,NOR,L 10-14,1,1,100.0,1,2,50.0,0,4,0,0,,0
108,1979,1979-11-04,10,31.237,WAS,@,PIT,L 7-38,1,1,100.0,,1,0.0,0,1,0,0,,0
109,1979,1979-11-11,11,31.244,WAS,,STL,W 30-28,3,3,100.0,3,3,100.0,0,12,0,0,,0
110,1979,1979-11-18,12,31.251,WAS,,DAL,W 34-20,4,4,100.0,2,3,66.7,0,10,0,0,,0
111,1979,1979-11-25,13,31.258,WAS,@,NYG,L 6-14,,,,2,4,50.0,0,6,0,0,,0
112,1979,1979-12-02,14,31.265,WAS,,GNB,W 38-21,5,5,100.0,1,1,100.0,0,8,0,0,,0
113,1979,1979-12-09,15,31.272,WAS,,CIN,W 28-14,4,4,100.0,,,,0,4,,,,
114,1979,1979-12-16,16,31.279,WAS,@,DAL,L 34-35,4,4,100.0,2,2,100.0,0,10,0,0,,0
115,1980,1980-09-08,1,32.180,WAS,,DAL,L 3-17,,,,1,3,33.3,0,3,0,0,,0
116,1980,1980-09-14,2,32.186,WAS,@,NYG,W 23-21,2,3,66.7,1,2,50.0,0,5,0,0,,0
117,1980,1980-09-21,3,32.193,WAS,@,OAK,L 21-24,3,3,100.0,,1,0.0,0,3,0,0,,0
118,1980,1980-09-28,4,32.200,WAS,,SEA,L 0-14,,,,,3,0.0,0,0,0,0,,0
119,1980,1980-10-05,5,32.207,WAS,@,PHI,L 14-24,2,2,100.0,,1,0.0,0,2,0,0,,0
120,1980,1980-10-13,6,32.215,WAS,@,DEN,L 17-20,2,2,100.0,1,2,50.0,0,5,0,0,,0
121,1980,1980-10-19,7,32.221,WAS,,STL,W 23-0,2,3,66.7,1,2,50.0,0,5,0,0,,0
122,1980,1980-10-26,8,32.228,WAS,,NOR,W 22-14,1,1,100.0,5,6,83.3,0,16,0,0,,0
123,1980,1980-11-02,9,32.235,WAS,,MIN,L 14-39,2,2,100.0,,,,0,2,,,,
124,1980,1980-11-09,10,32.242,WAS,@,CHI,L 21-35,3,3,100.0,,,,0,3,,,,
125,1980,1980-11-16,11,32.249,WAS,,PHI,L 0-24,,,,,,,,,,,,
