ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1987,1987-09-13,1,22.241,KAN,,SDG,W 20-13,1,0,0.00,0,0,0,,0,2,7,3.50,0
2,1987,1987-09-20,2,22.248,KAN,@,SEA,L 14-43,1,7,7.00,0,0,0,,0,1,1,1.00,0
3,1987,1987-10-25,6,22.283,KAN,@,SDG,L 21-42,0,0,,0,0,0,,0,2,16,8.00,0
4,1987,1987-11-08,8,22.297,KAN,,PIT,L 16-17,0,0,,0,0,0,,0,2,39,19.50,0
5,1987,1987-11-15,9,22.304,KAN,,NYJ,L 9-16,0,0,,0,0,0,,0,1,5,5.00,0
6,1987,1987-11-22,10,22.311,KAN,,GNB,L 3-23,0,0,,0,0,0,,0,6,79,13.17,0
7,1987,1987-11-26,11,22.315,KAN,@,DET,W 27-20,0,0,,0,1,3,3.00,0,2,11,5.50,0
8,1987,1987-12-06,12,22.325,KAN,@,CIN,L 27-30,0,0,,0,0,0,,0,3,4,1.33,0
