ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
63,1988,1988-09-25,4,26.258,CIN,,CLE,W 24-17,,,,,,,
64,1988,1988-10-02,5,26.265,CIN,@,RAI,W 45-21,,,,,,,
65,1988,1988-10-09,6,26.272,CIN,,NYJ,W 36-19,,,,,,,
66,1988,1988-10-16,7,26.279,CIN,@,NWE,L 21-27,,,,,,,
67,1988,1988-10-23,8,26.286,CIN,,HOU,W 44-21,,,,,,,
68,1988,1988-10-30,9,26.293,CIN,@,CLE,L 16-23,,,,,,,
69,1988,1988-11-06,10,26.300,CIN,,PIT,W 42-7,,,,,,,
70,1988,1988-11-13,11,26.307,CIN,@,KAN,L 28-31,,,,,,,
71,1988,1988-11-20,12,26.314,CIN,@,DAL,W 38-24,,,,,,,
72,1988,1988-11-27,13,26.321,CIN,,BUF,W 35-21,,,,,,,
73,1988,1988-12-04,14,26.328,CIN,,SDG,W 27-10,,,,,,,
74,1988,1988-12-11,15,26.335,CIN,@,HOU,L 6-41,,,,,,,
75,1988,1988-12-17,16,26.341,CIN,,WAS,W 20-17,,,,,,,
76,1989,1989-09-10,1,27.242,CIN,@,CHI,L 14-17,,,,,,,
77,1989,1989-09-17,2,27.249,CIN,,PIT,W 41-10,,,,,,,
78,1989,1989-09-25,3,27.257,CIN,,CLE,W 21-14,,,,,,,
79,1989,1989-10-01,4,27.263,CIN,@,KAN,W 21-17,,,,,,,
80,1989,1989-10-08,5,27.270,CIN,@,PIT,W 26-16,,,,,,,
81,1989,1989-10-15,6,27.277,CIN,,MIA,L 13-20,,,,,,,
82,1989,1989-10-22,7,27.284,CIN,,IND,L 12-23,,,,,,,
83,1989,1989-10-29,8,27.291,CIN,,TAM,W 56-23,,,,,,,
84,1989,1989-11-26,12,27.319,CIN,@,BUF,L 7-24,,,,,,,
85,1989,1989-12-03,13,27.326,CIN,@,CLE,W 21-0,,,,,,,
86,1989,1989-12-10,14,27.333,CIN,,SEA,L 17-24,,,,,,,
87,1989,1989-12-17,15,27.340,CIN,,HOU,W 61-7,,,,,,,
88,1989,1989-12-25,16,27.348,CIN,@,MIN,L 21-29,,,,,,,
89,1990,1990-09-09,1,28.241,CIN,,NYJ,W 25-20,,,,,,,
90,1990,1990-09-16,2,28.248,CIN,@,SDG,W 21-16,,,,,,,
91,1990,1990-09-23,3,28.255,CIN,,NWE,W 41-7,,,,,,,
92,1990,1990-10-01,4,28.263,CIN,@,SEA,L 16-31,,,,,,,
93,1991,1991-09-01,1,29.233,CIN,@,DEN,L 14-45,,,,,,,
94,1991,1991-09-08,2,29.240,CIN,,HOU,L 7-30,,,,,,,
95,1991,1991-09-15,3,29.247,CIN,@,CLE,L 13-14,,,,,,,
96,1991,1991-09-22,4,29.254,CIN,,WAS,L 27-34,,,,,,,
97,1991,1991-10-06,5,29.268,CIN,,SEA,L 7-13,,,,,,,
98,1991,1991-10-13,6,29.275,CIN,@,DAL,L 23-35,,,,,,,
99,1991,1991-11-03,9,29.296,IND,,MIA,L 6-10,,,,,,,
100,1991,1991-11-17,11,29.310,IND,,CHI,L 17-31,,,,,,,
101,1991,1991-11-24,12,29.317,IND,@,GNB,L 10-14,,,,,,,
102,1991,1991-12-01,13,29.324,IND,,CLE,L 0-31,,,,,,,
103,1991,1991-12-08,14,29.331,IND,@,NWE,L 17-23,,,,,,,
104,1991,1991-12-15,15,29.338,IND,,BUF,L 7-35,,,,,,,
105,1991,1991-12-22,16,29.345,IND,@,TAM,L 3-17,,,,,,,
106,1992,1992-09-27,4,30.260,TAM,@,DET,W 27-23,,,,,,0.0%,
107,1992,1992-10-04,5,30.267,TAM,,IND,L 14-24,,,,,,0.0%,
