ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2011,2011-09-11,1,21.351,SFO,,SEA,W 33-17,,,0,0,0.0,0,0,0,0,0
2,2011,2011-09-18,2,21.358,SFO,,DAL,L 24-27,,,0,0,0.0,0,0,0,0,0
3,2011,2011-09-25,3,22.000,SFO,@,CIN,W 13-8,,,,,,,,,,
4,2011,2011-10-02,4,22.007,SFO,@,PHI,W 24-23,,,0,0,1.5,3,1,0,0,0
5,2011,2011-10-09,5,22.014,SFO,,TAM,W 48-3,,,0,0,2.0,2,0,0,0,0
6,2011,2011-10-16,6,22.021,SFO,@,DET,W 25-19,,1,0,2,2.0,4,0,0,0,0
7,2011,2011-10-30,7,22.035,SFO,,CLE,W 20-10,,,0,0,1.0,2,0,0,0,0
8,2011,2011-11-06,8,22.042,SFO,@,WAS,W 19-11,,,0,0,0.0,0,0,0,0,0
9,2011,2011-11-13,9,22.049,SFO,,NYG,W 27-20,,,0,0,0.0,0,2,0,0,0
10,2011,2011-11-20,10,22.056,SFO,,ARI,W 23-7,,,0,0,1.0,1,1,0,0,0
11,2011,2011-11-24,11,22.060,SFO,@,BAL,L 6-16,,,0,0,0.0,3,0,0,0,0
12,2011,2011-12-04,12,22.070,SFO,,STL,W 26-0,,,0,0,2.0,3,0,0,0,0
13,2011,2011-12-11,13,22.077,SFO,@,ARI,L 19-21,,,0,0,1.0,4,0,0,0,0
14,2011,2011-12-19,14,22.085,SFO,,PIT,W 20-3,,,0,0,2.5,3,1,0,0,0
15,2011,2011-12-24,15,22.090,SFO,@,SEA,W 19-17,,,0,0,1.0,3,1,0,0,0
16,2011,2012-01-01,16,22.098,SFO,@,STL,W 34-27,,,0,0,0.0,2,0,0,0,0
17,2012,2012-09-09,1,22.350,SFO,@,GNB,W 30-22,*,,0,0,1.0,2,1,0,0,0
18,2012,2012-09-16,2,22.357,SFO,,DET,W 27-19,*,,0,0,1.5,4,2,0,0,0
19,2012,2012-09-23,3,22.364,SFO,@,MIN,L 13-24,*,,0,0,0.0,3,0,0,0,0
20,2012,2012-09-30,4,23.005,SFO,@,NYJ,W 34-0,*,,0,0,2.0,3,1,0,0,0
21,2012,2012-10-07,5,23.012,SFO,,BUF,W 45-3,*,,0,0,0.0,1,0,0,0,0
22,2012,2012-10-14,6,23.019,SFO,,NYG,L 3-26,*,,0,0,0.0,1,1,0,0,0
23,2012,2012-10-18,7,23.023,SFO,,SEA,W 13-6,*,,0,0,1.0,3,1,0,0,0
24,2012,2012-10-29,8,23.034,SFO,@,ARI,W 24-3,*,,0,0,2.0,6,0,0,0,0
25,2012,2012-11-11,9,23.047,SFO,,STL,T 24-24,*,,0,0,2.0,6,0,0,0,0
26,2012,2012-11-19,10,23.055,SFO,,CHI,W 32-7,*,,0,0,5.5,6,1,0,0,0
27,2012,2012-11-25,11,23.061,SFO,@,NOR,W 31-21,*,,0,0,1.5,4,1,0,0,0
28,2012,2012-12-02,12,23.068,SFO,@,STL,L 13-16,*,,0,0,1.0,2,1,0,0,0
29,2012,2012-12-09,13,23.075,SFO,,MIA,W 27-13,*,,0,0,2.0,5,1,0,0,0
30,2012,2012-12-16,14,23.082,SFO,@,NWE,W 41-34,*,,0,0,0.0,0,1,1,6,0
31,2012,2012-12-23,15,23.089,SFO,@,SEA,L 13-42,*,,0,0,0.0,1,5,0,0,0
32,2012,2012-12-30,16,23.096,SFO,,ARI,W 27-13,*,,0,0,0.0,2,0,0,0,0
33,2013,2013-09-08,1,23.348,SFO,,GNB,W 34-28,*,,0,0,1.5,2,3,0,0,0
34,2013,2013-09-15,2,23.355,SFO,@,SEA,L 3-29,*,,0,0,2.0,6,1,0,0,0
35,2013,2013-09-22,3,23.362,SFO,,IND,L 7-27,*,,0,0,1.0,6,0,0,0,0
36,2013,2013-11-10,9,24.046,SFO,,CAR,L 9-10,,,,,,,,,,
37,2013,2013-11-17,10,24.053,SFO,@,NOR,L 20-23,,,0,0,0.0,1,0,0,0,0
