ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1980,1980-11-09,10,22.276,CLE,@,BAL,W 28-27
2,1980,1980-11-16,11,22.283,CLE,@,PIT,L 13-16
3,1980,1980-11-23,12,22.290,CLE,,CIN,W 31-7
4,1980,1980-11-30,13,22.297,CLE,@,HOU,W 17-14
5,1980,1980-12-07,14,22.304,CLE,,NYJ,W 17-14
6,1980,1980-12-14,15,22.311,CLE,@,MIN,L 23-28
7,1987,1987-09-13,1,29.218,IND,,CIN,L 21-23
8,1987,1987-09-20,2,29.225,IND,,MIA,L 10-23
9,1987,1987-10-25,6,29.260,IND,,NWE,W 30-16
10,1987,1987-11-01,7,29.267,IND,@,NYJ,W 19-14
11,1987,1987-11-08,8,29.274,IND,,SDG,L 13-16
12,1987,1987-11-15,9,29.281,IND,@,MIA,W 40-21
13,1987,1987-11-22,10,29.288,IND,@,NWE,L 0-24
14,1987,1987-11-29,11,29.295,IND,,HOU,W 51-27
15,1987,1987-12-06,12,29.302,IND,@,CLE,W 9-7
16,1987,1987-12-13,13,29.309,IND,,BUF,L 3-27
17,1987,1987-12-20,14,29.316,IND,@,SDG,W 20-7
18,1987,1987-12-27,15,29.323,IND,,TAM,W 24-6
19,1988,1988-09-04,1,30.210,IND,,HOU,L 14-17
20,1988,1988-09-11,2,30.217,IND,,CHI,L 13-17
21,1988,1988-09-19,3,30.225,IND,@,CLE,L 17-23
22,1988,1988-09-25,4,30.231,IND,,MIA,W 15-13
23,1988,1988-10-02,5,30.238,IND,@,NWE,L 17-21
24,1988,1988-10-09,6,30.245,IND,@,BUF,L 23-34
25,1988,1988-10-16,7,30.252,IND,,TAM,W 35-31
26,1988,1988-10-23,8,30.259,IND,@,SDG,W 16-0
27,1988,1988-10-31,9,30.267,IND,,DEN,W 55-23
28,1988,1988-11-06,10,30.273,IND,,NYJ,W 38-14
29,1988,1988-11-13,11,30.280,IND,@,GNB,W 20-13
30,1988,1988-11-20,12,30.287,IND,@,MIN,L 3-12
31,1988,1988-11-27,13,30.294,IND,,NWE,W 24-21
32,1988,1988-12-04,14,30.301,IND,@,MIA,W 31-28
33,1988,1988-12-18,16,30.315,IND,,BUF,W 17-14
34,1989,1989-09-10,1,31.215,SDG,@,RAI,L 14-40
35,1989,1989-09-17,2,31.222,SDG,,HOU,L 27-34
36,1989,1989-09-24,3,31.229,SDG,,KAN,W 21-6
37,1989,1989-10-01,4,31.236,SDG,@,PHO,W 24-13
38,1989,1989-10-08,5,31.243,SDG,@,DEN,L 10-16
39,1989,1989-10-15,6,31.250,SDG,,SEA,L 16-17
40,1989,1989-11-05,9,31.271,SDG,,PHI,W 20-17
41,1989,1989-11-12,10,31.278,SDG,,RAI,W 14-12
42,1989,1989-11-19,11,31.285,SDG,@,PIT,L 17-20
43,1989,1989-11-26,12,31.292,SDG,@,IND,L 6-10
44,1989,1989-12-03,13,31.299,SDG,,NYJ,L 17-20
45,1989,1989-12-10,14,31.306,SDG,@,WAS,L 21-26
46,1989,1989-12-17,15,31.313,SDG,@,KAN,W 20-13
47,1989,1989-12-24,16,31.320,SDG,,DEN,W 19-16
48,1990,1990-10-28,8,32.263,SDG,,TAM,W 41-10
49,1990,1990-11-04,9,32.270,SDG,@,SEA,W 31-14
50,1990,1990-11-11,10,32.277,SDG,,DEN,W 19-7
51,1990,1990-11-18,11,32.284,SDG,@,KAN,L 10-27
52,1990,1990-11-25,12,32.291,SDG,,SEA,L 10-13
53,1990,1990-12-02,13,32.298,SDG,,NYJ,W 38-17
54,1990,1990-12-16,14,32.312,SDG,@,DEN,L 10-20
55,1990,1990-12-23,15,32.319,SDG,,KAN,L 21-24
56,1991,1991-12-16,15,33.312,RAI,@,NOR,L 0-27
