ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1954,1954-10-03,2,23.094,PHI,@,CRD,W 35-16,6,4,0.67,0,1,3,3.00,0
2,1954,1954-10-09,3,23.100,PHI,,PIT,W 24-22,3,6,2.00,0,0,0,,0
3,1954,1954-10-17,4,23.108,PHI,@,WAS,W 49-21,2,10,5.00,0,0,0,,0
4,1954,1954-10-30,6,23.121,PHI,,GNB,L 14-37,1,0,0.00,0,0,0,,0
5,1954,1954-11-07,7,23.129,PHI,,CRD,W 30-14,12,45,3.75,0,1,5,5.00,0
6,1954,1954-11-14,8,23.136,PHI,@,NYG,L 14-27,15,23,1.53,1,4,56,14.00,0
7,1954,1954-11-21,9,23.143,PHI,@,CLE,L 0-6,16,35,2.19,0,1,-1,-1.00,0
8,1954,1954-11-28,10,23.150,PHI,,WAS,W 41-33,3,5,1.67,0,0,0,,0
9,1957,1957-09-29,1,26.090,PHI,@,RAM,L 13-17,10,11,1.10,0,0,0,,0
10,1957,1957-10-05,2,26.096,PHI,,NYG,L 20-24,3,5,1.67,0,1,3,3.00,0
11,1957,1957-10-13,3,26.104,PHI,@,CLE,L 7-24,5,19,3.80,0,0,0,,0
12,1957,1957-10-20,4,26.111,PHI,,CLE,W 17-7,3,21,7.00,0,0,0,,0
13,1957,1957-10-27,5,26.118,PHI,@,PIT,L 0-6,1,-2,-2.00,0,0,0,,0
14,1957,1957-11-10,7,26.132,PHI,,DET,L 16-27,1,0,0.00,0,0,0,,0
15,1957,1957-11-17,8,26.139,PHI,@,NYG,L 0-13,7,9,1.29,0,0,0,,0
16,1957,1957-11-24,9,26.146,PHI,,WAS,W 21-12,5,40,8.00,0,0,0,,0
17,1957,1957-12-01,10,26.153,PHI,,PIT,W 7-6,2,7,3.50,0,0,0,,0
18,1957,1957-12-14,12,26.166,PHI,,CRD,L 27-31,5,23,4.60,0,0,0,,0
