ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1987,1987-09-13,1,23.002,CIN,@,IND,W 23-21,,,,,,,,,,
2,1987,1987-09-20,2,23.009,CIN,,SFO,L 26-27,,,,,,,,,,
3,1987,1987-10-25,6,23.044,CIN,@,PIT,L 20-23,,,,,,,,,,
4,1987,1987-11-01,7,23.051,CIN,,HOU,L 29-31,0,0,,0,0,0,0.0,1,3,0
5,1987,1987-11-08,8,23.058,CIN,,MIA,L 14-20,,,,,,,,,,
6,1987,1987-11-15,9,23.065,CIN,@,ATL,W 16-10,,,,,,,,,,
7,1987,1987-11-22,10,23.072,CIN,,PIT,L 16-30,,,,,,,,,,
8,1987,1987-11-29,11,23.079,CIN,@,NYJ,L 20-27,,,,,,,,,,
9,1987,1987-12-06,12,23.086,CIN,,KAN,W 30-27,,,,,,,,,,
10,1987,1987-12-13,13,23.093,CIN,@,CLE,L 24-38,,,,,,,,,,
11,1987,1987-12-20,14,23.100,CIN,,NOR,L 24-41,0,0,,0,0,0,1.0,0,0,0
12,1987,1987-12-27,15,23.107,CIN,@,HOU,L 17-21,,,,,,,,,,
13,1988,1988-09-04,1,23.359,CIN,,PHO,W 21-14,0,0,,0,0,0,0.0,1,0,0
14,1988,1988-09-11,2,24.000,CIN,@,PHI,W 28-24,,,,,,,,,,
15,1988,1988-09-18,3,24.007,CIN,@,PIT,W 17-12,0,0,,0,0,0,0.0,1,17,0
16,1988,1988-09-25,4,24.014,CIN,,CLE,W 24-17,,,,,,,,,,
17,1988,1988-10-02,5,24.021,CIN,@,RAI,W 45-21,0,0,,0,0,0,0.0,1,5,0
18,1988,1988-10-09,6,24.028,CIN,,NYJ,W 36-19,,,,,,,,,,
19,1988,1988-10-16,7,24.035,CIN,@,NWE,L 21-27,,,,,,,,,,
20,1988,1988-10-23,8,24.042,CIN,,HOU,W 44-21,0,0,,0,0,0,0.0,2,2,0
21,1988,1988-10-30,9,24.049,CIN,@,CLE,L 16-23,,,,,,,,,,
22,1988,1988-11-06,10,24.056,CIN,,PIT,W 42-7,,,,,,,,,,
23,1988,1988-11-13,11,24.063,CIN,@,KAN,L 28-31,,,,,,,,,,
24,1988,1988-11-20,12,24.070,CIN,@,DAL,W 38-24,0,0,,0,0,0,0.0,1,0,0
25,1988,1988-11-27,13,24.077,CIN,,BUF,W 35-21,,,,,,,,,,
26,1988,1988-12-04,14,24.084,CIN,,SDG,W 27-10,0,0,,0,0,0,0.0,1,37,0
27,1988,1988-12-11,15,24.091,CIN,@,HOU,L 6-41,,,,,,,,,,
28,1988,1988-12-17,16,24.097,CIN,,WAS,W 20-17,,,,,,,,,,
29,1989,1989-09-10,1,24.364,CIN,@,CHI,L 14-17,,,,,,,,,,
30,1989,1989-09-17,2,25.006,CIN,,PIT,W 41-10,,,,,,,,,,
31,1989,1989-09-25,3,25.014,CIN,,CLE,W 21-14,,,,,,,,,,
32,1989,1989-10-01,4,25.020,CIN,@,KAN,W 21-17,,,,,,,,,,
33,1989,1989-10-08,5,25.027,CIN,@,PIT,W 26-16,,,,,,,,,,
34,1989,1989-10-15,6,25.034,CIN,,MIA,L 13-20,,,,,,,,,,
35,1989,1989-10-22,7,25.041,CIN,,IND,L 12-23,,,,,,,,,,
36,1989,1989-10-29,8,25.048,CIN,,TAM,W 56-23,0,0,,0,0,0,0.0,1,0,0
37,1989,1989-11-05,9,25.055,CIN,@,RAI,L 7-28,,,,,,,,,,
38,1989,1989-11-13,10,25.063,CIN,@,HOU,L 24-26,0,0,,0,0,0,2.0,1,0,0
39,1989,1989-11-19,11,25.069,CIN,,DET,W 42-7,0,0,,0,0,0,0.0,1,0,0
40,1989,1989-11-26,12,25.076,CIN,@,BUF,L 7-24,,,,,,,,,,
41,1989,1989-12-03,13,25.083,CIN,@,CLE,W 21-0,,,,,,,,,,
42,1989,1989-12-10,14,25.090,CIN,,SEA,L 17-24,0,0,,0,1,6,0.0,1,18,1
43,1989,1989-12-17,15,25.097,CIN,,HOU,W 61-7,,,,,,,,,,
44,1989,1989-12-25,16,25.105,CIN,@,MIN,L 21-29,,,,,,,,,,
45,1990,1990-12-09,13,26.089,CIN,,SFO,L 17-20,,,,,,,,,,
46,1990,1990-12-16,14,26.096,CIN,@,RAI,L 7-24,,,,,,,,,,
47,1990,1990-12-23,15,26.103,CIN,,HOU,W 40-20,,,,,,,,,,
48,1990,1990-12-30,16,26.110,CIN,,CLE,W 21-14,,,,,,,,,,
49,1991,1991-09-01,1,26.355,CIN,@,DEN,L 14-45,0,0,,0,,,,,,
50,1991,1991-09-08,2,26.362,CIN,,HOU,L 7-30,0,0,,0,0,0,0.0,1,0,0
51,1991,1991-09-15,3,27.004,CIN,@,CLE,L 13-14,0,0,,0,,,,,,
52,1991,1991-09-22,4,27.011,CIN,,WAS,L 27-34,0,0,,0,,,,,,
53,1991,1991-10-06,5,27.025,CIN,,SEA,L 7-13,0,0,,0,0,0,0.0,1,0,0
54,1991,1991-10-13,6,27.032,CIN,@,DAL,L 23-35,0,0,,0,,,,,,
55,1991,1991-10-21,7,27.040,CIN,@,BUF,L 16-35,0,0,,0,,,,,,
56,1991,1991-10-27,8,27.046,CIN,@,HOU,L 3-35,0,0,,0,,,,,,
57,1991,1991-11-03,9,27.053,CIN,,CLE,W 23-21,0,0,,0,,,,,,
58,1991,1991-11-10,10,27.060,CIN,,PIT,L 27-33,0,0,,0,,,,,,
59,1991,1991-11-17,11,27.067,CIN,@,PHI,L 10-17,0,0,,0,,,,,,
60,1991,1991-11-24,12,27.074,CIN,,RAI,L 14-38,0,0,,0,,,,,,
61,1991,1991-12-01,13,27.081,CIN,,NYG,W 27-24,1,-1,-1.00,0,0,0,0.0,0,0,0
62,1991,1991-12-09,14,27.089,CIN,@,MIA,L 13-37,0,0,,0,,,,,,
63,1991,1991-12-15,15,27.095,CIN,@,PIT,L 10-17,0,0,,0,,,,,,
64,1991,1991-12-22,16,27.102,CIN,,NWE,W 29-7,0,0,,0,0,0,0.0,1,0,0
65,1992,1992-09-06,1,27.361,CIN,@,SEA,W 21-3,,,,,,,,,,
66,1992,1992-09-13,2,28.002,CIN,,RAI,W 24-21,,,,,,,,,,
67,1992,1992-09-20,3,28.009,CIN,@,GNB,L 23-24,,,,,,,,,,
68,1992,1992-09-27,4,28.016,CIN,,MIN,L 7-42,,,,,,,,,,
69,1992,1992-10-11,5,28.030,CIN,,HOU,L 24-38,,,,,,,,,,
70,1992,1992-10-19,6,28.038,CIN,@,PIT,L 0-20,,,,,,,,,,
71,1992,1992-10-25,7,28.044,CIN,@,HOU,L 10-26,,,,,,,,,,
72,1992,1992-11-01,8,28.051,CIN,,CLE,W 30-10,,,,,,,,,,
73,1992,1992-11-08,9,28.058,CIN,@,CHI,W 31-28,,,,,,,,,,
74,1992,1992-11-15,10,28.065,CIN,@,NYJ,L 14-17,,,,,,,,,,
75,1992,1992-11-22,11,28.072,CIN,,DET,L 13-19,,,,,,,,,,
76,1992,1992-11-29,12,28.079,CIN,,PIT,L 9-21,,,,,,,,,,
77,1992,1992-12-06,13,28.086,CIN,@,CLE,L 21-37,,,,,,,,,,
78,1992,1992-12-13,14,28.093,CIN,@,SDG,L 10-27,,,,,,,,,,
79,1992,1992-12-20,15,28.100,CIN,,NWE,W 20-10,,,,,,,,,,
80,1992,1992-12-27,16,28.107,CIN,,IND,L 17-21,,,,,,,,,,
81,1993,1993-09-05,1,28.359,NYJ,,DEN,L 20-26,,,,,,,,,,
82,1993,1993-09-12,2,29.001,NYJ,@,MIA,W 24-14,,,,,,,,,,
