ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
26,2006,2006-11-19,10,25.017,ATL,@,BAL,L 10-24,,2,1,49,49.00,0,50.0%,24.50,0,0,,0,,0,0,0.0,,
27,2006,2006-11-26,11,25.024,ATL,,NOR,L 13-31,,6,1,14,14.00,0,16.7%,2.33,0,0,,0,,0,0,0.0,,
28,2006,2006-12-03,12,25.031,ATL,@,WAS,W 24-14,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,,
29,2006,2006-12-10,13,25.038,ATL,@,TAM,W 17-6,,2,2,17,8.50,0,100.0%,8.50,0,0,,0,,0,0,0.0,,
30,2006,2006-12-16,14,25.044,ATL,,DAL,L 28-38,,5,3,104,34.67,0,60.0%,20.80,0,0,,0,,0,0,0.0,,
31,2006,2006-12-24,15,25.052,ATL,,CAR,L 3-10,,2,1,12,12.00,0,50.0%,6.00,0,0,,0,,0,0,0.0,,
32,2006,2006-12-31,16,25.059,ATL,@,PHI,L 17-24,,8,4,90,22.50,0,50.0%,11.25,0,0,,0,,0,0,0.0,,
33,2007,2007-09-09,1,25.311,ATL,@,MIN,L 3-24,,5,4,29,7.25,0,80.0%,5.80,0,0,,0,,0,0,0.0,,
34,2007,2007-09-16,2,25.318,ATL,@,JAX,L 7-13,*,6,4,81,20.25,0,66.7%,13.50,0,0,,0,,0,0,0.0,,
35,2007,2007-09-23,3,25.325,ATL,,CAR,L 20-27,*,9,7,127,18.14,1,77.8%,14.11,0,0,,0,,1,6,0.0,,
36,2007,2007-09-30,4,25.332,ATL,,HOU,W 26-16,*,6,3,64,21.33,0,50.0%,10.67,0,0,,0,,0,0,0.0,,
37,2007,2007-10-07,5,25.339,ATL,@,TEN,L 13-20,*,7,3,55,18.33,0,42.9%,7.86,1,-2,-2.00,0,,0,0,0.0,,
38,2007,2007-10-15,6,25.347,ATL,,NYG,L 10-31,*,5,4,64,16.00,0,80.0%,12.80,0,0,,0,,0,0,0.0,,
39,2007,2007-10-21,7,25.353,ATL,@,NOR,L 16-22,*,8,8,110,13.75,1,100.0%,13.75,0,0,,0,,1,6,0.0,,
40,2007,2007-11-04,8,26.002,ATL,,SFO,W 20-16,*,8,3,55,18.33,0,37.5%,6.88,0,0,,0,,0,0,0.0,,
41,2007,2007-11-11,9,26.009,ATL,@,CAR,W 20-13,*,11,6,57,9.50,0,54.5%,5.18,0,0,,0,,0,0,0.0,,
42,2007,2007-11-18,10,26.016,ATL,,TAM,L 7-31,*,7,4,28,7.00,0,57.1%,4.00,0,0,,0,,0,0,0.0,,
43,2007,2007-11-22,11,26.020,ATL,,IND,L 13-31,*,10,6,104,17.33,1,60.0%,10.40,0,0,,0,,1,6,0.0,,
44,2007,2007-12-02,12,26.030,ATL,@,STL,L 16-28,*,18,10,146,14.60,1,55.6%,8.11,0,0,,0,,1,6,0.0,,
45,2007,2007-12-10,13,26.038,ATL,,NOR,L 14-34,*,7,3,75,25.00,1,42.9%,10.71,0,0,,0,,1,6,0.0,,
46,2007,2007-12-16,14,26.044,ATL,@,TAM,L 3-37,*,4,1,4,4.00,0,25.0%,1.00,0,0,,0,,0,0,0.0,,
47,2007,2007-12-23,15,26.051,ATL,@,ARI,L 27-30,*,17,12,141,11.75,0,70.6%,8.29,0,0,,0,,0,0,0.0,,
48,2007,2007-12-30,16,26.058,ATL,,SEA,W 44-41,*,9,5,62,12.40,1,55.6%,6.89,0,0,,0,,1,6,0.0,,
49,2008,2008-09-07,1,26.310,ATL,,DET,W 34-21,*,2,2,54,27.00,0,100.0%,27.00,0,0,,0,,0,0,0.0,0,0
50,2008,2008-09-14,2,26.317,ATL,@,TAM,L 9-24,*,8,4,59,14.75,0,50.0%,7.38,1,2,2.00,0,,0,0,0.0,0,0
51,2008,2008-09-21,3,26.324,ATL,,KAN,W 38-14,*,7,5,119,23.80,1,71.4%,17.00,0,0,,0,,1,6,0.0,0,0
52,2008,2008-09-28,4,26.331,ATL,@,CAR,L 9-24,*,16,7,90,12.86,0,43.8%,5.63,0,0,,0,,0,0,0.0,0,0
53,2008,2008-10-05,5,26.338,ATL,@,GNB,W 27-24,*,11,8,132,16.50,1,72.7%,12.00,0,0,,0,,1,6,0.0,0,0
54,2008,2008-10-12,6,26.345,ATL,,CHI,W 22-20,,13,9,112,12.44,1,69.2%,8.62,0,0,,0,,1,6,0.0,0,0
55,2008,2008-10-26,7,26.359,ATL,@,PHI,L 14-27,*,15,8,113,14.13,2,53.3%,7.53,0,0,,0,,2,12,0.0,1,0
56,2008,2008-11-02,8,27.000,ATL,@,OAK,W 24-0,*,5,5,54,10.80,0,100.0%,10.80,0,0,,0,,0,0,0.0,0,0
57,2008,2008-11-09,9,27.007,ATL,,NOR,W 34-20,*,10,5,68,13.60,1,50.0%,6.80,1,2,2.00,0,,1,6,0.0,0,0
58,2008,2008-11-16,10,27.014,ATL,,DEN,L 20-24,*,11,5,102,20.40,0,45.5%,9.27,0,0,,0,,0,0,0.0,1,0
59,2008,2008-11-23,11,27.021,ATL,,CAR,W 45-28,*,9,4,70,17.50,0,44.4%,7.78,0,0,,0,,0,0,0.0,1,0
60,2008,2008-11-30,12,27.028,ATL,@,SDG,W 22-16,*,7,6,112,18.67,0,85.7%,16.00,0,0,,0,,0,0,0.0,0,0
61,2008,2008-12-07,13,27.035,ATL,@,NOR,L 25-29,*,13,10,164,16.40,0,76.9%,12.62,0,0,,0,,0,0,0.0,1,0
62,2008,2008-12-14,14,27.042,ATL,,TAM,W 13-10,*,7,4,61,15.25,0,57.1%,8.71,0,0,,0,,0,0,0.0,1,0
63,2008,2008-12-21,15,27.049,ATL,@,MIN,W 24-17,*,7,3,24,8.00,0,42.9%,3.43,0,0,,0,,0,0,0.0,0,0
64,2008,2008-12-28,16,27.056,ATL,,STL,W 31-27,*,7,3,48,16.00,1,42.9%,6.86,0,0,,0,,1,6,0.0,2,0
65,2009,2009-09-13,1,27.315,ATL,,MIA,W 19-7,*,10,5,42,8.40,0,50.0%,4.20,0,0,,0,,0,0,0.0,0,0
66,2009,2009-09-20,2,27.322,ATL,,CAR,W 28-20,*,10,6,53,8.83,1,60.0%,5.30,0,0,,0,,1,6,0.0,0,0
67,2009,2009-09-27,3,27.329,ATL,@,NWE,L 10-26,*,6,4,24,6.00,0,66.7%,4.00,0,0,,0,,0,0,0.0,0,0
68,2009,2009-10-11,4,27.343,ATL,@,SFO,W 45-10,*,10,8,210,26.25,2,80.0%,21.00,0,0,,0,,2,12,0.0,1,0
69,2009,2009-10-18,5,27.350,ATL,,CHI,W 21-14,*,6,4,56,14.00,1,66.7%,9.33,0,0,,0,,1,6,0.0,0,0
70,2009,2009-10-25,6,27.357,ATL,@,DAL,L 21-37,*,11,6,50,8.33,1,54.5%,4.55,0,0,,0,,1,6,0.0,1,0
71,2009,2009-11-02,7,28.000,ATL,@,NOR,L 27-35,*,13,4,108,27.00,1,30.8%,8.31,0,0,,0,,1,6,0.0,1,0
72,2009,2009-11-08,8,28.006,ATL,,WAS,W 31-17,*,5,3,27,9.00,0,60.0%,5.40,1,2,2.00,0,,0,0,0.0,0,0
73,2009,2009-11-15,9,28.013,ATL,@,CAR,L 19-28,*,11,7,98,14.00,0,63.6%,8.91,0,0,,0,,0,0,0.0,0,0
74,2009,2009-11-22,10,28.020,ATL,@,NYG,L 31-34,*,12,4,45,11.25,0,33.3%,3.75,0,0,,0,,0,0,0.0,0,0
75,2009,2009-11-29,11,28.027,ATL,,TAM,W 20-17,*,13,5,57,11.40,1,38.5%,4.38,0,0,,0,,1,6,0.0,0,0
76,2009,2009-12-06,12,28.034,ATL,,PHI,L 7-34,*,20,9,104,11.56,1,45.0%,5.20,0,0,,0,,1,6,0.0,0,0
77,2009,2009-12-13,13,28.041,ATL,,NOR,L 23-26,*,6,2,41,20.50,0,33.3%,6.83,0,0,,0,,0,0,0.0,0,0
78,2009,2009-12-20,14,28.048,ATL,@,NYJ,W 10-7,*,10,4,33,8.25,0,40.0%,3.30,0,0,,0,,0,0,0.0,0,0
79,2009,2009-12-27,15,28.055,ATL,,BUF,W 31-3,*,14,8,139,17.38,2,57.1%,9.93,0,0,,0,,2,12,0.0,0,0
80,2009,2010-01-03,16,28.062,ATL,@,TAM,W 20-10,*,8,6,66,11.00,1,75.0%,8.25,0,0,,0,,1,6,0.0,0,0
81,2010,2010-09-12,1,28.314,ATL,@,PIT,L 9-15,*,23,13,111,8.54,0,56.5%,4.83,0,0,,0,,0,0,0.0,0,0
82,2010,2010-09-19,2,28.321,ATL,,ARI,W 41-7,*,12,7,78,11.14,1,58.3%,6.50,0,0,,0,,1,6,0.0,0,0
83,2010,2010-09-26,3,28.328,ATL,@,NOR,W 27-24,*,6,5,69,13.80,1,83.3%,11.50,0,0,,0,,1,6,0.0,0,0
84,2010,2010-10-03,4,28.335,ATL,,SFO,W 16-14,*,9,7,104,14.86,0,77.8%,11.56,0,0,,0,,0,0,0.0,1,0
85,2010,2010-10-10,5,28.342,ATL,@,CLE,W 20-10,*,8,5,101,20.20,1,62.5%,12.63,0,0,,0,,1,6,0.0,0,0
86,2010,2010-10-17,6,28.349,ATL,@,PHI,L 17-31,*,11,6,83,13.83,0,54.5%,7.55,0,0,,0,,0,0,0.0,0,0
87,2010,2010-10-24,7,28.356,ATL,,CIN,W 39-32,*,13,11,201,18.27,2,84.6%,15.46,0,0,,0,1,2,14,0.0,0,0
88,2010,2010-11-07,8,29.005,ATL,,TAM,W 27-21,*,6,4,49,12.25,0,66.7%,8.17,1,3,3.00,0,,0,0,0.0,0,0
89,2010,2010-11-11,9,29.009,ATL,,BAL,W 26-21,*,17,12,138,11.50,2,70.6%,8.12,0,0,,0,,2,12,0.0,0,0
90,2010,2010-11-21,10,29.019,ATL,@,STL,W 34-17,*,11,9,83,9.22,0,81.8%,7.55,0,0,,0,1,0,2,0.0,0,0
91,2010,2010-11-28,11,29.026,ATL,,GNB,W 20-17,*,7,5,49,9.80,0,71.4%,7.00,0,0,,0,,0,0,0.0,0,0
92,2010,2010-12-05,12,29.033,ATL,@,TAM,W 28-24,*,16,7,74,10.57,0,43.8%,4.63,0,0,,0,,0,0,0.0,2,0
93,2010,2010-12-12,13,29.040,ATL,@,CAR,W 31-10,*,14,8,79,9.88,0,57.1%,5.64,0,0,,0,,0,0,0.0,0,0
94,2010,2010-12-19,14,29.047,ATL,@,SEA,W 34-18,*,13,7,65,9.29,1,53.8%,5.00,0,0,,0,,1,6,0.0,0,0
95,2010,2010-12-27,15,29.055,ATL,,NOR,L 14-17,*,5,3,43,14.33,1,60.0%,8.60,0,0,,0,,1,6,0.0,0,0
96,2010,2011-01-02,16,29.061,ATL,,CAR,W 31-10,*,8,6,62,10.33,1,75.0%,7.75,0,0,,0,,1,6,0.0,0,0
97,2011,2011-09-11,1,29.313,ATL,@,CHI,L 12-30,*,13,8,61,7.63,0,61.5%,4.69,0,0,,0,,0,0,0.0,0,0
98,2011,2011-09-18,2,29.320,ATL,,PHI,W 35-31,*,4,3,23,7.67,1,75.0%,5.75,0,0,,0,,1,6,0.0,0,0
99,2011,2011-09-25,3,29.327,ATL,@,TAM,L 13-16,*,17,9,140,15.56,0,52.9%,8.24,0,0,,0,,0,0,0.0,1,0
100,2011,2011-10-02,4,29.334,ATL,@,SEA,W 30-28,*,11,6,78,13.00,0,54.5%,7.09,0,0,,0,,0,0,0.0,0,0
101,2011,2011-10-09,5,29.341,ATL,,GNB,L 14-25,*,9,6,50,8.33,1,66.7%,5.56,0,0,,0,,1,6,0.0,0,0
102,2011,2011-10-16,6,29.348,ATL,,CAR,W 31-17,*,5,2,21,10.50,0,40.0%,4.20,0,0,,0,,0,0,0.0,0,0
103,2011,2011-10-23,7,29.355,ATL,@,DET,W 23-16,*,10,5,52,10.40,1,50.0%,5.20,0,0,,0,,1,6,0.0,0,0
104,2011,2011-11-06,8,30.004,ATL,@,IND,W 31-7,*,9,4,76,19.00,0,44.4%,8.44,0,0,,0,,0,0,0.0,0,0
105,2011,2011-11-13,9,30.011,ATL,,NOR,L 23-26,*,7,4,62,15.50,0,57.1%,8.86,0,0,,0,,0,0,0.0,0,0
106,2011,2011-11-20,10,30.018,ATL,,TEN,W 23-17,*,14,7,147,21.00,0,50.0%,10.50,0,0,,0,,0,0,0.0,0,0
107,2011,2011-11-27,11,30.025,ATL,,MIN,W 24-14,*,13,10,120,12.00,1,76.9%,9.23,0,0,,0,,1,6,0.0,0,0
108,2011,2011-12-04,12,30.032,ATL,@,HOU,L 10-17,*,16,4,51,12.75,1,25.0%,3.19,0,0,,0,,1,6,0.0,1,0
109,2011,2011-12-11,13,30.039,ATL,@,CAR,W 31-23,*,11,7,84,12.00,1,63.6%,7.64,0,0,,0,,1,6,0.0,0,0
110,2011,2011-12-15,14,30.043,ATL,,JAX,W 41-14,*,16,10,135,13.50,2,62.5%,8.44,0,0,,0,,2,12,0.0,0,0
111,2011,2011-12-26,15,30.054,ATL,@,NOR,L 16-45,*,16,11,127,11.55,0,68.8%,7.94,0,0,,0,,0,0,0.0,0,0
112,2011,2012-01-01,16,30.060,ATL,,TAM,W 45-24,*,9,4,69,17.25,0,44.4%,7.67,0,0,,0,,0,0,0.0,0,0
113,2012,2012-09-09,1,30.312,ATL,@,KAN,W 40-24,*,8,6,87,14.50,0,75.0%,10.88,0,0,,0,,0,0,0.0,0,0
114,2012,2012-09-17,2,30.320,ATL,,DEN,W 27-21,,11,8,102,12.75,1,72.7%,9.27,0,0,,0,,1,6,0.0,0,0
115,2012,2012-09-23,3,30.326,ATL,@,SDG,W 27-3,*,8,5,55,11.00,0,62.5%,6.88,0,0,,0,,0,0,0.0,0,0
116,2012,2012-09-30,4,30.333,ATL,,CAR,W 30-28,*,12,8,169,21.13,2,66.7%,14.08,0,0,,0,,2,12,0.0,0,0
117,2012,2012-10-07,5,30.340,ATL,@,WAS,W 24-17,*,6,4,68,17.00,0,66.7%,11.33,0,0,,0,,0,0,0.0,0,0
118,2012,2012-10-14,6,30.347,ATL,,OAK,W 23-20,*,8,6,72,12.00,1,75.0%,9.00,0,0,,0,,1,6,0.0,0,0
119,2012,2012-10-28,7,30.361,ATL,@,PHI,W 30-17,*,4,3,38,12.67,0,75.0%,9.50,0,0,,0,,0,0,0.0,0,0
120,2012,2012-11-04,8,31.002,ATL,,DAL,W 19-13,*,10,7,118,16.86,0,70.0%,11.80,0,0,,0,,0,0,0.0,0,0
121,2012,2012-11-11,9,31.009,ATL,@,NOR,L 27-31,*,13,7,114,16.29,0,53.8%,8.77,0,0,,0,,0,0,0.0,0,0
122,2012,2012-11-18,10,31.016,ATL,,ARI,W 23-19,*,13,8,123,15.38,0,61.5%,9.46,0,0,,0,,0,0,0.0,0,0
123,2012,2012-11-25,11,31.023,ATL,@,TAM,W 24-23,*,7,5,57,11.40,0,71.4%,8.14,0,0,,0,,0,0,0.0,0,0
124,2012,2012-11-29,12,31.027,ATL,,NOR,W 23-13,*,7,1,20,20.00,0,14.3%,2.86,0,0,,0,,0,0,0.0,0,0
125,2012,2012-12-09,13,31.037,ATL,@,CAR,L 20-30,*,10,9,117,13.00,1,90.0%,11.70,0,0,,0,,1,6,0.0,0,0
126,2012,2012-12-16,14,31.044,ATL,,NYG,W 34-0,*,5,2,16,8.00,0,40.0%,3.20,0,0,,0,,0,0,0.0,0,0
127,2012,2012-12-22,15,31.050,ATL,@,DET,W 31-18,*,10,8,153,19.13,2,80.0%,15.30,0,0,,0,,2,12,0.0,0,0
128,2012,2012-12-30,16,31.058,ATL,,TAM,L 17-22,*,10,5,42,8.40,0,50.0%,4.20,0,0,,0,,0,0,0.0,0,0
129,2013,2013-09-08,1,31.310,ATL,@,NOR,L 17-23,*,2,2,19,9.50,0,100.0%,9.50,0,0,,0,,0,0,0.0,0,0
130,2013,2013-09-15,2,31.317,ATL,,STL,W 31-24,*,3,3,21,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0
131,2013,2013-09-22,3,31.324,ATL,@,MIA,L 23-27,*,4,2,16,8.00,0,50.0%,4.00,0,0,,0,,0,0,0.0,0,0
132,2013,2013-09-29,4,31.331,ATL,,NWE,L 23-30,*,9,3,28,9.33,0,33.3%,3.11,0,0,,0,,0,0,0.0,0,0
133,2013,2013-10-07,5,31.339,ATL,,NYJ,L 28-30,*,4,4,45,11.25,0,100.0%,11.25,0,0,,0,,0,0,0.0,0,0
134,2013,2013-11-10,9,32.008,ATL,,SEA,L 10-33,*,4,1,20,20.00,0,25.0%,5.00,0,0,,0,,0,0,0.0,0,0
135,2013,2013-11-17,10,32.015,ATL,@,TAM,L 28-41,*,9,3,36,12.00,1,33.3%,4.00,0,0,,0,,1,6,0.0,0,0
136,2013,2013-11-21,11,32.019,ATL,,NOR,L 13-17,*,2,2,24,12.00,0,100.0%,12.00,0,0,,0,,0,0,0.0,0,0
137,2013,2013-12-01,12,32.029,ATL,@,BUF,W 34-31,*,14,10,143,14.30,0,71.4%,10.21,0,0,,0,,0,0,0.0,0,0
138,2013,2013-12-08,13,32.036,ATL,@,GNB,L 21-22,*,10,8,74,9.25,0,80.0%,7.40,0,0,,0,,0,0,0.0,0,0
139,2013,2013-12-15,14,32.043,ATL,,WAS,W 27-26,*,7,5,53,10.60,0,71.4%,7.57,0,0,,0,,0,0,0.0,0,0
140,2013,2013-12-23,15,32.051,ATL,@,SFO,L 24-34,*,15,12,141,11.75,1,80.0%,9.40,0,0,,0,,1,6,0.0,0,0
141,2013,2013-12-29,16,32.057,ATL,,CAR,L 20-21,*,14,8,91,11.38,1,57.1%,6.50,0,0,,0,,1,6,0.0,0,0
142,2014,2014-09-07,1,32.309,ATL,,NOR,W 37-34,*,7,5,72,14.40,1,71.4%,10.29,0,0,,0,,1,6,0.0,0,0
143,2014,2014-09-14,2,32.316,ATL,@,CIN,L 10-24,*,9,5,42,8.40,0,55.6%,4.67,0,0,,0,,0,0,0.0,1,0
144,2014,2014-09-28,4,32.330,ATL,@,MIN,L 28-41,*,14,4,73,18.25,1,28.6%,5.21,0,0,,0,,1,6,0.0,0,0
145,2014,2014-10-05,5,32.337,ATL,@,NYG,L 20-30,*,4,2,26,13.00,0,50.0%,6.50,0,0,,0,,0,0,0.0,0,0
146,2014,2014-10-12,6,32.344,ATL,,CHI,L 13-27,*,6,3,40,13.33,0,50.0%,6.67,0,0,,0,,0,0,0.0,0,0
147,2014,2014-10-19,7,32.351,ATL,@,BAL,L 7-29,*,15,9,100,11.11,1,60.0%,6.67,0,0,,0,,1,6,0.0,0,0
148,2014,2014-10-26,8,32.358,ATL,,DET,L 21-22,*,6,5,66,13.20,0,83.3%,11.00,0,0,,0,,0,0,0.0,0,0
149,2014,2014-11-09,9,33.007,ATL,@,TAM,W 27-17,*,6,6,72,12.00,1,100.0%,12.00,0,0,,0,,1,6,0.0,0,0
150,2014,2014-11-16,10,33.014,ATL,@,CAR,W 19-17,*,12,8,75,9.38,1,66.7%,6.25,0,0,,0,,1,6,0.0,0,0
151,2014,2014-11-23,11,33.021,ATL,,CLE,L 24-26,*,10,9,96,10.67,0,90.0%,9.60,0,0,,0,,0,0,0.0,0,0
152,2014,2014-12-08,13,33.036,ATL,@,GNB,L 37-43,*,5,3,42,14.00,1,60.0%,8.40,0,0,,0,,1,6,0.0,0,0
153,2014,2014-12-14,14,33.042,ATL,,PIT,L 20-27,*,10,7,58,8.29,1,70.0%,5.80,0,0,,0,,1,6,0.0,0,0
154,2014,2014-12-21,15,33.049,ATL,@,NOR,W 30-14,*,9,6,55,9.17,0,66.7%,6.11,0,0,,0,,0,0,0.0,0,0
155,2014,2014-12-28,16,33.056,ATL,,CAR,L 3-34,*,12,8,104,13.00,0,66.7%,8.67,0,0,,0,,0,0,0.0,0,0
156,2015,2015-09-14,1,33.316,ATL,,PHI,W 26-24,*,8,4,84,21.00,0,50.0%,10.50,0,0,,0,,0,0,0.0,0,0
157,2015,2015-09-20,2,33.322,ATL,@,NYG,W 24-20,*,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
158,2015,2015-09-27,3,33.329,ATL,@,DAL,W 39-28,*,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
159,2015,2015-10-04,4,33.336,ATL,,HOU,W 48-21,*,4,2,8,4.00,0,50.0%,2.00,0,0,,0,,0,0,0.0,0,0
160,2015,2015-10-11,5,33.343,ATL,,WAS,W 25-19,*,4,2,23,11.50,0,50.0%,5.75,0,0,,0,,0,0,0.0,0,0
161,2015,2015-10-15,6,33.347,ATL,@,NOR,L 21-31,*,4,3,23,7.67,1,75.0%,5.75,0,0,,0,,1,6,0.0,0,0
162,2015,2015-10-25,7,33.357,ATL,@,TEN,W 10-7,*,4,3,48,16.00,0,75.0%,12.00,0,0,,0,,0,0,0.0,0,0
163,2015,2015-11-01,8,33.364,ATL,,TAM,L 20-23,*,3,2,24,12.00,0,66.7%,8.00,0,0,,0,,0,0,0.0,0,0
164,2015,2015-11-08,9,34.006,ATL,@,SFO,L 16-17,*,2,1,20,20.00,0,50.0%,10.00,0,0,,0,,0,0,0.0,0,0
165,2015,2015-11-22,10,34.020,ATL,,IND,L 21-24,*,9,4,24,6.00,0,44.4%,2.67,0,0,,0,,0,0,0.0,0,0
166,2015,2015-11-29,11,34.027,ATL,,MIN,L 10-20,*,8,6,60,10.00,0,75.0%,7.50,0,0,,0,,0,0,0.0,0,0
167,2015,2015-12-06,12,34.034,ATL,@,TAM,L 19-23,*,4,3,33,11.00,0,75.0%,8.25,0,0,,0,,0,0,0.0,0,0
168,2015,2015-12-13,13,34.041,ATL,@,CAR,L 0-38,*,5,4,35,8.75,0,80.0%,7.00,0,0,,0,,0,0,0.0,0,0
169,2015,2015-12-20,14,34.048,ATL,@,JAX,W 23-17,*,4,3,47,15.67,0,75.0%,11.75,0,0,,0,,0,0,0.0,0,0
170,2015,2015-12-27,15,34.055,ATL,,CAR,W 20-13,*,6,5,67,13.40,0,83.3%,11.17,0,0,,0,,0,0,0.0,0,0
171,2015,2016-01-03,16,34.062,ATL,,NOR,L 17-20,*,4,1,10,10.00,0,25.0%,2.50,0,0,,0,,0,0,0.0,0,0
