ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
13,1993,1993-12-12,13,23.286,NWE,,CIN,W 7-2,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,
14,1993,1993-12-19,14,23.293,NWE,@,CLE,W 20-17,4,1,6,6.00,0,25.0%,1.50,0,0,,0,2,36,18.00,0,0,0,,0,0,0
15,1993,1993-12-26,15,23.300,NWE,,IND,W 38-0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,
16,1993,1994-01-02,16,23.307,NWE,,MIA,W 33-27,2,0,0,,0,0.0%,0.00,0,0,,0,4,72,18.00,0,0,0,,0,0,0
17,1994,1994-09-04,1,24.187,NWE,@,MIA,L 35-39,3,1,23,23.00,1,33.3%,7.67,0,0,,0,4,76,19.00,0,4,28,7.00,0,1,6
18,1994,1994-09-11,2,24.194,NWE,,BUF,L 35-38,4,2,41,20.50,0,50.0%,10.25,0,0,,0,1,36,36.00,0,2,26,13.00,0,0,0
19,1994,1994-09-18,3,24.201,NWE,@,CIN,W 31-28,4,1,11,11.00,0,25.0%,2.75,0,0,,0,2,38,19.00,0,2,12,6.00,0,0,0
20,1994,1994-09-25,4,24.208,NWE,@,DET,W 23-17,0,0,0,,0,0.0%,,0,0,,0,3,77,25.67,0,1,11,11.00,0,0,0
21,1994,1994-10-02,5,24.215,NWE,,GNB,W 17-16,5,3,25,8.33,0,60.0%,5.00,0,0,,0,2,41,20.50,0,7,63,9.00,0,0,0
22,1994,1994-10-09,6,24.222,NWE,,RAI,L 17-21,6,1,24,24.00,0,16.7%,4.00,0,0,,0,2,39,19.50,0,3,15,5.00,0,0,0
23,1994,1994-10-16,7,24.229,NWE,@,NYJ,L 17-24,12,6,74,12.33,1,50.0%,6.17,0,0,,0,2,19,9.50,0,0,0,,0,1,6
24,1994,1994-10-30,8,24.243,NWE,,MIA,L 3-23,5,3,29,9.67,0,60.0%,5.80,0,0,,0,0,0,,0,0,0,,0,0,0
25,1994,1994-11-06,9,24.250,NWE,@,CLE,L 6-13,6,3,31,10.33,0,50.0%,5.17,0,0,,0,0,0,,0,0,0,,0,0,0
26,1994,1994-11-13,10,24.257,NWE,,MIN,W 26-20,8,3,54,18.00,1,37.5%,6.75,0,0,,0,0,0,,0,0,0,,0,1,6
27,1994,1994-11-20,11,24.264,NWE,,SDG,W 23-17,1,0,0,,0,0.0%,0.00,0,0,,0,1,21,21.00,0,0,0,,0,0,0
28,1994,1994-11-27,12,24.271,NWE,@,IND,W 12-10,1,0,0,,0,0.0%,0.00,0,0,,0,2,41,20.50,0,0,0,,0,0,0
29,1994,1994-12-04,13,24.278,NWE,,NYJ,W 24-13,5,0,0,,0,0.0%,0.00,,,,,0,0,,0,0,0,,0,,
30,1994,1994-12-11,14,24.285,NWE,,IND,W 28-13,4,3,31,10.33,0,75.0%,7.75,0,0,,0,2,19,9.50,0,0,0,,0,0,0
31,1994,1994-12-18,15,24.292,NWE,@,BUF,W 41-17,2,2,36,18.00,0,100.0%,18.00,0,0,,0,2,30,15.00,0,0,0,,0,0,0
32,1994,1994-12-24,16,24.298,NWE,@,CHI,W 13-3,0,0,0,,0,0.0%,,0,0,,0,1,23,23.00,0,0,0,,0,0,0
33,1997,1997-09-21,4,27.204,SDG,@,SEA,L 22-26,,,,,,0.0%,,,,,,,,,,,,,,,
34,1997,1997-09-28,5,27.211,SDG,,BAL,W 21-17,1,,,,,0.0%,,,,,,,,,,,,,,,
