ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1980,1980-11-09,10,23.038,NYJ,,BUF,L 24-31,,,,,,,,,,,,
2,1980,1980-11-16,11,23.045,NYJ,@,DEN,L 24-31,,,,,,,,,,,,
3,1980,1980-11-23,12,23.052,NYJ,,HOU,W 31-28,,,,,,,,,,,,
4,1980,1980-11-30,13,23.059,NYJ,@,RAM,L 13-38,,,,,,,,,,,,
5,1980,1980-12-07,14,23.066,NYJ,@,CLE,L 14-17,,,,,,,,,,,,
6,1980,1980-12-14,15,23.073,NYJ,,NOR,L 20-21,0,0,,0,1,6,6.00,0,0,0,,0
7,1980,1980-12-20,16,23.079,NYJ,@,MIA,W 24-17,,,,,,,,,,,,
8,1981,1981-09-06,1,23.339,NYJ,@,BUF,L 0-31,1,7,7.00,0,0,0,,0,1,30,30.00,0
9,1981,1981-09-13,2,23.346,NYJ,,CIN,L 30-31,0,0,,0,0,0,,0,0,0,,0
10,1981,1981-09-20,3,23.353,NYJ,@,PIT,L 10-38,1,4,4.00,0,0,0,,0,2,40,20.00,0
11,1981,1981-09-27,4,23.360,NYJ,,HOU,W 33-17,4,7,1.75,0,2,14,7.00,0,1,30,30.00,0
12,1981,1981-10-04,5,24.002,NYJ,@,MIA,T 28-28,0,0,,0,0,0,,0,1,8,8.00,0
13,1983,1983-10-30,9,26.028,NYJ,@,SFO,W 27-13,0,0,,0,0,0,,0,,,,
14,1983,1983-11-06,10,26.035,NYJ,,BAL,L 14-17,0,0,,0,0,0,,0,,,,
15,1983,1983-11-13,11,26.042,NYJ,,BUF,L 17-24,0,0,,0,0,0,,0,,,,
16,1983,1983-11-27,13,26.056,NYJ,,NWE,W 26-3,0,0,,0,2,18,9.00,0,0,0,,0
17,1983,1983-12-04,14,26.063,NYJ,@,BAL,W 10-6,1,7,7.00,0,0,0,,0,0,0,,0
18,1983,1983-12-10,15,26.069,NYJ,,PIT,L 7-34,0,0,,0,1,6,6.00,0,0,0,,0
19,1983,1983-12-16,16,26.075,NYJ,@,MIA,L 14-34,4,18,4.50,0,3,38,12.67,0,0,0,,0
