ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
25,2013,2013-12-22,15,23.227,NOR,@,CAR,L 13-17,*,0,0,,0,0.0,2,0,0,0,0
26,2013,2013-12-29,16,23.234,NOR,,TAM,W 42-17,*,0,0,,0,0.0,6,0,0,0,0
27,2014,2014-09-07,1,24.121,NOR,@,ATL,L 34-37,*,0,0,,0,0.0,6,0,0,0,0
28,2014,2014-09-14,2,24.128,NOR,@,CLE,L 24-26,,0,0,,0,0.0,7,0,0,0,0
29,2014,2014-09-21,3,24.135,NOR,,MIN,W 20-9,*,0,0,,0,0.0,3,0,0,0,0
30,2014,2014-09-28,4,24.142,NOR,@,DAL,L 17-38,*,0,0,,0,0.0,4,0,0,0,0
31,2014,2014-10-05,5,24.149,NOR,,TAM,W 37-31,*,0,0,,0,0.0,3,0,0,0,0
32,2014,2014-10-19,6,24.163,NOR,@,DET,L 23-24,*,0,0,,0,1.0,5,1,0,0,0
33,2014,2014-10-26,7,24.170,NOR,,GNB,W 44-23,*,0,0,,0,0.0,4,0,1,0,0
34,2014,2014-10-30,8,24.174,NOR,@,CAR,W 28-10,*,0,0,,0,0.0,3,0,1,2,0
35,2014,2014-11-09,9,24.184,NOR,,SFO,L 24-27,*,0,0,,0,0.0,4,1,0,0,0
36,2014,2014-11-16,10,24.191,NOR,,CIN,L 10-27,*,0,0,,0,0.0,2,1,0,0,0
37,2014,2014-11-24,11,24.199,NOR,,BAL,L 27-34,,0,0,,0,0.0,1,0,0,0,0
38,2014,2014-11-30,12,24.205,NOR,@,PIT,W 35-32,,0,0,,0,0.0,6,0,0,0,0
39,2014,2014-12-07,13,24.212,NOR,,CAR,L 10-41,,0,0,,0,0.0,1,0,0,0,0
40,2014,2014-12-21,15,24.226,NOR,,ATL,L 14-30,,,,,,,,,,,
41,2014,2014-12-28,16,24.233,NOR,@,TAM,W 23-20,,0,0,,0,0.0,1,0,0,0,0
42,2015,2015-09-13,1,25.127,DAL,,NYG,W 27-26,,0,0,,0,0.0,0,0,0,0,0
43,2015,2015-09-20,2,25.134,DAL,@,PHI,W 20-10,,0,0,,0,0.0,0,0,0,0,0
44,2015,2015-09-27,3,25.141,DAL,,ATL,L 28-39,,0,0,,0,0.0,0,0,0,0,0
45,2015,2015-10-04,4,25.148,DAL,@,NOR,L 20-26,,0,0,,0,0.0,0,0,0,0,0
46,2015,2015-10-11,5,25.155,DAL,,NWE,L 6-30,*,0,0,,0,0.0,1,0,0,0,0
47,2015,2015-10-25,6,25.169,DAL,@,NYG,L 20-27,,0,0,,0,0.0,3,0,0,0,0
48,2015,2015-11-01,7,25.176,DAL,,SEA,L 12-13,,1,0,0.00,0,0.0,0,0,0,0,0
49,2015,2015-12-06,12,25.211,ARI,@,STL,W 27-3,,0,0,,0,0.0,0,0,0,0,0
50,2015,2015-12-10,13,25.215,ARI,,MIN,W 23-20,,0,0,,0,0.0,0,0,0,0,0
51,2015,2015-12-20,14,25.225,ARI,@,PHI,W 40-17,,0,0,,0,0.0,0,0,0,0,0
52,2016,2016-09-11,1,26.125,BUF,@,BAL,L 7-13,,0,0,,0,0.0,0,0,0,0,0
53,2016,2016-09-15,2,26.129,BUF,,NYJ,L 31-37,,0,0,,0,0.0,0,0,0,0,0
54,2016,2016-09-25,3,26.139,BUF,,ARI,W 33-18,*,0,0,,0,0.0,8,1,1,0,0
55,2016,2016-10-02,4,26.146,BUF,@,NWE,W 16-0,,0,0,,0,0.0,0,0,0,0,0
56,2016,2016-10-16,6,26.160,BUF,,SFO,W 45-16,,0,0,,0,0.0,0,0,0,0,0
57,2016,2016-10-23,7,26.167,BUF,@,MIA,L 25-28,,0,0,,0,0.0,1,0,0,0,0
58,2016,2016-10-30,8,26.174,BUF,,NWE,L 25-41,,0,0,,0,0.0,0,0,0,0,0
59,2016,2016-11-07,9,26.182,BUF,@,SEA,L 25-31,,0,0,,0,0.0,2,1,0,0,0
60,2016,2016-11-20,10,26.195,BUF,@,CIN,W 16-12,,0,0,,0,0.0,0,0,0,0,0
61,2016,2016-11-27,11,26.202,BUF,,JAX,W 28-21,,0,0,,0,0.0,2,0,0,0,0
62,2016,2016-12-04,12,26.209,BUF,@,OAK,L 24-38,,0,0,,0,0.0,1,3,0,0,0
63,2016,2016-12-11,13,26.216,BUF,,PIT,L 20-27,*,0,0,,0,0.0,2,1,0,0,0
64,2016,2016-12-18,14,26.223,BUF,,CLE,W 33-13,*,0,0,,0,0.0,2,0,0,0,0
65,2016,2016-12-24,15,26.229,BUF,,MIA,L 31-34,,0,0,,0,0.0,1,1,1,0,0
66,2016,2017-01-01,16,26.237,BUF,@,NYJ,L 10-30,*,0,0,,0,0.0,2,0,0,0,0
