ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1994,1994-09-04,1,22.193,KAN,@,NOR,W 30-17,,16,51,3.19,0,0,0,0,,0,0.0%,,0,0
2,1994,1994-09-11,2,22.200,KAN,,SFO,W 24-17,,4,12,3.00,0,0,0,0,,0,0.0%,,0,0
3,1994,1994-09-18,3,22.207,KAN,@,ATL,W 30-10,,8,28,3.50,0,2,1,11,11.00,0,50.0%,5.50,0,0
4,1994,1994-09-25,4,22.214,KAN,,RAM,L 0-16,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0
5,1994,1994-10-09,5,22.228,KAN,@,SDG,L 6-20,,5,45,9.00,0,3,3,17,5.67,0,100.0%,5.67,0,0
6,1994,1994-10-17,6,22.236,KAN,@,DEN,W 31-28,,6,16,2.67,0,3,2,24,12.00,0,66.7%,8.00,0,0
7,1994,1994-10-23,7,22.242,KAN,,SEA,W 38-23,,17,74,4.35,0,0,0,0,,0,0.0%,,0,0
8,1994,1994-10-30,8,22.249,KAN,@,BUF,L 10-44,,10,34,3.40,0,1,0,0,,0,0.0%,0.00,0,0
9,1994,1994-11-06,9,22.256,KAN,,RAI,W 13-3,,10,16,1.60,0,0,0,0,,0,0.0%,,0,0
10,1994,1994-11-13,10,22.263,KAN,,SDG,L 13-14,,12,38,3.17,0,3,2,4,2.00,0,66.7%,1.33,0,0
11,1994,1994-11-20,11,22.270,KAN,,CLE,W 20-13,,12,66,5.50,0,3,3,26,8.67,0,100.0%,8.67,0,0
12,1994,1994-11-27,12,22.277,KAN,@,SEA,L 9-10,,13,38,2.92,0,3,2,-1,-0.50,0,66.7%,-0.33,0,0
13,1994,1994-12-04,13,22.284,KAN,,DEN,L 17-20,,3,17,5.67,0,2,1,3,3.00,0,50.0%,1.50,0,0
14,1994,1994-12-12,14,22.292,KAN,@,MIA,L 28-45,,2,22,11.00,0,2,2,8,4.00,0,100.0%,4.00,0,0
15,1994,1994-12-18,15,22.298,KAN,,HOU,W 31-9,,14,63,4.50,1,0,0,0,,0,0.0%,,1,6
16,1994,1994-12-24,16,22.304,KAN,@,RAI,W 19-9,,8,51,6.38,0,0,0,0,,0,0.0%,,0,0
17,1995,1995-09-03,1,23.192,KAN,@,SEA,W 34-10,,15,109,7.27,0,1,0,0,,0,0.0%,0.00,0,0
18,1995,1995-09-10,2,23.199,KAN,,NYG,W 20-17,,6,22,3.67,0,2,1,13,13.00,0,50.0%,6.50,0,0
19,1995,1995-09-17,3,23.206,KAN,,OAK,W 23-17,,6,23,3.83,0,1,0,0,,0,0.0%,0.00,0,0
20,1995,1995-09-24,4,23.213,KAN,@,CLE,L 17-35,,8,17,2.13,0,2,0,0,,0,0.0%,0.00,0,0
21,1995,1995-10-01,5,23.220,KAN,@,ARI,W 24-3,,11,46,4.18,0,0,0,0,,0,0.0%,,0,0
22,1995,1995-10-09,6,23.228,KAN,,SDG,W 29-23,,3,11,3.67,0,2,2,17,8.50,0,100.0%,8.50,0,0
23,1995,1995-10-15,7,23.234,KAN,,NWE,W 31-26,,15,83,5.53,1,2,1,5,5.00,0,50.0%,2.50,1,6
24,1995,1995-10-22,8,23.241,KAN,@,DEN,W 21-7,,10,27,2.70,0,0,0,0,,0,0.0%,,0,0
25,1995,1995-11-05,9,23.255,KAN,,WAS,W 24-3,,17,51,3.00,0,1,1,3,3.00,0,100.0%,3.00,0,0
26,1995,1995-11-12,10,23.262,KAN,@,SDG,W 22-7,,17,78,4.59,0,0,0,0,,0,0.0%,,0,0
27,1995,1995-11-19,11,23.269,KAN,,HOU,W 20-13,,5,6,1.20,0,0,0,0,,0,0.0%,,0,0
28,1995,1995-11-23,12,23.273,KAN,@,DAL,L 12-24,,8,41,5.13,0,2,1,2,2.00,0,50.0%,1.00,0,0
29,1995,1995-12-03,13,23.283,KAN,@,OAK,W 29-23,,3,4,1.33,0,0,0,0,,0,0.0%,,0,0
30,1995,1995-12-11,14,23.291,KAN,@,MIA,L 6-13,,2,3,1.50,0,0,0,0,,0,0.0%,,0,0
31,1995,1995-12-17,15,23.297,KAN,,DEN,W 20-17,,8,33,4.13,0,1,1,5,5.00,0,100.0%,5.00,0,0
32,1995,1995-12-24,16,23.304,KAN,,SEA,W 26-3,,21,113,5.38,0,0,0,0,,0,0.0%,,0,0
33,1996,1996-09-01,1,24.191,KAN,@,HOU,W 20-19,,6,9,1.50,0,1,1,15,15.00,0,100.0%,15.00,0,0
34,1996,1996-09-08,2,24.198,KAN,,OAK,W 19-3,,7,50,7.14,0,0,0,0,,0,0.0%,,0,0
35,1996,1996-09-15,3,24.205,KAN,@,SEA,W 35-17,,11,57,5.18,0,0,0,0,,0,0.0%,,0,0
36,1996,1996-09-22,4,24.212,KAN,,DEN,W 17-14,,6,15,2.50,0,0,0,0,,0,0.0%,,0,0
37,1996,1996-09-29,5,24.219,KAN,@,SDG,L 19-22,,6,-1,-0.17,0,1,0,0,,0,0.0%,0.00,0,0
38,1996,1996-10-07,6,24.227,KAN,,PIT,L 7-17,,4,9,2.25,0,0,0,0,,0,0.0%,,0,0
39,1996,1996-10-17,7,24.237,KAN,,SEA,W 34-16,,7,27,3.86,0,0,0,0,,0,0.0%,,0,0
40,1996,1996-11-03,9,24.254,KAN,@,MIN,W 21-6,,15,100,6.67,2,1,1,11,11.00,0,100.0%,11.00,2,12
41,1996,1996-11-10,10,24.261,KAN,,GNB,W 27-20,,14,94,6.71,2,1,1,34,34.00,1,100.0%,34.00,3,18
42,1996,1996-11-17,11,24.268,KAN,,CHI,W 14-10,,15,52,3.47,0,0,0,0,,0,0.0%,,0,0
43,1996,1996-11-24,12,24.275,KAN,,SDG,L 14-28,,6,45,7.50,0,1,0,0,,0,0.0%,0.00,0,0
44,1996,1996-11-28,13,24.279,KAN,@,DET,W 28-24,,17,103,6.06,0,0,0,0,,0,0.0%,,0,0
