ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-09-17,1,24.152,DET,@,GNB,W 45-7,0,0,,0,1,18,18.00,0
2,1950,1950-09-24,2,24.159,DET,,PIT,W 10-7,5,33,6.60,0,2,30,15.00,0
3,1950,1950-09-29,3,24.164,DET,@,NYY,L 21-44,0,0,,0,1,2,2.00,0
4,1950,1950-10-08,4,24.173,DET,,SFO,W 24-7,3,22,7.33,0,2,20,10.00,0
5,1950,1950-10-29,7,24.194,DET,@,RAM,L 24-65,6,37,6.17,0,0,0,,0
6,1953,1953-09-27,1,27.162,CRD,,WAS,L 13-24,3,8,2.67,0,1,4,4.00,0
