ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1999,1999-09-12,1,23.341,ARI,@,PHI,W 25-24,*,2,1,4,4.00,0,50.0%,2.00,1,-7,-7.00,0,0,0,,0,0,0
2,1999,1999-09-19,2,23.348,ARI,@,MIA,L 16-19,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
3,1999,1999-09-27,3,23.356,ARI,,SFO,L 10-24,*,0,0,0,,0,0.0%,,1,3,3.00,0,0,0,,0,0,0
4,1999,1999-10-03,4,23.362,ARI,@,DAL,L 7-35,,2,1,2,2.00,1,50.0%,1.00,0,0,,0,0,0,,0,1,6
5,1999,1999-10-10,5,24.004,ARI,,NYG,W 14-3,*,1,0,0,,0,0.0%,0.00,1,0,0.00,0,0,0,,0,0,0
6,1999,1999-10-17,6,24.011,ARI,,WAS,L 10-24,*,3,2,18,9.00,0,66.7%,6.00,1,3,3.00,0,0,0,,0,0,0
7,1999,1999-10-31,7,24.025,ARI,,NWE,L 3-27,*,1,0,0,,0,0.0%,0.00,2,0,0.00,0,0,0,,0,0,0
8,1999,1999-11-07,8,24.032,ARI,@,NYJ,L 7-12,,1,1,15,15.00,0,100.0%,15.00,1,1,1.00,0,0,0,,0,0,0
9,1999,1999-11-14,9,24.039,ARI,,DET,W 23-19,,2,,,,,0.0%,,,,,,,,,,,
10,1999,1999-11-21,10,24.046,ARI,,DAL,W 13-9,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0
11,1999,1999-11-28,11,24.053,ARI,@,NYG,W 34-24,*,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,0,0
12,1999,1999-12-05,12,24.060,ARI,,PHI,W 21-17,,,,,,,0.0%,,,,,,,,,,,
13,1999,1999-12-12,13,24.067,ARI,@,WAS,L 3-28,*,4,3,21,7.00,0,75.0%,5.25,0,0,,0,0,0,,0,0,0
14,1999,1999-12-19,14,24.074,ARI,,BUF,L 21-31,*,,,,,,0.0%,,,,,,,,,,,
15,1999,1999-12-26,15,24.081,ARI,@,ATL,L 14-37,*,1,0,0,,0,0.0%,0.00,1,7,7.00,0,0,0,,0,0,0
16,1999,2000-01-02,16,24.088,ARI,@,GNB,L 24-49,*,0,0,0,,0,0.0%,,0,0,,0,1,10,10.00,0,0,0
