ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,1999,1999-09-12,1,22.224,MIN,@,ATL,W 17-14,,,,,,,0.0%,,,,,,,,,,,,,,
2,1999,1999-09-19,2,22.231,MIN,,OAK,L 17-22,*,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,,
3,1999,1999-09-26,3,22.238,MIN,@,GNB,L 20-23,*,,,,,,0.0%,,,,,,,,,,,,,,
4,1999,1999-10-03,4,22.245,MIN,,TAM,W 21-14,,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,,0,0,0,0.0,,
5,1999,1999-10-10,5,22.252,MIN,,CHI,L 22-24,*,4,2,-13,-6.50,0,50.0%,-3.25,0,0,,0,1,0,0.00,0,0,0,0.0,,
6,1999,1999-11-08,9,22.281,MIN,,DAL,W 27-17,*,1,,,,,0.0%,,,,,,,,,,,,,,
7,1999,1999-11-14,10,22.287,MIN,@,CHI,W 27-24,*,2,,,,,0.0%,,,,,,,,,,,,,,
8,1999,1999-11-28,11,22.301,MIN,,SDG,W 35-27,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,0.0,,
9,1999,1999-12-06,12,22.309,MIN,@,TAM,L 17-24,,1,,,,,0.0%,,,,,,,,,,,,,,
10,1999,1999-12-12,13,22.315,MIN,@,KAN,L 28-31,*,,,,,,0.0%,,,,,,,,,,,,,,
11,1999,1999-12-20,14,22.323,MIN,,GNB,W 24-20,*,,,,,,0.0%,,,,,,,,,,,,,,
12,1999,1999-12-26,15,22.329,MIN,@,NYG,W 34-17,,,,,,,0.0%,,,,,,,,,,,,,,
13,1999,2000-01-02,16,22.336,MIN,,DET,W 24-17,,0,,,,,0.0%,,,,,,,,,,,,,,
14,2000,2000-09-03,1,23.216,MIN,,CHI,W 30-27,,3,2,32,16.00,0,66.7%,10.67,2,5,2.50,0,0,0,,0,0,0,0.0,,
15,2000,2000-09-10,2,23.223,MIN,,MIA,W 13-7,,2,1,0,0.00,0,50.0%,0.00,1,7,7.00,0,0,0,,0,0,0,0.0,,
16,2000,2000-09-17,3,23.230,MIN,@,NWE,W 21-13,,1,1,3,3.00,0,100.0%,3.00,2,4,2.00,0,0,0,,0,0,0,0.0,,
17,2000,2000-10-01,4,23.244,MIN,@,DET,W 31-24,,0,0,0,,0,0.0%,,1,4,4.00,0,0,0,,0,0,0,0.0,,
18,2000,2000-10-09,5,23.252,MIN,,TAM,W 30-23,,0,,,,,0.0%,,,,,,,,,,,,,,
19,2000,2000-10-15,6,23.258,MIN,@,CHI,W 28-16,*,,,,,,0.0%,,,,,,,,,,,,,,
20,2000,2000-10-22,7,23.265,MIN,,BUF,W 31-27,,,,,,,0.0%,,,,,,,,,,,,,,
21,2000,2000-10-29,8,23.272,MIN,@,TAM,L 13-41,,2,2,22,11.00,0,100.0%,11.00,1,3,3.00,0,0,0,,0,0,0,0.0,,
22,2000,2000-11-06,9,23.280,MIN,@,GNB,L 20-26,*,0,0,0,,0,0.0%,,2,9,4.50,0,0,0,,0,0,0,0.0,,
23,2000,2000-11-12,10,23.286,MIN,,ARI,W 31-14,*,0,0,0,,0,0.0%,,1,4,4.00,0,0,0,,0,0,0,0.0,,
24,2000,2000-11-30,13,23.304,MIN,,DET,W 24-17,,0,0,0,,0,0.0%,,1,4,4.00,0,0,0,,0,0,0,0.0,,
25,2000,2000-12-10,14,23.314,MIN,@,STL,L 29-40,,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,0,0.0,,
26,2000,2000-12-17,15,23.321,MIN,,GNB,L 28-33,*,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,0,0,0.0,,
27,2000,2000-12-24,16,23.328,MIN,@,IND,L 10-31,,3,2,11,5.50,0,66.7%,3.67,1,3,3.00,0,0,0,,0,0,0,0.0,,
28,2001,2001-09-09,1,24.221,MIN,,CAR,L 13-24,*,3,3,22,7.33,0,100.0%,7.33,0,0,,0,0,0,,0,0,0,0.0,,
29,2001,2001-09-23,2,24.235,MIN,@,CHI,L 10-17,*,2,2,28,14.00,0,100.0%,14.00,1,6,6.00,0,0,0,,0,0,0,0.0,,
30,2001,2001-09-30,3,24.242,MIN,,TAM,W 20-16,*,10,8,51,6.38,0,80.0%,5.10,1,1,1.00,0,0,0,,0,0,0,0.0,,
31,2001,2001-10-07,4,24.249,MIN,@,NOR,L 15-28,*,4,4,48,12.00,0,100.0%,12.00,2,5,2.50,0,0,0,,0,0,0,0.0,,
32,2001,2001-10-14,5,24.256,MIN,,DET,W 31-26,*,0,0,0,,0,0.0%,,1,2,2.00,0,0,0,,0,0,0,0.0,,
33,2001,2001-10-21,6,24.263,MIN,,GNB,W 35-13,*,2,1,6,6.00,0,50.0%,3.00,5,20,4.00,1,0,0,,0,1,6,0.0,,
34,2001,2001-10-28,7,24.270,MIN,@,TAM,L 14-41,*,2,1,4,4.00,0,50.0%,2.00,2,8,4.00,0,0,0,,0,0,0,0.0,,
35,2001,2001-11-11,8,24.284,MIN,@,PHI,L 17-48,*,2,2,16,8.00,0,100.0%,8.00,4,12,3.00,0,0,0,,0,0,0,0.0,,
36,2001,2001-11-19,9,24.292,MIN,,NYG,W 28-16,*,1,1,6,6.00,0,100.0%,6.00,4,6,1.50,0,0,0,,0,0,0,0.0,,
