ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,def_int,def_int_yds,def_int_td
1,2003,2003-09-07,1,22.303,MIN,@,GNB,W 30-25,,,,,,
2,2003,2003-09-14,2,22.310,MIN,,CHI,W 24-13,,,,,,
3,2003,2003-09-21,3,22.317,MIN,@,DET,W 23-13,,,,,,
4,2003,2003-09-28,4,22.324,MIN,,SFO,W 35-7,,,,,,
5,2003,2003-10-05,5,22.331,MIN,@,ATL,W 39-26,,,,,,
6,2003,2003-10-19,6,22.345,MIN,,DEN,W 28-20,,,,,,
7,2003,2003-10-26,7,22.352,MIN,,NYG,L 17-29,,,,,,
8,2003,2003-11-02,8,22.359,MIN,,GNB,L 27-30,,,,,,
9,2003,2003-11-09,9,23.001,MIN,@,SDG,L 28-42,,,,,,
10,2003,2003-11-16,10,23.008,MIN,@,OAK,L 18-28,,,,,,
11,2003,2003-11-23,11,23.015,MIN,,DET,W 24-14,,,,,,
12,2003,2003-11-30,12,23.022,MIN,@,STL,L 17-48,,,,,,
13,2003,2003-12-07,13,23.029,MIN,,SEA,W 34-7,,1,6,1,80,1
14,2003,2003-12-14,14,23.036,MIN,@,CHI,L 10-13,,,,,,
15,2003,2003-12-20,15,23.042,MIN,,KAN,W 45-20,,,,,,
16,2003,2003-12-28,16,23.050,MIN,@,ARI,L 17-18,,,,,,
17,2004,2004-09-12,1,23.309,MIN,,DAL,W 35-17,,,,,,
18,2004,2004-09-20,2,23.317,MIN,@,PHI,L 16-27,,,,,,
19,2004,2004-09-26,3,23.323,MIN,,CHI,W 27-22,,,,,,
20,2004,2004-10-10,4,23.337,MIN,@,HOU,W 34-28,,,,,,
21,2004,2004-10-17,5,23.344,MIN,@,NOR,W 38-31,,,,,,
22,2004,2004-10-24,6,23.351,MIN,,TEN,W 20-3,,,,,,
23,2004,2004-10-31,7,23.358,MIN,,NYG,L 13-34,,,,,,
24,2004,2004-11-08,8,24.000,MIN,@,IND,L 28-31,,,,,,
25,2004,2004-11-14,9,24.006,MIN,@,GNB,L 31-34,,,,,,
26,2004,2004-11-21,10,24.013,MIN,,DET,W 22-19,,,,,,
27,2004,2004-11-28,11,24.020,MIN,,JAX,W 27-16,,,,,,
28,2004,2004-12-05,12,24.027,MIN,@,CHI,L 14-24,,,,,,
29,2004,2004-12-12,13,24.034,MIN,,SEA,L 23-27,,,,,,
30,2004,2004-12-19,14,24.041,MIN,@,DET,W 28-27,,,,,,
31,2004,2004-12-24,15,24.046,MIN,,GNB,L 31-34,,,,,,
32,2004,2005-01-02,16,24.055,MIN,@,WAS,L 18-21,,,,,,
