ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1979,1979-09-02,1,22.191,MIA,@,BUF,W 9-7,,,,,,,,,,
2,1979,1979-09-09,2,22.198,MIA,,SEA,W 19-10,,,,,,,,,,
3,1979,1979-09-16,3,22.205,MIA,@,MIN,W 27-12,,,,,,,,,,
4,1979,1979-09-23,4,22.212,MIA,,CHI,W 31-16,,,,,,,,,,
5,1979,1979-09-30,5,22.219,MIA,@,NYJ,L 27-33,,,,,,,,,,
6,1979,1979-10-08,6,22.227,MIA,@,OAK,L 3-13,,,,,,,,,,
7,1979,1979-10-14,7,22.233,MIA,,BUF,W 17-7,,,,,,,,,,
8,1979,1979-10-21,8,22.240,MIA,@,NWE,L 13-28,,,,,,,,,,
9,1979,1979-10-28,9,22.247,MIA,,GNB,W 27-7,,,,,,,,,,
10,1979,1979-11-05,10,22.255,MIA,,HOU,L 6-9,,,,,,,,,,
11,1979,1979-11-11,11,22.261,MIA,,BAL,W 19-0,,,,,,,,,,
12,1980,1980-09-07,1,23.197,MIA,@,BUF,L 7-17,0,0,,0,0,0,0.0,2,0,0
13,1980,1980-09-14,2,23.204,MIA,,CIN,W 17-16,,,,,,,,,,
14,1980,1980-09-21,3,23.211,MIA,@,ATL,W 20-17,,,,,,,,,,
15,1980,1980-09-28,4,23.218,MIA,,NOR,W 21-16,,,,,,,,,,
16,1980,1980-10-05,5,23.225,MIA,,BAL,L 17-30,,,,,,,,,,
17,1980,1980-10-12,6,23.232,MIA,@,NWE,L 0-34,,,,,,,,,,
18,1980,1980-10-19,7,23.239,MIA,,BUF,W 17-14,,,,,,,,,,
19,1980,1980-10-27,8,23.247,MIA,@,NYJ,L 14-17,,,,,,,,,,
20,1980,1980-11-02,9,23.253,MIA,@,OAK,L 10-16,,,,,,,,,,
21,1980,1980-11-09,10,23.260,MIA,@,RAM,W 35-14,,,,,,,,,,
22,1980,1980-11-16,11,23.267,MIA,,SFO,W 17-13,,,,,,,,,,
23,1980,1980-11-20,12,23.271,MIA,,SDG,L 24-27,1,0,0.00,0,0,0,0.0,0,0,0
24,1980,1980-11-30,13,23.281,MIA,@,PIT,L 10-23,,,,,,,,,,
25,1980,1980-12-08,14,23.289,MIA,,NWE,W 16-13,,,,,,,,,,
26,1980,1980-12-14,15,23.295,MIA,@,BAL,W 24-14,,,,,,,,,,
27,1980,1980-12-20,16,23.301,MIA,,NYJ,L 17-24,0,0,,0,0,0,0.0,1,0,0
28,1981,1981-09-06,1,24.195,MIA,@,STL,W 20-7,1,6,6.00,0,0,0,0.0,1,34,0
29,1981,1981-09-10,2,24.199,MIA,,PIT,W 30-10,0,0,,0,0,0,0.0,2,51,0
30,1981,1981-09-20,3,24.209,MIA,@,HOU,W 16-10,0,0,,0,,,,,,
31,1981,1981-09-27,4,24.216,MIA,@,BAL,W 31-28,1,2,2.00,0,0,0,0.0,0,0,0
32,1981,1981-10-04,5,24.223,MIA,,NYJ,T 28-28,0,0,,0,0,0,0.0,1,39,0
33,1981,1981-10-12,6,24.231,MIA,@,BUF,L 21-31,0,0,,0,,,,,,
34,1981,1981-10-18,7,24.237,MIA,,WAS,W 13-10,0,0,,0,,,,,,
35,1981,1981-10-25,8,24.244,MIA,@,DAL,L 27-28,0,0,,0,,,,,,
36,1981,1981-11-01,9,24.251,MIA,,BAL,W 27-10,0,0,,0,,,,,,
37,1981,1981-11-08,10,24.258,MIA,@,NWE,W 30-27,0,0,,0,,,,,,
38,1981,1981-11-15,11,24.265,MIA,,OAK,L 17-33,0,0,,0,,,,,,
39,1981,1981-11-22,12,24.272,MIA,@,NYJ,L 15-16,0,0,,0,,,,,,
40,1981,1981-11-30,13,24.280,MIA,,PHI,W 13-10,0,0,,0,,,,,,
41,1981,1981-12-06,14,24.286,MIA,,NWE,W 24-14,0,0,,0,,,,,,
42,1981,1981-12-13,15,24.293,MIA,@,KAN,W 17-7,0,0,,0,,,,,,
43,1981,1981-12-19,16,24.299,MIA,,BUF,W 16-6,0,0,,0,,,,,,
44,1982,1982-09-12,1,25.201,MIA,@,NYJ,W 45-28,0,0,,0,1,6,0.0,1,35,1
45,1982,1982-09-19,2,25.208,MIA,,BAL,W 24-20,0,0,,0,0,0,1.0,0,0,0
46,1982,1982-11-21,3,25.271,MIA,@,BUF,W 9-7,0,0,,0,0,0,0.0,1,7,0
47,1982,1982-11-29,4,25.279,MIA,@,TAM,L 17-23,0,0,,0,,,,,,
48,1982,1982-12-05,5,25.285,MIA,,MIN,W 22-14,1,2,2.00,0,0,0,0.0,0,0,0
49,1982,1982-12-12,6,25.292,MIA,@,NWE,L 0-3,1,0,0.00,0,0,0,0.0,0,0,0
50,1982,1982-12-18,7,25.298,MIA,,NYJ,W 20-19,0,0,,0,,,,,,
51,1982,1982-12-27,8,25.307,MIA,,BUF,W 27-10,0,0,,0,,,,,,
52,1982,1983-01-02,9,25.313,MIA,@,BAL,W 34-7,0,0,,0,0,0,1.0,0,0,0
53,1983,1983-09-04,1,26.193,MIA,@,BUF,W 12-0,1,10,10.00,0,0,0,0.0,1,0,0
