ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2000,2000-10-15,6,23.242,DAL,@,NYG,L 14-19,,7,3,52,17.33,0,42.9%,7.43
2,2000,2000-10-22,7,23.249,DAL,,ARI,W 48-7,,,,,,,0.0%,
3,2000,2000-10-29,8,23.256,DAL,,JAX,L 17-23,,1,,,,,0.0%,
4,2000,2000-11-12,10,23.270,DAL,,CIN,W 23-6,,,,,,,0.0%,
5,2000,2000-11-19,11,23.277,DAL,@,BAL,L 0-27,,,,,,,0.0%,
6,2000,2000-11-23,12,23.281,DAL,,MIN,L 15-27,,,,,,,0.0%,
7,2000,2000-12-03,13,23.291,DAL,@,TAM,L 7-27,,2,1,8,8.00,0,50.0%,4.00
8,2000,2000-12-10,14,23.298,DAL,,WAS,W 32-13,,,,,,,0.0%,
9,2000,2000-12-17,15,23.305,DAL,,NYG,L 13-17,,,,,,,0.0%,
