ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2004,2004-09-12,1,21.054,STL,,ARI,W 17-10,,,,,,,
2,2004,2004-09-19,2,21.061,STL,@,ATL,L 17-34,,,,,,,
3,2004,2004-09-26,3,21.068,STL,,NOR,L 25-28,,,,,,,
4,2004,2004-10-03,4,21.075,STL,@,SFO,W 24-14,,,,,,,
5,2004,2004-10-10,5,21.082,STL,@,SEA,W 33-27,,,,,,,
6,2004,2004-10-18,6,21.090,STL,,TAM,W 28-21,,,,,,,
7,2004,2004-10-24,7,21.096,STL,@,MIA,L 14-31,,,,,,,
8,2004,2004-11-07,8,21.110,STL,,NWE,L 22-40,,,,,,,
9,2004,2004-11-14,9,21.117,STL,,SEA,W 23-12,,,,,,,
10,2004,2004-11-29,11,21.132,STL,@,GNB,L 17-45,,,,,,,
11,2004,2004-12-05,12,21.138,STL,,SFO,W 16-6,,,,,,,
12,2004,2004-12-12,13,21.145,STL,@,CAR,L 7-20,,,,,,,
13,2004,2004-12-19,14,21.152,STL,@,ARI,L 7-31,,,0,0,1.0,,
14,2004,2004-12-27,15,21.160,STL,,PHI,W 20-7,*,,,,,,
15,2004,2005-01-02,16,21.166,STL,,NYJ,W 32-29,*,,,,,,
16,2005,2005-09-11,1,22.053,STL,@,SFO,L 25-28,*,,,,,,
17,2005,2005-09-18,2,22.060,STL,@,ARI,W 17-12,*,,,,,,
18,2005,2005-09-25,3,22.067,STL,,TEN,W 31-27,*,,,,,,
19,2005,2005-10-02,4,22.074,STL,@,NYG,L 24-44,*,,0,0,1.0,,
20,2005,2005-10-09,5,22.081,STL,,SEA,L 31-37,*,,,,,,
21,2005,2005-10-17,6,22.089,STL,@,IND,L 28-45,*,,0,0,1.0,,
22,2005,2005-10-23,7,22.095,STL,,NOR,W 28-17,*,,,,,,
23,2005,2005-10-30,8,22.102,STL,,JAX,W 24-21,*,,,,,,
24,2005,2005-11-13,9,22.116,STL,@,SEA,L 16-31,*,,,,,,
25,2005,2005-11-20,10,22.123,STL,,ARI,L 28-38,,,,,,,
26,2005,2005-11-27,11,22.130,STL,@,HOU,W 33-27,*,,,,,,
27,2005,2005-12-04,12,22.137,STL,,WAS,L 9-24,*,,,,,,
28,2005,2005-12-11,13,22.144,STL,@,MIN,L 13-27,*,,,,,,
29,2005,2005-12-18,14,22.151,STL,,PHI,L 16-17,*,,0,0,1.0,,
30,2005,2005-12-24,15,22.157,STL,,SFO,L 20-24,*,,0,0,1.5,,
31,2005,2006-01-01,16,22.165,STL,@,DAL,W 20-10,*,,0,0,2.0,,
32,2006,2006-09-10,1,23.052,STL,,DEN,W 18-10,*,,0,0,0.5,,
33,2006,2006-09-17,2,23.059,STL,@,SFO,L 13-20,*,,,,,,
34,2006,2006-10-01,4,23.073,STL,,DET,W 41-34,,,,,,,
35,2006,2006-10-08,5,23.080,STL,@,GNB,W 23-20,,,,,,,
36,2006,2006-10-22,7,23.094,BUF,,NWE,L 6-28,,,,,,,
37,2006,2006-11-05,8,23.108,BUF,,GNB,W 24-10,,,,,,,
38,2006,2006-11-12,9,23.115,BUF,@,IND,L 16-17,,,,,,,
39,2006,2006-11-19,10,23.122,BUF,@,HOU,W 24-21,,,,,,,
40,2006,2006-11-26,11,23.129,BUF,,JAX,W 27-24,,,0,0,1.0,,
41,2006,2006-12-03,12,23.136,BUF,,SDG,L 21-24,,,,,,,
42,2006,2006-12-10,13,23.143,BUF,@,NYJ,W 31-13,,,,,,,
