ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1972,1972-09-17,1,22.190,SFO,,SDG,W 34-3,,,,,,,
2,1972,1972-09-24,2,22.197,SFO,@,BUF,L 20-27,,,,,,,
3,1972,1972-10-01,3,22.204,SFO,@,NOR,W 37-2,,,,,,,
4,1972,1972-10-08,4,22.211,SFO,@,RAM,L 7-31,,,,,,,
5,1972,1972-10-15,5,22.218,SFO,,NYG,L 17-23,,,,,,,
6,1972,1972-10-22,6,22.225,SFO,,NOR,T 20-20,0,0,,0,1,0,0
7,1972,1972-10-29,7,22.232,SFO,@,ATL,W 49-14,,,,,,,
8,1972,1972-11-05,8,22.239,SFO,@,GNB,L 24-34,,,,,,,
9,1972,1972-11-12,9,22.246,SFO,,BAL,W 24-21,,,,,,,
10,1972,1972-11-19,10,22.253,SFO,@,CHI,W 34-21,,,,,,,
11,1972,1972-11-23,11,22.257,SFO,@,DAL,W 31-10,,,,,,,
12,1972,1972-12-04,12,22.268,SFO,,RAM,L 16-26,,,,,,,
13,1972,1972-12-10,13,22.274,SFO,,ATL,W 20-0,,,,,,,
14,1972,1972-12-16,14,22.280,SFO,,MIN,W 20-17,,,,,,,
15,1973,1973-09-16,1,23.189,SFO,@,MIA,L 13-21,,,,,,,
16,1973,1973-09-23,2,23.196,SFO,@,DEN,W 36-34,,,,,,,
17,1973,1973-09-30,3,23.203,SFO,,RAM,L 20-40,,,,,,,
18,1973,1973-10-07,4,23.210,SFO,@,ATL,W 13-9,,,,,,,
19,1973,1973-10-14,5,23.217,SFO,,MIN,L 13-17,,,,,,,
20,1973,1973-10-21,6,23.224,SFO,,NOR,W 40-0,0,0,,0,1,0,0
21,1973,1973-10-28,7,23.231,SFO,,ATL,L 3-17,,,,,,,
22,1973,1973-11-04,8,23.238,SFO,@,DET,L 20-30,,,,,,,
23,1973,1973-11-11,9,23.245,SFO,@,WAS,L 9-33,,,,,,,
24,1973,1973-11-18,10,23.252,SFO,@,RAM,L 13-31,,,,,,,
25,1973,1973-11-26,11,23.260,SFO,,GNB,W 20-6,,,,,,,
26,1973,1973-12-02,12,23.266,SFO,,PHI,W 38-28,1,14,14.00,0,0,0,0
27,1973,1973-12-09,13,23.273,SFO,@,NOR,L 10-16,,,,,,,
28,1973,1973-12-15,14,23.279,SFO,,PIT,L 14-37,,,,,,,
29,1974,1974-09-15,1,24.188,SFO,@,NOR,W 17-13,,,,,,,
30,1974,1974-09-22,2,24.195,SFO,@,ATL,W 16-10,,,,,,,
