ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1974,1974-09-22,2,23.217,SDG,@,CIN,W 20-17,2,21,10.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
2,1974,1974-09-29,3,23.224,SDG,,MIA,L 21-28,18,157,8.72,2,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
3,1974,1974-10-06,4,23.231,SDG,,PHI,L 7-13,21,133,6.33,0,2,12,6.00,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,2,32,16.00,0,0,0
4,1974,1974-10-13,5,23.238,SDG,,OAK,L 10-14,17,118,6.94,1,3,21,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
5,1974,1974-10-20,6,23.245,SDG,@,DEN,L 7-27,13,39,3.00,0,3,38,12.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
6,1974,1974-10-27,7,23.252,SDG,,KAN,L 14-24,22,154,7.00,1,2,8,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
7,1974,1974-11-03,8,23.259,SDG,,CLE,W 36-35,18,51,2.83,0,3,119,39.67,2,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
8,1974,1974-11-17,10,23.273,SDG,@,OAK,L 10-17,27,117,4.33,1,2,27,13.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
9,1974,1974-11-24,11,23.280,SDG,@,GNB,L 0-34,14,50,3.57,0,1,13,13.00,0,0,0,,0,0,0,,0,0,,,1,29,29.00,0,0,0
10,1974,1974-12-01,12,23.287,SDG,@,NYJ,L 14-27,25,142,5.68,1,1,4,4.00,0,1,1,100.00,28,1,0,158.3,0,0,28.00,48.00,0,0,,0,1,6
11,1974,1974-12-08,13,23.294,SDG,,CHI,W 28-21,26,75,2.88,0,5,66,13.20,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
12,1974,1974-12-15,14,23.301,SDG,,DEN,W 17-0,24,105,4.38,1,3,31,10.33,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,1,6
13,1975,1975-09-21,1,24.216,SDG,,PIT,L 0-37,13,35,2.69,0,1,-3,-3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
14,1975,1975-09-28,2,24.223,SDG,@,HOU,L 17-33,16,60,3.75,1,2,18,9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
15,1975,1975-10-05,3,24.230,SDG,,OAK,L 0-6,15,45,3.00,0,2,15,7.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
16,1975,1975-10-12,4,24.237,SDG,,RAM,L 10-13,24,105,4.38,1,6,57,9.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
17,1975,1975-10-19,5,24.244,SDG,,KAN,L 10-12,19,72,3.79,0,2,14,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
18,1976,1976-09-12,1,25.208,SDG,@,KAN,W 30-16,14,71,5.07,0,3,14,4.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
19,1976,1976-09-19,2,25.215,SDG,@,TAM,W 23-0,19,64,3.37,0,2,7,3.50,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
20,1976,1976-09-26,3,25.222,SDG,,STL,W 43-24,13,60,4.62,1,2,12,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
21,1976,1976-10-03,4,25.229,SDG,@,DEN,L 0-26,11,46,4.18,0,3,20,6.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
22,1976,1976-10-10,5,25.236,SDG,,OAK,L 17-27,7,35,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
23,1976,1976-10-24,7,25.250,SDG,@,CLE,L 17-21,2,4,2.00,0,2,13,6.50,0,1,1,100.00,11,1,0,152.1,0,0,11.00,31.00,0,0,,0,0,0
24,1976,1976-11-07,9,25.264,SDG,,BAL,L 21-37,11,29,2.64,1,5,27,5.40,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
25,1976,1976-11-14,10,25.271,SDG,,DEN,L 0-17,12,11,0.92,0,2,10,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
26,1976,1976-11-21,11,25.278,SDG,@,BUF,W 34-13,14,48,3.43,1,5,31,6.20,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
27,1976,1976-11-28,12,25.285,SDG,,KAN,L 20-23,15,68,4.53,0,7,79,11.29,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
28,1976,1976-12-05,13,25.292,SDG,,SFO,W 13-7,8,14,1.75,0,3,11,3.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
29,1977,1977-09-18,1,26.213,SDG,@,OAK,L 0-24,7,30,4.29,0,1,-2,-2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
30,1977,1977-09-25,2,26.220,SDG,@,KAN,W 23-7,15,41,2.73,0,1,12,12.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
31,1977,1977-10-02,3,26.227,SDG,,CIN,W 24-3,13,58,4.46,0,2,22,11.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
32,1977,1977-10-09,4,26.234,SDG,@,NOR,W 14-0,9,33,3.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
33,1977,1977-10-16,5,26.241,SDG,,NWE,L 20-24,7,30,4.29,0,8,111,13.88,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
34,1977,1977-10-23,6,26.248,SDG,,KAN,L 16-21,9,28,3.11,0,1,15,15.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
35,1977,1977-10-30,7,26.255,SDG,@,MIA,W 14-13,8,22,2.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,27,27.00,0,0,0
36,1977,1977-11-06,8,26.262,SDG,@,DET,L 0-20,1,-2,-2.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
37,1977,1977-11-13,9,26.269,SDG,,DEN,L 14-17,6,24,4.00,0,1,15,15.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
38,1977,1977-11-20,10,26.276,SDG,,OAK,W 12-7,7,30,4.29,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
39,1977,1977-11-27,11,26.283,SDG,@,SEA,W 30-28,9,20,2.22,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
40,1977,1977-12-04,12,26.290,SDG,,CLE,W 37-14,11,62,5.64,1,2,26,13.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
41,1977,1977-12-11,13,26.297,SDG,@,DEN,L 9-17,3,1,0.33,0,1,11,11.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
42,1977,1977-12-18,14,26.304,SDG,,PIT,L 9-10,13,28,2.15,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
43,1978,1978-09-03,1,27.198,SDG,@,SEA,W 24-20,16,46,2.88,0,7,77,11.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
44,1978,1978-09-10,2,27.205,SDG,,OAK,L 20-21,17,66,3.88,0,4,51,12.75,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
45,1978,1978-09-17,3,27.212,SDG,@,DEN,L 14-27,8,16,2.00,0,3,17,5.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
46,1978,1978-09-24,4,27.219,SDG,,GNB,L 3-24,1,2,2.00,0,3,15,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
47,1978,1978-10-01,5,27.226,SDG,@,NWE,L 23-28,5,39,7.80,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
48,1978,1978-10-08,6,27.233,SDG,,DEN,W 23-0,17,50,2.94,1,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
49,1978,1978-10-15,7,27.240,SDG,,MIA,L 21-28,12,35,2.92,0,4,20,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
50,1978,1978-10-22,8,27.247,SDG,@,DET,L 14-31,0,0,,0,2,13,6.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
51,1978,1978-10-29,9,27.254,SDG,@,OAK,W 27-23,5,8,1.60,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
52,1978,1978-11-05,10,27.261,SDG,,CIN,W 22-13,5,16,3.20,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
53,1978,1978-11-12,11,27.268,SDG,,KAN,W 29-23,3,10,3.33,0,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
54,1978,1978-11-19,12,27.275,SDG,@,MIN,W 13-7,23,76,3.30,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
55,1978,1978-11-26,13,27.282,SDG,@,KAN,L 0-23,0,0,,0,2,31,15.50,0,0,0,,0,0,0,,0,0,,,2,37,18.50,0,0,0
56,1978,1978-12-04,14,27.290,SDG,,CHI,W 40-7,12,50,4.17,0,3,41,13.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
