ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1976,1976-09-12,1,25.031,DEN,@,CIN,L 7-17,,,,,,,,,,,,,,,,,,,,,,
2,1976,1976-09-19,2,25.038,DEN,,NYJ,W 46-3,,7,9,77.78,100,0,0,113.0,0,0,11.11,11.11,2,10,5.00,0,0,0,0,0,,0
3,1976,1976-09-26,3,25.045,DEN,,CLE,W 44-13,,1,1,100.00,11,0,0,112.5,0,0,11.00,11.00,1,0,0.00,0,0,0,0,0,,0
4,1976,1976-10-03,4,25.052,DEN,,SDG,W 26-0,,1,1,100.00,7,0,0,95.8,0,0,7.00,7.00,0,0,,0,0,0,0,0,,0
5,1976,1976-10-10,5,25.059,DEN,@,HOU,L 3-17,,1,4,25.00,7,0,1,0.0,0,0,1.75,-9.50,0,0,,0,0,0,7,284,40.57,0
6,1976,1976-10-17,6,25.066,DEN,,OAK,L 10-17,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,9,372,41.33,0
7,1976,1976-10-24,7,25.073,DEN,@,KAN,W 35-26,,3,4,75.00,28,0,1,54.2,0,0,7.00,-4.25,1,0,0.00,0,0,0,3,86,28.67,0
8,1976,1976-10-31,8,25.080,DEN,@,OAK,L 6-19,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,8,286,35.75,0
9,1976,1976-11-07,9,25.087,DEN,,TAM,W 48-13,,1,3,33.33,28,0,0,68.7,0,0,9.33,9.33,1,8,8.00,0,0,0,3,100,33.33,0
10,1976,1976-11-14,10,25.094,DEN,@,SDG,W 17-0,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,8,293,36.63,0
11,1976,1976-11-21,11,25.101,DEN,,NYG,W 14-13,,2,2,100.00,24,0,0,116.7,0,0,12.00,12.00,6,4,0.67,0,0,0,0,0,,0
12,1976,1976-11-28,12,25.108,DEN,@,NWE,L 14-38,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,116,38.67,0
13,1976,1976-12-05,13,25.115,DEN,,KAN,W 17-16,,1,1,100.00,11,0,0,112.5,0,0,11.00,11.00,0,0,,0,0,0,7,211,30.14,0
14,1976,1976-12-12,14,25.122,DEN,@,CHI,W 28-14,,7,22,31.82,98,1,4,22.7,0,0,4.45,-2.82,12,120,10.00,0,0,0,4,104,26.00,0
15,1977,1977-09-18,1,26.037,DEN,,STL,W 7-0,,,,,,,,,,,,,,,,,,,,,,
16,1977,1977-09-25,2,26.044,DEN,,BUF,W 26-6,,0,0,,0,0,,,,,,,0,0,,0,0,,,,,
17,1977,1977-10-02,3,26.051,DEN,@,SEA,W 24-13,,,,,,,,,,,,,,,,,,,,,,
18,1977,1977-10-09,4,26.058,DEN,,KAN,W 23-7,,,,,,,,,,,,,,,,,,,,,,
19,1977,1977-10-16,5,26.065,DEN,@,OAK,W 30-7,,1,1,100.00,25,1,0,158.3,0,0,25.00,45.00,2,-4,-2.00,0,0,0,0,0,,0
20,1977,1977-10-23,6,26.072,DEN,@,CIN,W 24-13,,,,,,,,,,,,,,,,,,,,,,
21,1977,1977-10-30,7,26.079,DEN,,OAK,L 14-24,,,,,,,,,,,,,,,,,,,,,,
22,1977,1977-11-06,8,26.086,DEN,,PIT,W 21-7,,0,0,,0,0,0,,0,0,,,1,1,1.00,0,0,0,1,38,38.00,0
23,1977,1977-11-13,9,26.093,DEN,@,SDG,W 17-14,,,,,,,,,,,,,,,,,,,,,,
24,1977,1977-11-20,10,26.100,DEN,@,KAN,W 14-7,,,,,,,,,,,,,,,,,,,,,,
25,1977,1977-11-27,11,26.107,DEN,,BAL,W 27-13,,,,,,,,,,,,,,,,,,,,,,
26,1977,1977-12-04,12,26.114,DEN,@,HOU,W 24-14,,0,0,,0,0,0,,0,0,,,1,5,5.00,1,1,6,0,0,,0
27,1977,1977-12-11,13,26.121,DEN,,SDG,W 17-9,,0,0,,0,0,0,,0,0,,,1,21,21.00,0,0,0,0,0,,0
28,1977,1977-12-18,14,26.128,DEN,@,DAL,L 6-14,,10,19,52.63,94,0,0,66.6,0,0,4.95,4.95,6,33,5.50,0,0,0,0,0,,0
29,1978,1978-09-03,1,27.022,DEN,,OAK,W 14-6,,0,0,,0,0,0,,0,0,,,1,6,6.00,0,0,0,0,0,,0
30,1978,1978-09-11,2,27.030,DEN,@,MIN,L 9-12,,6,11,54.55,81,0,1,40.3,0,0,7.36,3.27,0,0,,0,0,0,0,0,,0
31,1978,1978-09-17,3,27.036,DEN,,SDG,W 27-14,,6,9,66.67,60,1,0,122.5,0,0,6.67,8.89,4,9,2.25,0,0,0,0,0,,0
32,1978,1978-09-24,4,27.043,DEN,@,KAN,W 23-17,,,,,,,,,,,,,,,,,,,,,,
33,1978,1978-10-01,5,27.050,DEN,,SEA,W 28-7,*,14,21,66.67,161,1,3,65.9,0,0,7.67,2.19,5,14,2.80,1,1,6,0,0,,0
34,1978,1978-10-08,6,27.057,DEN,@,SDG,L 0-23,,5,11,45.45,54,0,1,22.5,0,0,4.91,0.82,1,5,5.00,0,0,0,0,0,,0
35,1978,1978-11-05,10,27.085,DEN,,NYJ,L 28-31,,11,17,64.71,125,0,0,86.6,0,0,7.35,7.35,2,-3,-1.50,0,0,0,0,0,,0
36,1978,1978-11-12,11,27.092,DEN,@,CLE,W 19-7,,,,,,,,,,,,,,,,,,,,,,
37,1978,1978-11-19,12,27.099,DEN,,GNB,W 16-3,,,,,,,,,,,,,,,,,,,,,,
38,1978,1978-11-23,13,27.103,DEN,@,DET,L 14-17,,,,,,,,,,,,,,,,,,,,,,
39,1978,1978-12-03,14,27.113,DEN,@,OAK,W 21-6,,0,0,,0,0,0,,0,0,,,2,10,5.00,0,0,0,0,0,,0
40,1978,1978-12-10,15,27.120,DEN,,KAN,W 24-3,,1,1,100.00,14,0,0,118.7,0,0,14.00,14.00,0,0,,0,0,0,0,0,,0
41,1978,1978-12-16,16,27.126,DEN,,PIT,L 17-21,,12,17,70.59,228,2,0,152.2,0,0,13.41,15.76,2,7,3.50,0,0,0,0,0,,0
42,1979,1979-09-02,1,28.021,DEN,,CIN,W 10-0,*,13,20,65.00,202,1,0,115.0,0,0,10.10,11.10,2,16,8.00,0,0,0,0,0,,0
43,1979,1979-09-06,2,28.025,DEN,,RAM,L 9-13,*,8,18,44.44,100,0,0,62.3,0,0,5.56,5.56,0,0,,0,0,0,0,0,,0
44,1979,1979-09-16,3,28.035,DEN,@,ATL,W 20-17,*,13,22,59.09,215,0,1,73.1,0,0,9.77,7.73,8,39,4.88,2,2,12,0,0,,0
45,1979,1979-09-23,4,28.042,DEN,,SEA,W 37-34,*,6,11,54.55,102,0,2,46.6,0,0,9.27,1.09,0,0,,0,0,0,0,0,,0
46,1979,1979-09-30,5,28.049,DEN,@,OAK,L 3-27,*,6,11,54.55,70,0,0,74.1,0,0,6.36,6.36,1,7,7.00,0,0,0,0,0,,0
47,1979,1979-10-07,6,28.056,DEN,,SDG,W 7-0,*,6,11,54.55,35,0,0,60.8,0,0,3.18,3.18,7,54,7.71,1,1,6,0,0,,0
48,1979,1979-10-14,7,28.063,DEN,@,KAN,W 24-10,,,,,,,,,,,,,,,,,,,,,,
49,1979,1979-10-22,8,28.071,DEN,@,PIT,L 7-42,,,,,,,,,,,,,,,,,,,,,,
50,1979,1979-10-28,9,28.077,DEN,,KAN,W 20-3,,1,2,50.00,7,0,0,58.3,0,0,3.50,3.50,0,0,,0,0,0,0,0,,0
51,1979,1979-11-04,10,28.084,DEN,,NOR,W 10-3,,,,,,,,,,,,,,,,,,,,,,
52,1979,1979-11-11,11,28.091,DEN,,NWE,W 45-10,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,0,,0
53,1979,1979-11-18,12,28.098,DEN,@,SFO,W 38-28,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,0,,0
54,1979,1979-11-25,13,28.105,DEN,,OAK,L 10-14,,,,,,,,,,,,,,,,,,,,,,
55,1979,1979-12-02,14,28.112,DEN,@,BUF,W 19-16,,,,,,,,,,,,,,,,,,,,,,
56,1979,1979-12-08,15,28.118,DEN,@,SEA,L 23-28,,,,,,,,,,,,,,,,,,,,,,
57,1979,1979-12-17,16,28.127,DEN,@,SDG,L 7-17,,,,,,,,,,,,,,,,,,,,,,
