ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1985,1985-09-08,1,22.357,IND,@,PIT,L 3-45,,2,14,7.00,0,,,0,0,,0,0,0
2,1985,1985-09-15,2,22.364,IND,@,MIA,L 13-30,,2,18,9.00,0,,,0,0,,0,0,0
3,1985,1985-09-22,3,23.006,IND,,DET,W 14-6,,2,38,19.00,0,,,0,0,,0,0,0
4,1985,1985-09-29,4,23.013,IND,@,NYJ,L 20-25,,3,23,7.67,0,,,0,0,,0,0,0
5,1985,1985-10-06,5,23.020,IND,,BUF,W 49-17,,1,14,14.00,0,,,0,0,,0,0,0
6,1985,1985-10-13,6,23.027,IND,,DEN,L 10-15,,3,20,6.67,0,,,0,0,,0,0,0
7,1985,1985-10-20,7,23.034,IND,@,BUF,L 9-21,,0,0,,0,,,,,,,,
8,1985,1985-10-27,8,23.041,IND,,GNB,W 37-10,,1,20,20.00,0,,,0,0,,0,0,0
9,1985,1985-11-03,9,23.048,IND,,NYJ,L 17-35,,2,10,5.00,0,,,0,0,,0,0,0
10,1985,1985-11-10,10,23.055,IND,@,NWE,L 15-34,,2,27,13.50,0,,,0,0,,0,0,0
11,1985,1985-11-17,11,23.062,IND,,MIA,L 20-34,,1,9,9.00,0,,,0,0,,0,0,0
12,1985,1985-11-24,12,23.069,IND,@,KAN,L 7-20,,0,0,,0,,,,,,,,
13,1985,1985-12-01,13,23.076,IND,,NWE,L 31-38,,3,46,15.33,0,,,0,0,,0,0,0
14,1985,1985-12-08,14,23.083,IND,@,CHI,L 10-17,,1,2,2.00,0,,,0,0,,0,0,0
15,1985,1985-12-15,15,23.090,IND,@,TAM,W 31-23,,1,25,25.00,0,,,0,0,,0,0,0
16,1985,1985-12-22,16,23.097,IND,,HOU,W 34-16,,1,8,8.00,0,,,0,0,,0,0,0
17,1986,1986-09-07,1,23.356,IND,@,NWE,L 3-33,,1,38,38.00,0,,,0,0,,0,0,0
18,1986,1986-09-14,2,23.363,IND,@,MIA,L 10-30,,1,3,3.00,0,,,0,0,,0,0,0
19,1986,1986-09-21,3,24.005,IND,,RAM,L 7-24,,1,11,11.00,0,,,0,0,,0,0,0
20,1986,1986-09-28,4,24.012,IND,,NYJ,L 7-26,,0,0,,0,,,,,,,,
21,1986,1986-10-05,5,24.019,IND,@,SFO,L 14-35,,0,0,,0,,,,,,,,
22,1986,1986-10-12,6,24.026,IND,,NOR,L 14-17,,2,18,9.00,0,,,0,0,,0,0,0
