ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2007,2007-09-09,1,24.298,NYJ,,NWE,L 14-38,,,0,0,,0,0.0%,,0,0
2,2007,2007-09-23,3,24.312,NYJ,,MIA,W 31-28,,,0,0,,0,0.0%,,0,0
3,2007,2007-09-30,4,24.319,NYJ,@,BUF,L 14-17,,1,1,1,1.00,0,100.0%,1.00,0,0
4,2007,2007-10-21,7,24.340,NYJ,@,CIN,L 31-38,,1,0,0,,0,0.0%,0.00,0,0
5,2007,2007-10-28,8,24.347,NYJ,,BUF,L 3-13,,,0,0,,0,0.0%,,0,0
6,2007,2007-11-04,9,24.354,NYJ,,WAS,L 20-23,,2,1,1,1.00,1,50.0%,0.50,1,6
7,2007,2007-11-18,10,25.003,NYJ,,PIT,W 19-16,*,1,1,5,5.00,0,100.0%,5.00,0,0
8,2007,2007-11-22,11,25.007,NYJ,@,DAL,L 3-34,,,0,0,,0,0.0%,,0,0
9,2007,2007-12-02,12,25.017,NYJ,@,MIA,W 40-13,,,0,0,,0,0.0%,,0,0
10,2007,2007-12-09,13,25.024,NYJ,,CLE,L 18-24,,,0,0,,0,0.0%,,0,0
11,2007,2007-12-16,14,25.031,NYJ,@,NWE,L 10-20,*,,0,0,,0,0.0%,,0,0
12,2007,2007-12-23,15,25.038,NYJ,@,TEN,L 6-10,,2,2,11,5.50,0,100.0%,5.50,0,0
13,2007,2007-12-30,16,25.045,NYJ,,KAN,W 13-10,,2,0,0,,0,0.0%,0.00,0,0
