ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
12,2009,2009-10-18,6,22.324,BUF,@,NYJ,W 16-13,,,,,,,0.0%,,,,,,,,,,,,,,,
13,2009,2009-10-25,7,22.331,BUF,@,CAR,W 20-9,,1,,,,,0.0%,,,,,,,,,,,,,,,
14,2009,2009-11-01,8,22.338,BUF,,HOU,L 10-31,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
15,2009,2009-11-15,9,22.352,BUF,@,TEN,L 17-41,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
16,2009,2009-12-27,15,23.029,BUF,@,ATL,L 3-31,,,,,,,0.0%,,,,,,,,,,,,,,,
17,2010,2010-09-12,1,23.288,BUF,,MIA,L 10-15,*,5,3,40,13.33,0,60.0%,8.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
18,2010,2010-09-19,2,23.295,BUF,@,GNB,L 7-34,,6,3,31,10.33,0,50.0%,5.17,0,0,,0,0,0,,0,,0,0,0.0,0,0
19,2010,2010-09-26,3,23.302,BUF,@,NWE,L 30-38,*,4,3,66,22.00,1,75.0%,16.50,0,0,,0,0,0,,0,,1,6,0.0,0,0
20,2010,2010-10-03,4,23.309,BUF,,NYJ,L 14-38,,7,3,31,10.33,1,42.9%,4.43,0,0,,0,0,0,,0,,1,6,0.0,0,1
21,2010,2010-10-10,5,23.316,BUF,,JAX,L 26-36,,9,5,46,9.20,2,55.6%,5.11,0,0,,0,0,0,,0,,2,12,0.0,0,0
22,2010,2010-10-24,6,23.330,BUF,@,BAL,L 34-37,*,10,8,158,19.75,1,80.0%,15.80,0,0,,0,0,0,,0,,1,6,0.0,0,0
23,2010,2010-10-31,7,23.337,BUF,@,KAN,L 10-13,*,10,5,37,7.40,1,50.0%,3.70,0,0,,0,0,0,,0,,1,6,0.0,0,0
24,2010,2010-11-07,8,23.344,BUF,,CHI,L 19-22,*,14,11,145,13.18,0,78.6%,10.36,0,0,,0,0,0,,0,,0,0,0.0,0,0
25,2010,2010-11-14,9,23.351,BUF,,DET,W 14-12,*,8,3,37,12.33,0,37.5%,4.63,0,0,,0,0,0,,0,,0,0,0.0,0,0
26,2010,2010-11-21,10,23.358,BUF,@,CIN,W 49-31,*,11,8,137,17.13,3,72.7%,12.45,0,0,,0,0,0,,0,,3,18,0.0,0,0
27,2010,2010-11-28,11,24.000,BUF,,PIT,L 16-19,*,15,7,68,9.71,0,46.7%,4.53,0,0,,0,0,0,,0,,0,0,0.0,0,0
28,2010,2010-12-05,12,24.007,BUF,@,MIN,L 14-38,*,4,2,36,18.00,0,50.0%,9.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
29,2010,2010-12-12,13,24.014,BUF,,CLE,W 13-6,*,8,5,42,8.40,0,62.5%,5.25,0,0,,0,0,0,,0,,0,0,0.0,0,0
30,2010,2010-12-19,14,24.021,BUF,@,MIA,W 17-14,*,8,6,69,11.50,1,75.0%,8.63,0,0,,0,0,0,,0,,1,6,0.0,0,0
31,2010,2010-12-26,15,24.028,BUF,,NWE,L 3-34,*,10,5,58,11.60,0,50.0%,5.80,0,0,,0,0,0,,0,,0,0,0.0,1,0
32,2010,2011-01-02,16,24.035,BUF,@,NYJ,L 7-38,*,12,5,72,14.40,0,41.7%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
33,2011,2011-09-11,1,24.287,BUF,@,KAN,W 41-7,*,6,4,66,16.50,1,66.7%,11.00,0,0,,0,0,0,,0,,1,6,0.0,0,0
34,2011,2011-09-18,2,24.294,BUF,,OAK,W 38-35,*,14,8,96,12.00,1,57.1%,6.86,0,0,,0,0,0,,0,,1,6,0.0,1,0
35,2011,2011-09-25,3,24.301,BUF,,NWE,W 34-31,*,10,8,94,11.75,1,80.0%,9.40,0,0,,0,0,0,,0,,1,6,0.0,1,0
36,2011,2011-10-02,4,24.308,BUF,@,CIN,L 20-23,*,6,4,58,14.50,0,66.7%,9.67,0,0,,0,0,0,,0,,0,0,0.0,0,0
37,2011,2011-10-09,5,24.315,BUF,,PHI,W 31-24,*,5,4,29,7.25,0,80.0%,5.80,0,0,,0,0,0,,0,,0,0,0.0,0,0
38,2011,2011-10-16,6,24.322,BUF,@,NYG,L 24-27,*,10,5,39,7.80,1,50.0%,3.90,0,0,,0,0,0,,0,,1,6,0.0,1,0
39,2011,2011-10-30,7,24.336,BUF,,WAS,W 23-0,*,9,6,57,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,,0,0,0.0,0,0
40,2011,2011-11-06,8,24.343,BUF,,NYJ,L 11-27,*,6,3,84,28.00,0,50.0%,14.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
41,2011,2011-11-13,9,24.350,BUF,@,DAL,L 7-44,*,5,2,8,4.00,0,40.0%,1.60,0,0,,0,0,0,,0,,0,0,0.0,0,0
42,2011,2011-11-20,10,24.357,BUF,@,MIA,L 8-35,*,8,2,16,8.00,0,25.0%,2.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
43,2011,2011-11-27,11,24.364,BUF,@,NYJ,L 24-28,*,13,8,75,9.38,1,61.5%,5.77,0,0,,0,0,0,,0,,1,6,0.0,0,0
44,2011,2011-12-04,12,25.006,BUF,,TEN,L 17-23,*,8,5,52,10.40,1,62.5%,6.50,0,0,,0,0,0,,0,,1,6,0.0,0,0
45,2011,2011-12-11,13,25.013,BUF,@,SDG,L 10-37,*,10,4,116,29.00,0,40.0%,11.60,0,0,,0,0,0,,0,,0,0,0.0,0,0
46,2011,2011-12-18,14,25.020,BUF,,MIA,L 23-30,*,10,5,82,16.40,0,50.0%,8.20,0,0,,0,0,0,,0,,0,0,0.0,0,0
47,2011,2011-12-24,15,25.026,BUF,,DEN,W 40-14,*,7,4,92,23.00,0,57.1%,13.14,0,0,,0,0,0,,0,,0,0,0.0,0,0
48,2011,2012-01-01,16,25.034,BUF,@,NWE,L 21-49,*,7,4,40,10.00,1,57.1%,5.71,0,0,,0,0,0,,0,,1,6,0.0,0,0
49,2012,2012-09-09,1,25.286,BUF,@,NYJ,L 28-48,*,10,4,55,13.75,1,40.0%,5.50,0,0,,0,0,0,,0,,1,6,0.0,0,0
50,2012,2012-09-16,2,25.293,BUF,,KAN,W 35-17,*,5,2,56,28.00,1,40.0%,11.20,0,0,,0,0,0,,0,,1,6,0.0,0,0
51,2012,2012-09-23,3,25.300,BUF,@,CLE,W 24-14,*,11,7,61,8.71,1,63.6%,5.55,0,0,,0,0,0,,0,,1,6,0.0,0,0
52,2012,2012-09-30,4,25.307,BUF,,NWE,L 28-52,*,10,2,23,11.50,0,20.0%,2.30,0,0,,0,0,0,,0,,0,0,0.0,0,0
53,2012,2012-10-07,5,25.314,BUF,@,SFO,L 3-45,*,10,6,39,6.50,0,60.0%,3.90,0,0,,0,0,0,,0,,0,0,0.0,0,0
54,2012,2012-10-14,6,25.321,BUF,@,ARI,W 19-16,*,11,6,82,13.67,0,54.5%,7.45,0,0,,0,0,0,,0,,0,0,0.0,0,0
55,2012,2012-10-21,7,25.328,BUF,,TEN,L 34-35,*,7,5,71,14.20,1,71.4%,10.14,0,0,,0,0,0,,0,,1,6,0.0,0,0
56,2012,2012-11-04,8,25.342,BUF,@,HOU,L 9-21,*,7,3,29,9.67,0,42.9%,4.14,0,0,,0,0,0,,0,,0,0,0.0,0,0
57,2012,2012-11-11,9,25.349,BUF,@,NWE,L 31-37,*,9,6,86,14.33,0,66.7%,9.56,0,0,,0,0,0,,0,,0,0,0.0,0,0
58,2012,2012-11-15,10,25.353,BUF,,MIA,W 19-14,*,9,6,79,13.17,0,66.7%,8.78,0,0,,0,0,0,,0,,0,0,0.0,0,0
59,2012,2012-11-25,11,25.363,BUF,@,IND,L 13-20,*,15,6,106,17.67,0,40.0%,7.07,0,0,,0,0,0,,0,,0,0,0.0,0,0
60,2012,2012-12-02,12,26.004,BUF,,JAX,W 34-18,*,5,2,18,9.00,1,40.0%,3.60,0,0,,0,0,0,,0,,1,6,0.0,0,0
61,2012,2012-12-09,13,26.011,BUF,,STL,L 12-15,*,8,6,71,11.83,0,75.0%,8.88,0,0,,0,0,0,,0,,0,0,0.0,0,0
62,2012,2012-12-16,14,26.018,BUF,,SEA,L 17-50,*,12,8,115,14.38,1,66.7%,9.58,0,0,,0,0,0,,0,,1,6,0.0,0,0
63,2012,2012-12-23,15,26.025,BUF,@,MIA,L 10-24,*,10,4,44,11.00,0,40.0%,4.40,0,0,,0,0,0,,0,,0,0,0.0,0,0
64,2012,2012-12-30,16,26.032,BUF,,NYJ,W 28-9,*,9,6,111,18.50,0,66.7%,12.33,0,0,,0,0,0,,0,,0,0,0.0,0,0
65,2013,2013-09-08,1,26.284,BUF,,NWE,L 21-23,*,6,3,39,13.00,1,50.0%,6.50,0,0,,0,0,0,,0,,1,6,0.0,0,0
66,2013,2013-09-15,2,26.291,BUF,,CAR,W 24-23,*,10,8,111,13.88,1,80.0%,11.10,0,0,,0,0,0,,0,,1,6,0.0,0,0
67,2013,2013-09-22,3,26.298,BUF,@,NYJ,L 20-27,*,13,6,86,14.33,0,46.2%,6.62,0,0,,0,0,0,,0,1,0,2,0.0,0,0
68,2013,2013-09-29,4,26.305,BUF,,BAL,W 23-20,*,6,1,-1,-1.00,0,16.7%,-0.17,0,0,,0,0,0,,0,,0,0,0.0,0,0
69,2013,2013-10-03,5,26.309,BUF,@,CLE,L 24-37,*,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,,0,0,0.0,0,0
70,2013,2013-10-20,7,26.326,BUF,@,MIA,W 23-21,*,13,6,61,10.17,0,46.2%,4.69,0,0,,0,0,0,,0,,0,0,0.0,1,0
71,2013,2013-10-27,8,26.333,BUF,@,NOR,L 17-35,*,11,7,72,10.29,1,63.6%,6.55,0,0,,0,0,0,,0,,1,6,0.0,0,0
72,2013,2013-11-03,9,26.340,BUF,,KAN,L 13-23,*,7,5,36,7.20,0,71.4%,5.14,1,10,10.00,0,0,0,,0,,0,0,0.0,1,0
73,2013,2013-11-10,10,26.347,BUF,@,PIT,L 10-23,*,10,3,48,16.00,0,30.0%,4.80,0,0,,0,0,0,,0,,0,0,0.0,0,0
74,2013,2013-12-01,12,27.003,BUF,,ATL,L 31-34,*,8,5,55,11.00,0,62.5%,6.88,0,0,,0,0,0,,0,,0,0,0.0,0,0
75,2013,2013-12-08,13,27.010,BUF,@,TAM,L 6-27,*,11,5,67,13.40,0,45.5%,6.09,0,0,,0,0,0,,0,,0,0,0.0,0,0
76,2013,2013-12-15,14,27.017,BUF,@,JAX,W 27-20,*,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,,0,,0,0,0.0,0,0
77,2014,2014-09-07,1,27.283,SFO,@,DAL,W 28-17,,2,2,33,16.50,0,100.0%,16.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
78,2014,2014-09-14,2,27.290,SFO,,CHI,L 20-28,,4,2,26,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
79,2014,2014-09-21,3,27.297,SFO,@,ARI,L 14-23,,9,9,103,11.44,0,100.0%,11.44,0,0,,0,0,0,,0,,0,0,0.0,0,0
80,2014,2014-09-28,4,27.304,SFO,,PHI,W 26-21,,2,1,12,12.00,1,50.0%,6.00,0,0,,0,0,0,,0,,1,6,0.0,0,0
81,2014,2014-10-05,5,27.311,SFO,,KAN,W 22-17,,2,1,9,9.00,1,50.0%,4.50,0,0,,0,0,0,,0,,1,6,0.0,0,0
82,2014,2014-10-13,6,27.319,SFO,@,STL,W 31-17,,6,5,53,10.60,0,83.3%,8.83,0,0,,0,0,0,,0,,0,0,0.0,0,0
83,2014,2014-10-19,7,27.325,SFO,@,DEN,L 17-42,*,7,5,79,15.80,1,71.4%,11.29,0,0,,0,0,0,,0,,1,6,0.0,0,0
84,2014,2014-11-02,8,27.339,SFO,,STL,L 10-13,,5,3,41,13.67,0,60.0%,8.20,0,0,,0,0,0,,0,,0,0,0.0,0,0
85,2014,2014-11-09,9,27.346,SFO,@,NOR,W 27-24,,3,3,43,14.33,0,100.0%,14.33,0,0,,0,0,0,,0,,0,0,0.0,0,0
86,2014,2014-11-16,10,27.353,SFO,@,NYG,W 16-10,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
87,2014,2014-11-23,11,27.360,SFO,,WAS,W 17-13,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
88,2014,2014-11-27,12,27.364,SFO,,SEA,L 3-19,,6,3,28,9.33,0,50.0%,4.67,0,0,,0,0,0,,0,,0,0,0.0,1,0
89,2014,2014-12-07,13,28.009,SFO,@,OAK,L 13-24,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
90,2015,2015-09-13,1,28.289,SDG,,DET,W 33-28,*,6,6,82,13.67,1,100.0%,13.67,0,0,,0,0,0,,0,,1,6,0.0,0,0
91,2015,2015-09-20,2,28.296,SDG,@,CIN,L 19-24,*,6,5,45,9.00,1,83.3%,7.50,0,0,,0,0,0,,0,,1,6,0.0,0,0
92,2015,2015-09-27,3,28.303,SDG,@,MIN,L 14-31,,5,3,46,15.33,0,60.0%,9.20,0,0,,0,0,0,,0,,0,0,0.0,0,0
93,2015,2015-10-04,4,28.310,SDG,,CLE,W 30-27,*,8,4,32,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
94,2015,2015-10-25,7,28.331,SDG,,OAK,L 29-37,*,8,4,50,12.50,0,50.0%,6.25,0,0,,0,0,0,,0,,0,0,0.0,0,0
95,2015,2015-11-01,8,28.338,SDG,@,BAL,L 26-29,*,4,2,28,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
96,2015,2015-11-09,9,28.346,SDG,,CHI,L 19-22,*,10,7,68,9.71,0,70.0%,6.80,0,0,,0,0,0,,0,,0,0,0.0,0,0
97,2015,2015-11-22,10,28.359,SDG,,KAN,L 3-33,,8,7,54,7.71,0,87.5%,6.75,0,0,,0,0,0,,0,,0,0,0.0,0,0
98,2015,2015-11-29,11,29.001,SDG,@,JAX,W 31-25,*,10,7,92,13.14,1,70.0%,9.20,0,0,,0,0,0,,0,,1,6,0.0,0,0
99,2015,2015-12-06,12,29.008,SDG,,DEN,L 3-17,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
