ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2008,2008-09-28,4,21.305,BUF,@,STL,W 31-14,,,,,,,0.0%,,,,,,,,,,,,,,,
2,2008,2008-10-05,5,21.312,BUF,@,ARI,L 17-41,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
3,2008,2008-11-02,8,21.340,BUF,,NYJ,L 17-26,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
4,2008,2008-11-09,9,21.347,BUF,@,NWE,L 10-20,,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
5,2008,2008-11-17,10,21.355,BUF,,CLE,L 27-29,*,5,3,41,13.67,0,60.0%,8.20,0,0,,0,0,0,,0,,0,0,0.0,1,0
6,2008,2008-11-23,11,21.361,BUF,@,KAN,W 54-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
7,2008,2008-11-30,12,22.002,BUF,,SFO,L 3-10,,,,,,,0.0%,,,,,,,,,,,,,,,
8,2008,2008-12-07,13,22.009,BUF,,MIA,L 3-16,,1,1,14,14.00,0,100.0%,14.00,0,0,,0,1,0,0.00,0,,0,0,0.0,0,0
9,2008,2008-12-14,14,22.016,BUF,@,NYJ,L 27-31,,2,2,13,6.50,1,100.0%,6.50,1,6,6.00,0,0,0,,0,,1,6,0.0,0,0
10,2008,2008-12-21,15,22.023,BUF,@,DEN,W 30-23,,1,1,3,3.00,1,100.0%,3.00,0,0,,0,0,0,,0,,1,6,0.0,0,0
11,2008,2008-12-28,16,22.030,BUF,,NWE,L 0-13,,2,,,,,0.0%,,,,,,,,,,,,,,,
