ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1984,1984-09-02,1,22.198,RAI,@,HOU,W 24-14,1,3,3.00,0
2,1984,1984-09-09,2,22.205,RAI,,GNB,W 28-7,,,,
3,1984,1984-09-24,4,22.220,RAI,,SDG,W 33-30,,,,
