ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1991,1991-09-01,1,22.295,KAN,,ATL,W 14-3,,,,,,,,,,,
2,1991,1991-09-08,2,22.302,KAN,,NOR,L 10-17,,,,,,,,,,,
3,1991,1991-09-16,3,22.310,KAN,@,HOU,L 7-17,,,,,,,,,,,
4,1991,1991-09-22,4,22.316,KAN,,SEA,W 20-13,,,,,,,,,,,
5,1991,1991-09-29,5,22.323,KAN,@,SDG,W 14-13,,,,,,,,,,,
6,1991,1991-10-07,6,22.331,KAN,,BUF,W 33-6,,,,,,,,,,,
7,1991,1991-10-13,7,22.337,KAN,,MIA,W 42-7,,,,,,,,,,,
8,1991,1991-10-20,8,22.344,KAN,@,DEN,L 16-19,,,,,,,,,,,
9,1991,1991-10-28,9,22.352,KAN,,RAI,W 24-21,,,,,,,,,,,
10,1991,1991-11-10,10,23.000,KAN,@,RAM,W 27-20,,,,,,,,,,,
11,1991,1991-11-17,11,23.007,KAN,,DEN,L 20-24,,,,,,,,,,,
12,1991,1991-11-24,12,23.014,KAN,@,CLE,L 15-20,,0,0,,0,0,0,1.0,0,0,0
13,1991,1991-12-01,13,23.021,KAN,@,SEA,W 19-6,,,,,,,,,,,
14,1991,1991-12-08,14,23.028,KAN,,SDG,W 20-17,,,,,,,,,,,
15,1991,1991-12-14,15,23.034,KAN,@,SFO,L 14-28,,,,,,,,,,,
16,1991,1991-12-22,16,23.042,KAN,@,RAI,W 27-21,,,,,,,,,,,
17,1992,1992-09-06,1,23.301,KAN,@,SDG,W 24-10,,,,,,,,,,,
18,1992,1992-09-13,2,23.308,KAN,,SEA,W 26-7,,0,0,,0,1,6,0.0,1,36,1
19,1992,1992-09-28,4,23.323,KAN,,RAI,W 27-7,,,,,,,,,,,
20,1992,1992-10-04,5,23.329,KAN,@,DEN,L 19-20,,,,,,,,,,,
21,1992,1992-10-11,6,23.336,KAN,,PHI,W 24-17,,,,,,,,,,,
22,1992,1992-10-18,7,23.343,KAN,@,DAL,L 10-17,,,,,,,,,,,
23,1992,1992-10-25,8,23.350,KAN,,PIT,L 3-27,,,,,,,,,,,
24,1992,1992-11-08,9,23.364,KAN,,SDG,W 16-14,,,,,,,,,,,
25,1992,1992-11-15,10,24.005,KAN,,WAS,W 35-16,,,,,,,,,,,
26,1992,1992-11-22,11,24.012,KAN,@,SEA,W 24-14,,,,,,,,,,,
27,1992,1992-11-29,12,24.019,KAN,@,NYJ,W 23-7,,,,,,,,,,,
28,1992,1992-12-06,13,24.026,KAN,@,RAI,L 7-28,,,,,,,,,,,
29,1992,1992-12-13,14,24.033,KAN,,NWE,W 27-20,,,,,,,,,,,
30,1992,1992-12-19,15,24.039,KAN,@,NYG,L 21-35,,,,,,,,,,,
31,1992,1992-12-27,16,24.047,KAN,,DEN,W 42-20,,,,,,,,,,,
32,1993,1993-09-05,1,24.299,KAN,@,TAM,W 27-3,,0,0,,0,0,0,1.0,0,0,0
33,1993,1993-09-12,2,24.306,KAN,@,HOU,L 0-30,,0,0,,0,,,,,,
34,1993,1993-09-20,3,24.314,KAN,,DEN,W 15-7,,0,0,,0,,,,,,
35,1993,1993-10-03,4,24.327,KAN,,RAI,W 24-9,,0,0,,0,,,,,,
36,1993,1993-10-10,5,24.334,KAN,,CIN,W 17-15,,1,0,0.00,0,0,0,0.0,0,0,0
37,1993,1993-10-17,6,24.341,KAN,@,SDG,W 17-14,,0,0,,0,,,,,,
38,1993,1993-10-31,7,24.355,KAN,@,MIA,L 10-30,,0,0,,0,,,,,,
39,1993,1993-11-08,8,24.363,KAN,,GNB,W 23-16,,0,0,,0,,,,,,
40,1993,1993-11-14,9,25.004,KAN,@,RAI,W 31-20,,0,0,,0,0,0,0.0,1,20,0
41,1993,1993-11-21,10,25.011,KAN,,CHI,L 17-19,,0,0,,0,,,,,,
42,1993,1993-11-28,11,25.018,KAN,,BUF,W 23-7,,0,0,,0,,,,,,
43,1993,1993-12-05,12,25.025,KAN,@,SEA,W 31-16,,0,0,,0,,,,,,
44,1993,1993-12-12,13,25.032,KAN,@,DEN,L 21-27,,0,0,,0,,,,,,
45,1993,1993-12-19,14,25.039,KAN,,SDG,W 28-24,,0,0,,0,,,,,,
46,1993,1993-12-26,15,25.046,KAN,@,MIN,L 10-30,,0,0,,0,,,,,,
47,1993,1994-01-02,16,25.053,KAN,,SEA,W 34-24,,0,0,,0,0,0,1.0,0,0,0
48,1994,1994-09-04,1,25.298,TAM,@,CHI,L 9-21,,,,,,,,,,,
49,1994,1994-09-11,2,25.305,TAM,,IND,W 24-10,,,,,,,,,,,
50,1994,1994-09-18,3,25.312,TAM,,NOR,L 7-9,,,,,,,,,,,
51,1994,1994-09-25,4,25.319,TAM,@,GNB,L 3-30,,,,,,,,,,,
52,1994,1994-10-02,5,25.326,TAM,,DET,W 24-14,,,,,,,,,,,
53,1994,1994-10-09,6,25.333,TAM,@,ATL,L 13-34,,,,,,,,,,,
