ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2008,2008-09-14,2,22.243,WAS,,NOR,W 29-24,,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,0.0,0,0
2,2008,2008-09-21,3,22.250,WAS,,ARI,W 24-17,,,,,,,0.0%,,,,,,,,,,
3,2008,2008-09-28,4,22.257,WAS,@,DAL,W 26-24,,,,,,,0.0%,,,,,,,,,,
4,2008,2008-10-05,5,22.264,WAS,@,PHI,W 23-17,,,,,,,0.0%,,,,,,,,,,
5,2008,2008-10-12,6,22.271,WAS,,STL,L 17-19,,,,,,,0.0%,,,,,,,,,,
6,2008,2008-10-19,7,22.278,WAS,,CLE,W 14-11,*,2,0,0,,0,0.0%,0.00,1,-3,-3.00,0,0,0,0.0,0,0
7,2008,2008-10-26,8,22.285,WAS,@,DET,W 25-17,,,,,,,0.0%,,,,,,,,,,
8,2008,2008-11-16,10,22.306,WAS,,DAL,L 10-14,,,,,,,0.0%,,,,,,,,,,
9,2008,2008-12-14,14,22.334,WAS,@,CIN,L 13-20,,3,1,15,15.00,0,33.3%,5.00,0,0,,0,0,0,0.0,0,0
10,2008,2008-12-21,15,22.341,WAS,,PHI,W 10-3,,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0,0.0,0,0
11,2008,2008-12-28,16,22.348,WAS,@,SFO,L 24-27,*,,,,,,0.0%,,,,,,,,,,
12,2009,2009-09-13,1,23.241,WAS,@,NYG,L 17-23,,,,,,,0.0%,,,,,,,,,,
13,2009,2009-09-20,2,23.248,WAS,,STL,W 9-7,*,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,0,0,0.0,0,0
14,2009,2009-09-27,3,23.255,WAS,@,DET,L 14-19,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,0.0,0,0
15,2009,2009-10-04,4,23.262,WAS,,TAM,W 16-13,,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,0.0,0,0
16,2009,2009-10-11,5,23.269,WAS,@,CAR,L 17-20,,3,3,23,7.67,0,100.0%,7.67,0,0,,0,0,0,0.0,0,0
17,2009,2009-10-18,6,23.276,WAS,,KAN,L 6-14,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,0.0,0,0
18,2009,2009-10-26,7,23.284,WAS,,PHI,L 17-27,*,10,8,78,9.75,1,80.0%,7.80,0,0,,0,1,6,0.0,0,0
19,2009,2009-11-08,8,23.297,WAS,@,ATL,L 17-31,,4,2,26,13.00,0,50.0%,6.50,0,0,,0,0,0,0.0,0,0
20,2009,2009-11-15,9,23.304,WAS,,DEN,W 27-17,*,6,4,50,12.50,0,66.7%,8.33,0,0,,0,0,0,0.0,0,0
21,2009,2009-11-22,10,23.311,WAS,@,DAL,L 6-7,*,3,2,24,12.00,0,66.7%,8.00,0,0,,0,0,0,0.0,1,0
22,2009,2009-11-29,11,23.318,WAS,@,PHI,L 24-27,*,9,4,43,10.75,1,44.4%,4.78,0,0,,0,1,6,0.0,0,0
23,2009,2009-12-06,12,23.325,WAS,,NOR,L 30-33,*,9,5,53,10.60,1,55.6%,5.89,0,0,,0,1,6,0.0,0,0
