ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1969,1969-11-23,10,24.007,NYG,@,CLE,L 17-28,0,0,,0,0,0,,0,1,22,22.00,0,0,0
2,1969,1969-11-30,11,24.014,NYG,@,GNB,L 10-20,0,0,,0,0,0,,0,3,66,22.00,0,0,0
3,1969,1969-12-07,12,24.021,NYG,,STL,W 49-6,0,0,,0,0,0,,0,3,65,21.67,0,0,0
4,1969,1969-12-14,13,24.028,NYG,@,PIT,W 21-17,0,0,,0,0,0,,0,3,77,25.67,0,0,0
5,1969,1969-12-21,14,24.035,NYG,,CLE,W 27-14,2,69,34.50,0,1,11,11.00,0,2,22,11.00,0,0,0
6,1970,1970-09-19,1,24.307,NYG,,CHI,L 16-24,2,49,24.50,0,0,0,,0,2,55,27.50,0,0,0
7,1970,1970-09-27,2,24.315,NYG,@,DAL,L 10-28,2,19,9.50,0,0,0,,0,2,42,21.00,0,0,0
8,1970,1970-10-04,3,24.322,NYG,@,NOR,L 10-14,0,0,,0,0,0,,0,1,17,17.00,0,0,0
9,1970,1970-10-11,4,24.329,NYG,,PHI,W 30-23,0,0,,0,0,0,,0,3,59,19.67,0,0,0
10,1970,1970-10-18,5,24.336,NYG,@,BOS,W 16-0,,,,,,,,,,,,,,
11,1970,1970-10-25,6,24.343,NYG,,STL,W 35-17,,,,,,,,,,,,,,
12,1970,1970-11-01,7,24.350,NYG,@,NYJ,W 22-10,,,,,,,,,,,,,,
13,1970,1970-11-08,8,24.357,NYG,,DAL,W 23-20,,,,,,,,,,,,,,
14,1970,1970-11-15,9,24.364,NYG,,WAS,W 35-33,,,,,,,,,,,,,,
15,1970,1970-11-23,10,25.007,NYG,@,PHI,L 20-23,,,,,,,,,,,,,,
16,1970,1970-11-29,11,25.013,NYG,@,WAS,W 27-24,,,,,,,,,,,,,,
17,1970,1970-12-06,12,25.020,NYG,,BUF,W 20-6,,,,,,,,,,,,,,
18,1970,1970-12-13,13,25.027,NYG,@,STL,W 34-17,,,,,,,,,,,,,,
19,1971,1971-09-19,1,25.307,NYG,@,GNB,W 42-40,6,151,25.17,3,0,0,,0,0,0,,0,3,18
20,1971,1971-09-26,2,25.314,NYG,,WAS,L 3-30,,,,,,,,,,,,,,
21,1971,1971-10-03,3,25.321,NYG,@,STL,W 21-20,4,68,17.00,0,1,2,2.00,0,0,0,,0,0,0
22,1971,1971-10-11,4,25.329,NYG,@,DAL,L 13-20,2,41,20.50,0,0,0,,0,0,0,,0,0,0
