ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1984,1984-09-02,1,22.054,NOR,,ATL,L 28-36,,,,,,,
2,1984,1984-09-09,2,22.061,NOR,,TAM,W 17-13,,,,,,,
3,1984,1984-09-16,3,22.068,NOR,@,SFO,L 20-30,,,,,,,
4,1984,1984-09-23,4,22.075,NOR,,STL,W 34-24,,,,,,,
5,1984,1984-09-30,5,22.082,NOR,@,HOU,W 27-10,,,,,,,
6,1984,1984-10-07,6,22.089,NOR,@,CHI,L 7-20,,,,,,,
7,1984,1984-10-14,7,22.096,NOR,,RAM,L 10-28,,,,,,,
8,1984,1984-10-21,8,22.103,NOR,@,DAL,L 27-30,,,,,,,
9,1984,1984-10-28,9,22.110,NOR,@,CLE,W 16-14,,,,,,,
10,1984,1984-12-15,16,22.158,NOR,@,NYG,W 10-3,,,,,,,
11,1985,1985-09-08,1,23.060,NOR,,KAN,L 27-47,,,,,,,
12,1985,1985-09-15,2,23.067,NOR,@,DEN,L 23-34,,,,,,,
13,1985,1985-09-22,3,23.074,NOR,,TAM,W 20-13,,,,,,,
14,1985,1985-09-29,4,23.081,NOR,@,SFO,W 20-17,,,,,,,
15,1985,1985-10-06,5,23.088,NOR,,PHI,W 23-21,,,,,,,
16,1985,1985-10-13,6,23.095,NOR,@,RAI,L 13-23,,,,,,,
17,1985,1985-10-20,7,23.102,NOR,@,ATL,L 24-31,,,,,,,
18,1985,1985-10-27,8,23.109,NOR,,NYG,L 13-21,,,,,,,
19,1985,1985-11-03,9,23.116,NOR,@,RAM,L 10-28,,,,,,,
20,1985,1985-11-10,10,23.123,NOR,,SEA,L 3-27,,,,,,,
21,1985,1985-11-17,11,23.130,NOR,@,GNB,L 14-38,,,,,,,
22,1985,1985-11-24,12,23.137,NOR,@,MIN,W 30-23,,,,,,,
23,1985,1985-12-08,14,23.151,NOR,@,STL,L 16-28,,,,,,,
24,1985,1985-12-15,15,23.158,NOR,,SFO,L 19-31,,,,,,,
25,1985,1985-12-22,16,23.165,NOR,,ATL,L 10-16,,,,,,,
26,1986,1986-09-07,1,24.059,NOR,,ATL,L 10-31,,,,,,,
27,1986,1986-09-14,2,24.066,NOR,,GNB,W 24-10,,,,,,,
28,1986,1986-09-21,3,24.073,NOR,@,SFO,L 17-26,,,,,,,
29,1986,1986-09-28,4,24.080,NOR,@,NYG,L 17-20,,,,,,,
30,1986,1986-10-05,5,24.087,NOR,,WAS,L 6-14,,,,,,,
31,1986,1986-10-12,6,24.094,NOR,@,IND,W 17-14,,,,,,,
32,1986,1986-10-19,7,24.101,NOR,,TAM,W 38-7,,,,,,,
33,1986,1986-10-26,8,24.108,NOR,@,NYJ,L 23-28,,,,,,,
34,1986,1986-11-02,9,24.115,NOR,,SFO,W 23-10,,,,,,,
35,1986,1986-11-09,10,24.122,NOR,,RAM,W 6-0,,,,,,,
36,1986,1986-11-16,11,24.129,NOR,@,STL,W 16-7,,,,,,,
37,1986,1986-11-23,12,24.136,NOR,@,RAM,L 13-26,,,,,,,
38,1986,1986-11-30,13,24.143,NOR,,NWE,L 20-21,,,,,,,
39,1986,1986-12-07,14,24.150,NOR,,MIA,L 27-31,,,,,,,
40,1986,1986-12-14,15,24.157,NOR,@,ATL,W 14-9,,,,,,,
41,1986,1986-12-21,16,24.164,NOR,@,MIN,L 17-33,,,,,,,
42,1987,1987-09-13,1,25.065,NOR,,CLE,W 28-21,,,,,,,
43,1987,1987-09-20,2,25.072,NOR,@,PHI,L 17-27,,,,,,,
44,1987,1987-10-25,6,25.107,NOR,,SFO,L 22-24,,,,,,,
45,1987,1987-11-01,7,25.114,NOR,@,ATL,W 38-0,,,,,,,
46,1987,1987-11-08,8,25.121,NOR,@,RAM,W 31-14,,,,,,,
47,1987,1987-11-15,9,25.128,NOR,@,SFO,W 26-24,,,,,,,
48,1987,1987-11-22,10,25.135,NOR,,NYG,W 23-14,,,,,,,
49,1987,1987-11-29,11,25.142,NOR,@,PIT,W 20-16,,,,,,,
50,1987,1987-12-06,12,25.149,NOR,,TAM,W 44-34,,,,,,,
51,1987,1987-12-13,13,25.156,NOR,,HOU,W 24-10,,,,,,,
52,1987,1987-12-20,14,25.163,NOR,@,CIN,W 41-24,,,,,,,
53,1987,1987-12-27,15,25.170,NOR,,GNB,W 33-24,,,,,,,
54,1988,1988-09-04,1,26.056,NOR,,SFO,L 33-34,,,,,,,
55,1988,1988-09-11,2,26.063,NOR,@,ATL,W 29-21,,,,,,,
56,1988,1988-09-18,3,26.070,NOR,@,DET,W 22-14,,,,,,,
57,1988,1988-09-25,4,26.077,NOR,,TAM,W 13-9,,,,,,,
58,1988,1988-10-03,5,26.085,NOR,,DAL,W 20-17,,,,,,,
59,1988,1988-10-09,6,26.091,NOR,@,SDG,W 23-17,,,,,,,
60,1988,1988-10-16,7,26.098,NOR,@,SEA,W 20-19,,,,,,,
61,1988,1988-10-23,8,26.105,NOR,,RAI,W 20-6,,,,,,,
62,1988,1988-10-30,9,26.112,NOR,,RAM,L 10-12,,,,,,,
63,1988,1988-11-06,10,26.119,NOR,@,WAS,L 24-27,,,,,,,
64,1988,1988-11-13,11,26.126,NOR,@,RAM,W 14-10,,,,,,,
65,1988,1988-11-20,12,26.133,NOR,,DEN,W 42-0,,,,,,,
66,1988,1988-11-27,13,26.140,NOR,,NYG,L 12-13,,,,,,,
67,1988,1988-12-04,14,26.147,NOR,@,MIN,L 3-45,,,,,,,
68,1988,1988-12-11,15,26.154,NOR,@,SFO,L 17-30,,,,,,,
69,1988,1988-12-18,16,26.161,NOR,,ATL,W 10-9,,,,,,,
70,1989,1989-09-10,1,27.062,NOR,,DAL,W 28-0,,,,,,,
71,1989,1989-09-17,2,27.069,NOR,@,GNB,L 34-35,,,,,,,
