ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2000,2000-09-03,1,22.185,OAK,,SDG,W 9-6,,1,1,100.0,,1,0.0,0,1,0.0,,,0,0,,0
2,2000,2000-09-10,2,22.192,OAK,@,IND,W 38-31,,5,5,100.0,1,2,50.0,0,8,0.0,,,0,0,,0
3,2000,2000-09-17,3,22.199,OAK,,DEN,L 24-33,,3,3,100.0,1,2,50.0,0,6,0.0,,,0,0,,0
4,2000,2000-09-24,4,22.206,OAK,,CLE,W 36-10,,4,4,100.0,2,2,100.0,0,10,0.0,,,0,0,,0
5,2000,2000-10-08,5,22.220,OAK,@,SFO,W 34-28,,2,2,100.0,2,4,50.0,0,8,0.0,,,0,0,,0
6,2000,2000-10-15,6,22.227,OAK,@,KAN,W 20-17,,2,2,100.0,2,4,50.0,0,8,0.0,,,0,0,,0
7,2000,2000-10-22,7,22.234,OAK,,SEA,W 31-3,,4,4,100.0,1,1,100.0,0,7,0.0,,,0,0,,0
8,2000,2000-10-29,8,22.241,OAK,@,SDG,W 15-13,,,,,5,6,83.3,0,15,0.0,,,0,0,,0
9,2000,2000-11-19,11,22.262,OAK,@,NOR,W 31-22,,4,4,100.0,1,1,100.0,0,7,0.0,,,0,0,,0
10,2000,2000-11-26,12,22.269,OAK,,ATL,W 41-14,,5,5,100.0,2,2,100.0,0,11,0.0,,,0,0,,0
11,2000,2000-12-03,13,22.276,OAK,@,PIT,L 20-21,,2,2,100.0,2,3,66.7,0,8,0.0,,,0,0,,0
12,2000,2000-12-10,14,22.283,OAK,,NYJ,W 31-7,,4,4,100.0,1,1,100.0,0,7,0.0,,,0,0,,0
13,2000,2000-12-16,15,22.289,OAK,@,SEA,L 24-27,,3,3,100.0,1,2,50.0,0,6,0.0,,,0,0,,0
14,2000,2000-12-24,16,22.297,OAK,,CAR,W 52-9,,7,7,100.0,1,1,100.0,0,10,0.0,,,0,0,,0
15,2001,2001-09-09,1,23.191,OAK,@,KAN,W 27-24,,1,1,100.0,4,4,100.0,0,13,0.0,,,0,0,,0
16,2001,2001-09-23,2,23.205,OAK,@,MIA,L 15-18,,,,,3,3,100.0,0,9,0.0,,,0,0,,0
17,2001,2001-09-30,3,23.212,OAK,,SEA,W 38-14,,5,5,100.0,1,1,100.0,0,8,0.0,,,0,0,,0
18,2001,2001-10-07,4,23.219,OAK,,DAL,W 28-21,,4,4,100.0,,,,0,4,,,,,,,
19,2001,2001-10-14,5,23.226,OAK,@,IND,W 23-18,,2,2,100.0,3,4,75.0,0,11,0.0,,,0,0,,0
20,2001,2001-10-28,6,23.240,OAK,@,PHI,W 20-10,,2,2,100.0,2,2,100.0,0,8,0.0,,,0,0,,0
21,2001,2001-11-05,7,23.248,OAK,,DEN,W 38-28,,5,5,100.0,1,1,100.0,0,8,0.0,,,0,0,,0
22,2001,2001-11-11,8,23.254,OAK,@,SEA,L 27-34,,3,3,100.0,2,2,100.0,0,9,0.0,,,0,0,,0
23,2001,2001-11-18,9,23.261,OAK,,SDG,W 34-24,,4,4,100.0,2,2,100.0,0,10,0.0,,,0,0,,0
24,2001,2001-11-25,10,23.268,OAK,@,NYG,W 28-10,,4,4,100.0,,,,0,4,,,,,,,
25,2001,2001-12-02,11,23.275,OAK,,ARI,L 31-34,,4,4,100.0,1,2,50.0,0,7,0.0,,,0,0,,0
26,2001,2001-12-09,12,23.282,OAK,,KAN,W 28-26,,4,4,100.0,,,,0,4,,,,,,,
27,2001,2001-12-15,13,23.288,OAK,@,SDG,W 13-6,,1,1,100.0,2,2,100.0,0,7,0.0,,,0,0,,0
28,2001,2001-12-22,14,23.295,OAK,,TEN,L 10-13,,1,1,100.0,1,4,25.0,0,4,0.0,,,0,0,,0
29,2001,2001-12-30,15,23.303,OAK,@,DEN,L 17-23,,2,2,100.0,1,1,100.0,0,5,0.0,,,0,0,,0
30,2001,2002-01-06,16,23.310,OAK,,NYJ,L 22-24,,,,,,,,,,,,,,,,
31,2002,2002-09-08,1,24.190,OAK,,SEA,W 31-17,,4,4,100.0,1,1,100.0,0,7,0.0,,,0,0,,0
32,2002,2002-09-15,2,24.197,OAK,@,PIT,W 30-17,,3,3,100.0,3,4,75.0,0,12,0.0,,,0,0,,0
33,2002,2002-09-29,3,24.211,OAK,,TEN,W 52-25,,7,7,100.0,1,1,100.0,0,10,0.0,,,0,0,,0
34,2002,2002-10-06,4,24.218,OAK,@,BUF,W 49-31,,7,7,100.0,,,,0,7,,,,,,,
35,2002,2002-10-13,5,24.225,OAK,@,STL,L 13-28,,1,1,100.0,2,3,66.7,0,7,0.0,,,0,0,,0
36,2002,2002-10-20,6,24.232,OAK,,SDG,L 21-27,,3,3,100.0,,2,0.0,0,3,0.0,,,0,0,,0
37,2002,2002-10-27,7,24.239,OAK,@,KAN,L 10-20,,1,1,100.0,1,2,50.0,0,4,0.0,,,0,0,,0
38,2002,2002-11-03,8,24.246,OAK,,SFO,L 20-23,,2,2,100.0,2,2,100.0,0,8,0.0,,,0,0,,0
39,2002,2002-11-11,9,24.254,OAK,@,DEN,W 34-10,,2,2,100.0,2,2,100.0,0,8,0.0,,,0,0,,0
40,2002,2002-11-17,10,24.260,OAK,,NWE,W 27-20,,3,3,100.0,2,3,66.7,0,9,0.0,,,0,0,,0
41,2002,2002-11-24,11,24.267,OAK,@,ARI,W 41-20,,5,5,100.0,2,2,100.0,0,11,0.0,,,0,0,,0
42,2002,2002-12-02,12,24.275,OAK,,NYJ,W 26-20,,2,2,100.0,4,4,100.0,0,14,0.0,,,0,0,,0
43,2002,2002-12-08,13,24.281,OAK,@,SDG,W 27-7,,3,3,100.0,2,3,66.7,0,9,0.0,,,0,0,,0
44,2002,2002-12-15,14,24.288,OAK,@,MIA,L 17-23,,,,,3,3,100.0,0,9,0.0,,,0,0,,0
45,2002,2002-12-22,15,24.295,OAK,,DEN,W 28-16,,4,4,100.0,,,,0,4,,,,,,,
46,2002,2002-12-28,16,24.301,OAK,,KAN,W 24-0,,3,3,100.0,1,1,100.0,0,6,0.0,,,0,0,,0
47,2003,2003-09-07,1,25.189,OAK,@,TEN,L 20-25,,2,2,100.0,2,2,100.0,0,8,0.0,,,0,0,,0
48,2003,2003-09-14,2,25.196,OAK,,CIN,W 23-20,,2,2,100.0,3,3,100.0,0,11,0.0,,,0,0,,0
49,2003,2003-09-22,3,25.204,OAK,@,DEN,L 10-31,,1,1,100.0,1,1,100.0,0,4,0.0,,,0,0,,0
50,2003,2003-09-28,4,25.210,OAK,,SDG,W 34-31,,4,4,100.0,2,2,100.0,0,10,0.0,,,0,0,,0
51,2003,2003-10-05,5,25.217,OAK,@,CHI,L 21-24,,,1,0.0,5,6,83.3,0,15,0.0,,,0,0,,0
52,2003,2003-10-12,6,25.224,OAK,@,CLE,L 7-13,,1,1,100.0,,,,0,1,,,,,,,
53,2003,2003-10-20,7,25.232,OAK,,KAN,L 10-17,,1,1,100.0,1,1,100.0,0,4,0.0,,,0,0,,0
54,2003,2003-11-02,8,25.245,OAK,@,DET,L 13-23,,1,1,100.0,2,3,66.7,0,7,0.0,,,0,0,,0
55,2003,2003-11-09,9,25.252,OAK,,NYJ,L 24-27,,3,3,100.0,1,1,100.0,0,6,0.0,,,0,0,,0
56,2003,2003-11-16,10,25.259,OAK,,MIN,W 28-18,,4,4,100.0,,1,0.0,0,4,0.0,,,0,0,,0
57,2003,2003-11-23,11,25.266,OAK,@,KAN,L 24-27,,3,3,100.0,1,1,100.0,0,6,0.0,,,0,0,,0
58,2003,2003-11-30,12,25.273,OAK,,DEN,L 8-22,,,,,2,2,100.0,0,6,0.0,,,0,0,,0
59,2003,2003-12-07,13,25.280,OAK,@,PIT,L 7-27,,1,1,100.0,,,,0,1,,,,,,,
60,2003,2003-12-14,14,25.287,OAK,,BAL,W 20-12,,2,2,100.0,2,2,100.0,0,8,0.0,,,0,0,,0
61,2003,2003-12-22,15,25.295,OAK,,GNB,L 7-41,,1,1,100.0,,,,0,1,,,,,,,
62,2003,2003-12-28,16,25.301,OAK,@,SDG,L 14-21,,2,2,100.0,,,,0,2,,,,,,,
63,2004,2004-09-12,1,26.194,OAK,@,PIT,L 21-24,,1,1,100.0,2,2,100.0,0,7,0.0,,,0,0,,0
64,2004,2004-09-19,2,26.201,OAK,,BUF,W 13-10,,1,1,100.0,2,2,100.0,0,7,0.0,,,0,0,,0
65,2004,2004-09-26,3,26.208,OAK,,TAM,W 30-20,,3,3,100.0,3,4,75.0,0,12,0.0,,,0,0,,0
66,2004,2004-10-03,4,26.215,OAK,@,HOU,L 17-30,,2,2,100.0,1,2,50.0,0,5,0.0,,,0,0,,0
67,2004,2004-10-10,5,26.222,OAK,@,IND,L 14-35,,2,2,100.0,,,,0,2,,,,,,,
68,2004,2004-10-17,6,26.229,OAK,,DEN,L 3-31,,,,,1,1,100.0,0,3,0.0,,,0,0,,0
69,2004,2004-10-24,7,26.236,OAK,,NOR,L 26-31,,2,2,100.0,4,4,100.0,0,14,0.0,,,0,0,,0
70,2004,2004-10-31,8,26.243,OAK,@,SDG,L 14-42,,2,2,100.0,,,,0,2,,,,,,,
71,2004,2004-11-07,9,26.250,OAK,@,CAR,W 27-24,,3,3,100.0,2,2,100.0,0,9,0.0,,,0,0,,0
