ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1972,1972-09-17,1,24.180,GNB,@,CLE,W 26-10,6,11,1.83,0,0,0,,0,0,0,,0,0,0,,0
2,1972,1972-09-24,2,24.187,GNB,,OAK,L 14-20,3,16,5.33,0,0,0,,0,2,41,20.50,0,1,0,0.00,0
3,1972,1972-10-01,3,24.194,GNB,,DAL,W 16-13,0,0,,0,0,0,,0,2,79,39.50,0,0,0,,0
4,1972,1972-10-08,4,24.201,GNB,,CHI,W 20-17,,,,,,,,,,,,,,,,
5,1972,1972-10-16,5,24.209,GNB,@,DET,W 24-23,0,0,,0,0,0,,0,5,91,18.20,0,0,0,,0
6,1972,1972-10-22,6,24.215,GNB,,ATL,L 9-10,,,,,,,,,,,,,,,,
7,1972,1972-10-29,7,24.222,GNB,,MIN,L 13-27,,,,,,,,,,,,,,,,
8,1972,1972-11-05,8,24.229,GNB,,SFO,W 34-24,0,0,,0,0,0,,0,1,19,19.00,0,0,0,,0
9,1972,1972-11-12,9,24.236,GNB,@,CHI,W 23-17,,,,,,,,,,,,,,,,
10,1972,1972-11-19,10,24.243,GNB,@,HOU,W 23-10,1,3,3.00,0,0,0,,0,0,0,,0,0,0,,0
11,1972,1972-12-10,13,24.264,GNB,@,MIN,W 23-7,,,,,,,,,,,,,,,,
12,1972,1972-12-17,14,24.271,GNB,@,NOR,W 30-20,5,32,6.40,0,0,0,,0,1,17,17.00,0,0,0,,0
13,1973,1973-09-16,1,25.179,OAK,@,MIN,L 16-24,0,0,,0,0,0,,0,1,16,16.00,0,0,0,,0
14,1973,1973-09-23,2,25.186,OAK,,MIA,W 12-7,0,0,,0,0,0,,0,1,30,30.00,0,0,0,,0
15,1973,1973-09-30,3,25.193,OAK,@,KAN,L 3-16,0,0,,0,0,0,,0,3,99,33.00,0,0,0,,0
16,1973,1973-10-07,4,25.200,OAK,@,STL,W 17-10,0,0,,0,0,0,,0,2,46,23.00,0,0,0,,0
17,1973,1973-10-14,5,25.207,OAK,@,SDG,W 27-17,0,0,,0,0,0,,0,1,24,24.00,0,0,0,,0
18,1973,1973-10-22,6,25.215,OAK,@,DEN,T 23-23,0,0,,0,0,0,,0,2,49,24.50,0,0,0,,0
19,1973,1973-10-28,7,25.221,OAK,@,BAL,W 34-21,,,,,,,,,,,,,,,,
20,1973,1973-11-04,8,25.228,OAK,,NYG,W 42-0,3,7,2.33,0,1,9,9.00,0,1,19,19.00,0,0,0,,0
21,1973,1973-11-11,9,25.235,OAK,,PIT,L 9-17,0,0,,0,0,0,,0,2,46,23.00,0,0,0,,0
22,1973,1973-11-18,10,25.242,OAK,,CLE,L 3-7,0,0,,0,0,0,,0,1,21,21.00,0,0,0,,0
23,1973,1973-11-25,11,25.249,OAK,,SDG,W 31-3,1,-4,-4.00,0,0,0,,0,0,0,,0,0,0,,0
24,1973,1973-12-02,12,25.256,OAK,@,HOU,W 17-6,,,,,,,,,,,,,,,,
25,1973,1973-12-08,13,25.262,OAK,,KAN,W 37-7,,,,,,,,,,,,,,,,
26,1973,1973-12-16,14,25.270,OAK,,DEN,W 21-17,,,,,,,,,,,,,,,,
27,1974,1974-09-16,1,26.179,OAK,@,BUF,L 20-21,,,,,,,,,,,,,,,,
28,1974,1974-09-22,2,26.185,OAK,,KAN,W 27-7,,,,,,,,,,,,,,,,
29,1974,1974-09-29,3,26.192,OAK,@,PIT,W 17-0,,,,,,,,,,,,,,,,
30,1974,1974-10-06,4,26.199,OAK,@,CLE,W 40-24,,,,,,,,,,,,,,,,
31,1974,1974-10-13,5,26.206,OAK,@,SDG,W 14-10,,,,,,,,,,,,,,,,
32,1974,1974-10-20,6,26.213,OAK,,CIN,W 30-27,,,,,,,,,,,,,,,,
33,1974,1974-10-27,7,26.220,OAK,@,SFO,W 35-24,,,,,,,,,,,,,,,,
34,1974,1974-11-03,8,26.227,OAK,@,DEN,W 28-17,,,,,,,,,,,,,,,,
35,1974,1974-11-10,9,26.234,OAK,,DET,W 35-13,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0
36,1974,1974-11-17,10,26.241,OAK,,SDG,W 17-10,,,,,,,,,,,,,,,,
37,1974,1974-11-24,11,26.248,OAK,,DEN,L 17-20,,,,,,,,,,,,,,,,
38,1974,1974-12-01,12,26.255,OAK,,NWE,W 41-26,,,,,,,,,,,,,,,,
39,1974,1974-12-08,13,26.262,OAK,@,KAN,W 7-6,,,,,,,,,,,,,,,,
40,1974,1974-12-14,14,26.268,OAK,,DAL,W 27-23,,,,,,,,,,,,,,,,
