ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1995,1995-09-03,1,23.058,WAS,,ARI,W 27-7,,9,3,17,5.67,0,33.3%,1.89,1,58,58.00,1,1,6
2,1995,1995-09-10,2,23.065,WAS,,OAK,L 8-20,,13,5,89,17.80,0,38.5%,6.85,1,7,7.00,0,0,0
3,1995,1995-09-17,3,23.072,WAS,@,DEN,L 31-38,,7,3,91,30.33,0,42.9%,13.00,0,0,,0,0,0
4,1995,1995-09-24,4,23.079,WAS,@,TAM,L 6-14,,11,2,21,10.50,0,18.2%,1.91,1,13,13.00,0,0,0
5,1995,1995-10-01,5,23.086,WAS,,DAL,W 27-23,,6,3,56,18.67,0,50.0%,9.33,0,0,,0,0,0
6,1995,1995-10-08,6,23.093,WAS,@,PHI,L 34-37,,6,2,29,14.50,0,33.3%,4.83,0,0,,0,0,0
7,1995,1995-10-15,7,23.100,WAS,@,ARI,L 20-24,,6,1,12,12.00,0,16.7%,2.00,0,0,,0,0,0
8,1995,1995-11-19,11,23.135,WAS,,SEA,L 20-27,,6,3,45,15.00,1,50.0%,7.50,0,0,,0,1,6
9,1995,1995-12-10,14,23.156,WAS,@,NYG,L 13-20,,8,4,39,9.75,0,50.0%,4.88,0,0,,0,0,0
10,1995,1995-12-17,15,23.163,WAS,@,STL,W 35-23,,10,5,66,13.20,0,50.0%,6.60,1,10,10.00,0,0,0
11,1995,1995-12-24,16,23.170,WAS,,CAR,W 20-17,,6,3,57,19.00,0,50.0%,9.50,2,26,13.00,0,0,0
12,1996,1996-09-08,2,24.063,WAS,,CHI,W 10-3,,5,4,38,9.50,0,80.0%,7.60,0,0,,0,0,0
13,1996,1996-09-15,3,24.070,WAS,@,NYG,W 31-10,,6,2,24,12.00,0,33.3%,4.00,1,0,0.00,0,0,0
14,1996,1996-10-20,7,24.105,WAS,,NYG,W 31-21,,1,0,0,,0,0.0%,0.00,0,0,,0,0,
15,1996,1996-10-27,8,24.112,WAS,,IND,W 31-16,,3,2,21,10.50,0,66.7%,7.00,0,0,,0,0,0
