ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1970,1970-09-27,2,24.007,SDG,,OAK,T 27-27,0,0,,0,1,0,0.00,0,0,0
2,1970,1970-10-04,3,24.014,SDG,@,RAM,L 10-37,,,,,,,,,,
3,1970,1970-11-29,11,24.070,BUF,,BOS,L 10-14,,,,,,,,,,
4,1970,1970-12-06,12,24.077,BUF,@,NYG,L 6-20,,,,,,,,,,
5,1970,1970-12-13,13,24.084,BUF,,BAL,L 14-20,0,0,,0,3,92,30.67,0,0,0
6,1970,1970-12-20,14,24.091,BUF,@,MIA,L 7-45,2,31,15.50,0,3,39,13.00,0,0,0
7,1971,1971-09-19,1,24.364,NWE,,OAK,W 20-6,2,34,17.00,1,0,0,,0,1,6
8,1971,1971-09-26,2,25.006,NWE,,DET,L 7-34,1,8,8.00,0,0,0,,0,0,0
9,1971,1971-10-03,3,25.013,NWE,,BAL,L 3-23,1,9,9.00,0,0,0,,0,0,0
10,1971,1971-10-10,4,25.020,NWE,,NYJ,W 20-0,,,,,,,,,,
11,1971,1971-10-17,5,25.027,NWE,@,MIA,L 3-41,3,49,16.33,0,0,0,,0,0,0
12,1971,1971-10-24,6,25.034,NWE,@,DAL,L 21-44,2,24,12.00,0,0,0,,0,0,0
13,1971,1971-10-31,7,25.041,NWE,@,SFO,L 10-27,,,,,,,,,,
14,1971,1971-11-07,8,25.048,NWE,,HOU,W 28-20,,,,,,,,,,
15,1971,1971-11-14,9,25.055,NWE,,BUF,W 38-33,,,,,,,,,,
16,1971,1971-11-21,10,25.062,NWE,@,CLE,L 7-27,,,,,,,,,,
17,1971,1971-11-28,11,25.069,NWE,@,BUF,L 20-27,,,,,,,,,,
18,1971,1971-12-05,12,25.076,NWE,,MIA,W 34-13,,,,,,,,,,
19,1971,1971-12-12,13,25.083,NWE,@,NYJ,L 6-13,,,,,,,,,,
20,1971,1971-12-19,14,25.090,NWE,@,BAL,W 21-17,,,,,,,,,,
